version_group_id,language_id,ability_id,name,description
27,1,1,あくしゅう,技でダメージを与えた時\n１０％の確率で相手をひるませる。
27,1,2,あめふらし,登場した時から　５ターンの間\nあめ状態にする。
27,1,3,かそく,ターン終わりに　素早さが１段階上がる。\n交代で出てきたターンは　すばやさが上がらない。
27,1,4,カブトアーマー,相手の攻撃が急所に当たらない。
27,1,5,がんじょう,ＨＰ満タンの時\n一撃で　ひんしになる技のダメージを受けると\nＨＰを１残して耐える。\n一撃必殺技も効かない。
27,1,6,しめりけ,全員　爆発の技が使用できず\n爆発する特性も発動しない。
27,1,7,じゅうなん,まひ状態にならない。
27,1,8,すながくれ,すなあらし状態の時\n回避率が１．２５倍になる。\nすなあらし状態で受けるダメージが効かない。
27,1,9,せいでんき,接触技を受けると　３０％の確率で\n相手をまひ状態にする。
27,1,10,ちくでん,でんきタイプの技が効かず\n最大ＨＰの１／４回復する。
27,1,11,ちょすい,みずタイプの技が効かず\n最大ＨＰの１／４回復する。
27,1,12,どんかん,メロメロ　ちょうはつ状態にならず\nいかくも効かない。
27,1,13,ノーてんき,あらゆる天気の影響をなくす。
27,1,14,ふくがん,技の命中率が１．３倍になる。
27,1,15,ふみん,ねむり　ねむけ状態にならない。
27,1,17,めんえき,どく　もうどく状態にならない。
27,1,18,もらいび,ほのおタイプの技が効かず\n自分はもらいび状態になる。
27,1,19,りんぷん,攻撃の追加効果が効かない。
27,1,20,マイペース,こんらん状態にならず　いかくも効かない。
27,1,21,きゅうばん,相手の入れ替えさせる技や道具が効かない。
27,1,22,いかく,登場した時　相手の攻撃を１段階下げる。
27,1,23,かげふみ,相手は交代することができなくなる。
27,1,24,さめはだ,接触技を受けると\n相手の最大ＨＰの\n１／８のダメージを与える。
27,1,26,ふゆう,地面にいないことになり\nじめんタイプの技　まきびし　どくびし\nねばねばネット状態が効かない。
27,1,27,ほうし,接触技を受けると　３０％の確率で\n相手を　どく　まひ　ねむり状態の\nいずれかにする。\nくさタイプの　ポケモンには効かない。
27,1,28,シンクロ,相手の技や特性によって\nどく　もうどく　まひ　やけど状態になると\n相手も同じ状態にする。
27,1,29,クリアボディ,相手の技や特性で能力を下げられない。
27,1,30,しぜんかいふく,手持ちに戻ると状態異常が治る。
27,1,31,ひらいしん,でんきタイプの技を自分によせつける。\nその技は効かずに特攻が１段階上がる。
27,1,33,すいすい,あめ状態の時\n素早さが２倍になる。
27,1,34,ようりょくそ,にほんばれ状態の時\n素早さが２倍になる。
27,1,35,はっこう,相手の回避率の変化を無視し\n命中率も下げられない。
27,1,36,トレース,登場した時　相手の特性と同じ特性になる。
27,1,37,ちからもち,物理技の威力が２倍になる。
27,1,38,どくのトゲ,接触技を受けると\n３０％の確率で相手をどく状態にする。
27,1,39,せいしんりょく,相手の攻撃にひるまず　いかくも効かない。
27,1,40,マグマのよろい,こおり状態にならない。
27,1,43,ぼうおん,音の技が効かない。
27,1,44,あめうけざら,あめ状態の時　ターン終わりに\n最大ＨＰの１／１６回復する。
27,1,45,すなおこし,登場した時から　５ターンの間\nすなあらし状態にする。
27,1,46,プレッシャー,自分に対し　相手の使う技のＰＰを１多く減らす。
27,1,47,あついしぼう,ほのおタイプ　こおりタイプの技で\n受けるダメージが半減する。
27,1,48,はやおき,ねむり状態になっても　２倍の早さで目覚める。
27,1,49,ほのおのからだ,接触技を受けると　３０％の確率で\n相手をやけど状態にする。
27,1,50,にげあし,交代を邪魔する効果を無視して\n手持ちの他のポケモンと\n交代することができる。
27,1,51,するどいめ,相手の回避率の変化を無視し\n命中率も下げられない。
27,1,52,かいりきバサミ,相手の技や特性で攻撃を下げられない。
27,1,53,ものひろい,自分が道具を持っていない時\n自分以外のポケモンが消費した道具を\nターン終わりに拾ってくる。
27,1,55,はりきり,物理技を使用する時\n自分の攻撃が１．５倍になるが\n命中率が０．８倍になる。
27,1,56,メロメロボディ,異性から接触技を受けると\n３０％の確率で相手をメロメロ状態にする。
27,1,57,プラス,プラスかマイナスの特性を持つ味方が\n場にいると　自分の特攻が１．５倍になる。
27,1,58,マイナス,プラスかマイナスの特性を持つ味方が\n場にいると　自分の特攻が１．５倍になる。
27,1,59,てんきや,天気の影響を受けて　みずタイプ\nほのおタイプ　こおりタイプのどれかに変わる。
27,1,60,ねんちゃく,持っている道具を相手に奪われず失わない。
27,1,61,だっぴ,ターン終わりに３０％の確率で状態異常が治る。
27,1,62,こんじょう,状態異常の時　攻撃が１．５倍になる。\nやけど状態による物理技のダメージが\n半減される効果は無視する。
27,1,63,ふしぎなうろこ,状態異常の時　防御が１．５倍になる。
27,1,64,ヘドロえき,ＨＰを吸い取る技を受けた時\n相手を回復させず　その分のダメージを与える。
27,1,65,しんりょく,ＨＰが最大ＨＰの１／３以下になると\nくさタイプの技の威力が１．５倍になる。
27,1,66,もうか,ＨＰが最大ＨＰの１／３以下になると\nほのおタイプの技の威力が１．５倍になる。
27,1,67,げきりゅう,ＨＰが最大ＨＰの１／３以下になると\nみずタイプの技の威力が１．５倍になる。
27,1,68,むしのしらせ,ＨＰが最大ＨＰの１／３以下になると\nむしタイプの技の威力が１．５倍になる。
27,1,69,いしあたま,自分もダメージを受ける技を出しても\nＨＰが減らない。
27,1,70,ひでり,登場した時から　５ターンの間\nにほんばれ状態にする。
27,1,72,やるき,ねむり　ねむけ状態にならない。
27,1,73,しろいけむり,相手の技や特性で能力を下げられない。
27,1,74,ヨガパワー,物理技の威力が２倍になる。
27,1,75,シェルアーマー,相手の攻撃が急所に当たらない。
27,1,77,ちどりあし,こんらん状態の時　回避率が２倍になる。
27,1,78,でんきエンジン,でんきタイプの技が効かず\n素早さが１段階上がる。
27,1,79,とうそうしん,相手と性別が同じ時　技の威力が１．２５倍に\n違うと０．７５倍になる。\n性別が不明の場合は通常の威力になる。
27,1,80,ふくつのこころ,ひるむと素早さが１段階上がる。
27,1,81,ゆきがくれ,ゆき状態の時\n回避率が１．２５倍になる。
27,1,82,くいしんぼう,ＨＰが１／４以下の時に食べるきのみを\nＨＰが１／２以下の時に食べてしまう。
27,1,83,いかりのつぼ,相手の攻撃が急所に当たると\n自分の攻撃が６段階目まで上がる。
27,1,84,かるわざ,持っていた道具がなくなると\n素早さが２倍になる。
27,1,85,たいねつ,ほのおタイプの技で受けるダメージが\n半減する。やけど状態で受けるダメージも\n半減する。
27,1,86,たんじゅん,能力変化が通常の２倍になる。
27,1,87,かんそうはだ,みずタイプの技が効かず　最大ＨＰの１／４回復する\nほのおタイプの技の\n受けるダメージが１．２５倍になる\nあめ状態の時\nターン終わりに最大ＨＰの１／８回復するが\nにほんばれ状態の時\nターン終わりに最大ＨＰの１／８減る。
27,1,89,てつのこぶし,パンチの技の威力が１．２倍になる。
27,1,90,ポイズンヒール,どく　もうどく状態になると\nターン終わりにＨＰが減らずに\n最大ＨＰの１／８回復する。
27,1,91,てきおうりょく,自分と同じタイプの技の威力が\n１．５倍ではなく２倍になる。
27,1,92,スキルリンク,連続技を使うと　最高回数まで出せる。
27,1,93,うるおいボディ,あめ状態の時　ターン終わりに　状態異常が治る。
27,1,94,サンパワー,にほんばれ状態だと\n特攻が１．５倍になるが\nターン終わりに最大ＨＰの１／８減る。
27,1,95,はやあし,状態異常になると素早さが１．５倍になる。\nまひ状態の素早さが遅くなる効果も無視する。
