version_group_id,language_id,move_id,name,description
17,1,1,はたく,ながい　しっぽや　てなどを　つかって\nあいてを　はたいて　こうげきする。
17,1,2,からてチョップ,するどい　チョップで\nあいてを　たたいて　こうげきする。\nきゅうしょに　あたりやすい。
17,1,3,おうふくビンタ,おうふく　ビンタで\nあいてを　たたいて　こうげきする。\n２ー５かいの　あいだ　れんぞくで　だす。
17,1,4,れんぞくパンチ,どとうの　パンチで\nあいてを　なぐりつけて　こうげきする。\n２ー５かいの　あいだ　れんぞくで　だす。
17,1,5,メガトンパンチ,ちからを　こめた　パンチで\nあいてを　こうげきする。
17,1,6,ネコにこばん,あいての　からだに\nこばんを　なげつけて　こうげきする。\nせんとうの　あとで　おかねが　もらえる。
17,1,7,ほのおのパンチ,ほのおを　こめた　パンチで\nあいてを　こうげきする。\nやけど　じょうたいに　することが　ある。
17,1,8,れいとうパンチ,れいきを　こめた　パンチで\nあいてを　こうげきする。\nこおり　じょうたいに　することが　ある。
17,1,9,かみなりパンチ,でんげきを　こめた　パンチで\nあいてを　こうげきする。\nまひ　じょうたいに　することが　ある。
17,1,10,ひっかく,かたく　とがった　するどい　ツメで\nあいてを　ひっかいて　こうげきする。
17,1,11,はさむ,あいてを　りょうがわから　はさんで\nダメージを　あたえる。
17,1,12,ハサミギロチン,おおきな　ハサミで\nあいてを　きりさいて　こうげきする。\nあたれば　いちげきで　ひんしに　する。
17,1,13,かまいたち,かぜの　やいばを　つくり\n２ターンめに　あいてを　こうげきする。\nきゅうしょに　あたりやすい。
17,1,14,つるぎのまい,たたかいのまいを　はげしく　おどって\nきあいを　たかめる。\nじぶんの　こうげきを　ぐーんと　あげる。
17,1,15,いあいぎり,カマや　ツメなどで\nあいてを　きりつけて　こうげきする。
17,1,16,かぜおこし,つばさで　おこした　はげしい　かぜを\nあいてに　ぶつけて　こうげきする。
17,1,17,つばさでうつ,おおきく　ひろげた　りっぱな　つばさを\nあいてに　ぶつけて　こうげきする。
17,1,18,ふきとばし,あいてを　ふきとばして\nひかえの　ポケモンを　ひきずりだす。\nやせいの　ばあいは　せんとうが　おわる。
17,1,19,そらをとぶ,１ターンめで　そらへ　とび\n２ターンめに　あいてを　こうげきする。
17,1,20,しめつける,ながい　からだや　つるなどを　つかい\n４ー５ターンの　あいだ\nあいてを　しめつけて　こうげきする。
17,1,21,たたきつける,ながい　しっぽや　つるなどを　つかい\nあいてを　たたきつけて　こうげきする。
17,1,22,つるのムチ,ムチのように　しなる　ほそながい　つるで\nあいてを　たたきつけて　こうげきする。
17,1,23,ふみつけ,おおきな　あしで\nあいてを　ふみつけて　こうげきする。\nあいてを　ひるませる　ことが　ある。
17,1,24,にどげり,２ほんの　あしで　あいてを　けとばして\nこうげきする。　２かい　れんぞくで\nダメージを　あたえる。
17,1,25,メガトンキック,ものすごい　ちからを　こめた　キックで\nあいてを　けとばして　こうげきする。
17,1,26,とびげり,たかい　ジャンプからの　キックで\nあいてを　こうげきする。\nはずすと　じぶんが　ダメージを　うける。
17,1,27,まわしげり,からだを　すばやく　かいてん　させながら\nけとばして　こうげきする。\nあいてを　ひるませる　ことが　ある。
17,1,28,すなかけ,あいての　かおに　すなを　かけて\nめいちゅうりつを　さげる。
17,1,29,ずつき,あたまを　つきだして\nまっすぐ　つっこんで　こうげきする。\nあいてを　ひるませる　ことが　ある。
17,1,30,つのでつく,するどく　とがった　つので\nあいてを　こうげきする。
17,1,31,みだれづき,つのや　くちばしで\nあいてを　つついて　こうげきする。\n２ー５かいの　あいだ　れんぞくで　だす。
17,1,32,つのドリル,かいてんする　つのを\nあいてに　つきさして　こうげきする。\nあたれば　いちげきで　ひんしに　する。
17,1,33,たいあたり,あいてに　むかって　からだ　ぜんたいで\nぶつかって　いき　こうげきする。
17,1,34,のしかかり,からだ　ぜんたいで\nあいてに　のしかかり　こうげきする。\nまひ　じょうたいに　することが　ある。
17,1,35,まきつく,ながい　からだや　つるなどを　つかって\n４ー５ターンの　あいだ\nあいてに　まきついて　こうげきする。
17,1,36,とっしん,すごい　いきおいで\nあいてに　ぶつかって　こうげきする。\nじぶんも　すこし　ダメージを　うける。
17,1,37,あばれる,２ー３ターンの　あいだ\nあばれまくって　あいてを　こうげきする。\nあばれた　あとは　こんらん　する。
17,1,38,すてみタックル,いのちを　かけて\nあいてに　とっしんして　こうげきする。\nじぶんも　かなり　ダメージを　うける。
17,1,39,しっぽをふる,しっぽを　さゆうに　かわいく　ふって\nゆだんを　さそう。\nあいての　ぼうぎょを　さげる。
17,1,40,どくばり,どくの　ある　ハリを\nあいてに　つきさして　こうげきする。\nどく　じょうたいに　することが　ある。
17,1,41,ダブルニードル,２ほんの　ハリを　あいてに　つきさし\n２かい　れんぞくで　ダメージ。\nどく　じょうたいに　することが　ある。
