version_group_id,move_id,flag_id
22,1,3
22,1,4
22,1,7
22,1,20
22,2,3
22,2,4
22,2,7
22,2,20
22,3,3
22,3,4
22,3,7
22,3,20
22,4,3
22,4,4
22,4,7
22,4,10
22,4,20
22,5,3
22,5,4
22,5,7
22,5,10
22,5,20
22,6,4
22,6,7
22,6,20
22,7,3
22,7,4
22,7,7
22,7,10
22,7,20
22,8,3
22,8,4
22,8,7
22,8,10
22,8,20
22,9,3
22,9,4
22,9,7
22,9,10
22,9,20
22,10,3
22,10,4
22,10,7
22,10,20
22,11,3
22,11,4
22,11,7
22,11,20
22,12,3
22,12,4
22,12,7
22,12,20
22,13,4
22,13,7
22,13,8
22,13,20
22,14,6
22,14,19
22,14,20
22,15,3
22,15,4
22,15,7
22,15,20
22,16,4
22,16,7
22,16,14
22,16,20
22,17,3
22,17,4
22,17,7
22,17,14
22,17,20
22,18,5
22,18,7
22,18,16
22,18,18
22,18,20
22,19,3
22,19,4
22,19,7
22,19,8
22,19,12
22,19,14
22,19,20
22,20,3
22,20,4
22,20,7
22,20,20
22,21,3
22,21,4
22,21,7
22,21,17
22,21,20
22,22,3
22,22,4
22,22,7
22,22,20
22,23,3
22,23,4
22,23,7
22,23,17
22,23,20
22,24,3
22,24,4
22,24,7
22,24,20
22,25,3
22,25,4
22,25,7
22,25,20
22,26,3
22,26,4
22,26,7
22,26,12
22,26,20
22,27,3
22,27,4
22,27,7
22,27,20
22,28,4
22,28,5
22,28,7
22,28,20
22,29,3
22,29,4
22,29,7
22,29,20
22,30,3
22,30,4
22,30,7
22,30,20
22,31,3
22,31,4
22,31,7
22,31,20
22,32,3
22,32,4
22,32,7
22,32,20
22,33,3
22,33,4
22,33,7
22,33,20
22,34,3
22,34,4
22,34,7
22,34,17
22,34,20
22,35,3
22,35,4
22,35,7
22,35,20
22,36,3
22,36,4
22,36,7
22,36,20
22,37,3
22,37,4
22,37,7
22,37,20
22,38,3
22,38,4
22,38,7
22,38,20
22,39,4
22,39,5
22,39,7
22,39,20
22,40,4
22,40,7
22,40,20
22,41,4
22,41,7
22,41,20
22,42,4
22,42,7
22,42,20
22,43,4
22,43,5
22,43,7
22,43,20
22,44,3
22,44,4
22,44,7
22,44,20
22,45,4
22,45,5
22,45,7
22,45,11
22,45,16
22,45,20
22,46,5
22,46,7
22,46,11
22,46,16
22,46,18
22,46,20
22,47,4
22,47,5
22,47,7
22,47,11
22,47,16
22,47,20
22,48,4
22,48,5
22,48,7
22,48,11
22,48,16
22,48,20
22,49,4
22,49,7
22,49,20
22,50,4
22,50,5
22,50,7
22,50,16
22,50,20
22,51,4
22,51,7
22,51,20
22,52,4
22,52,7
22,52,20
22,53,4
22,53,7
22,53,20
22,54,6
22,54,20
22,55,4
22,55,7
22,55,20
22,56,4
22,56,7
22,56,20
22,57,4
22,57,7
22,57,17
22,57,20
22,58,4
22,58,7
22,58,20
22,59,4
22,59,7
22,59,20
22,60,4
22,60,7
22,60,20
22,61,4
22,61,7
22,61,20
22,62,4
22,62,7
22,62,20
22,63,4
22,63,7
22,63,9
22,63,20
22,64,3
22,64,4
22,64,7
22,64,14
22,64,20
22,65,3
22,65,4
22,65,7
22,65,14
22,65,20
22,66,3
22,66,4
22,66,7
22,66,20
22,67,3
22,67,4
22,67,7
22,67,20
22,68,3
22,68,4
22,69,3
22,69,4
22,69,7
22,69,17
22,69,20
22,70,3
22,70,4
22,70,7
22,70,20
22,71,4
22,71,7
22,71,15
22,71,20
22,72,4
22,72,7
22,72,15
22,72,20
22,73,4
22,73,5
22,73,7
22,73,20
22,74,6
22,74,20
22,75,4
22,75,7
22,75,20
22,76,4
22,76,7
22,76,8
22,76,20
22,77,4
22,77,5
22,77,7
22,77,20
22,78,4
22,78,5
22,78,7
22,78,20
22,79,4
22,79,5
22,79,7
22,79,20
22,80,3
22,80,4
22,80,7
22,80,19
22,80,20
22,81,4
22,81,5
22,81,7
22,81,20
22,82,4
22,82,7
22,82,20
22,83,4
22,83,7
22,83,20
22,84,4
22,84,7
22,84,20
22,85,4
22,85,7
22,85,20
22,86,4
22,86,5
22,86,7
22,86,20
22,87,4
22,87,7
22,87,20
22,88,4
22,88,7
22,88,20
22,89,4
22,89,7
22,89,17
22,89,20
22,90,4
22,90,7
22,90,17
22,90,20
22,91,3
22,91,4
22,91,7
22,91,8
22,91,17
22,91,20
22,92,4
22,92,5
22,92,7
22,92,20
22,93,4
22,93,7
22,93,20
22,94,4
22,94,7
22,94,20
22,95,4
22,95,5
22,95,7
22,95,20
22,96,6
22,96,20
22,97,6
22,97,20
22,98,3
22,98,4
22,98,7
22,98,20
22,99,3
22,99,4
22,99,7
22,99,20
22,100,20
22,101,4
22,101,7
22,101,20
22,102,4
22,102,16
22,102,18
22,103,4
22,103,5
22,103,7
22,103,11
22,103,16
22,103,18
22,103,20
22,104,6
22,104,20
22,105,6
22,105,15
22,105,20
22,106,6
22,106,20
22,107,6
22,107,20
22,108,4
22,108,5
22,108,7
22,108,20
22,109,4
22,109,5
22,109,7
22,109,20
22,110,6
22,110,20
22,111,6
22,111,20
22,112,6
22,112,20
22,113,6
22,113,20
22,114,16
22,114,20
22,115,6
22,115,20
22,116,6
22,116,20
22,117,3
22,117,4
22,117,20
22,120,4
22,120,7
22,120,20
22,121,4
22,121,7
22,121,20
22,122,3
22,122,4
22,122,7
22,122,20
22,123,4
22,123,7
22,123,20
22,124,4
22,124,7
22,124,20
22,125,4
22,125,7
22,125,20
22,126,4
22,126,7
22,126,20
22,127,3
22,127,4
22,127,7
22,127,20
22,128,3
22,128,4
22,128,7
22,128,20
22,129,4
22,129,7
22,129,20
22,130,3
22,130,4
22,130,7
22,130,8
22,130,20
22,131,4
22,131,7
22,131,20
22,132,3
22,132,4
22,132,7
22,132,20
22,133,6
22,133,20
22,134,4
22,134,5
22,134,7
22,134,20
22,135,6
22,135,15
22,135,20
22,136,3
22,136,4
22,136,7
22,136,12
22,136,20
22,137,4
22,137,5
22,137,7
22,137,20
22,138,4
22,138,7
22,138,15
22,138,20
22,139,4
22,139,5
22,139,7
22,139,20
22,140,4
22,140,7
22,140,20
22,141,3
22,141,4
22,141,7
22,141,15
22,141,20
22,142,4
22,142,5
22,142,7
22,142,20
22,143,4
22,143,7
22,143,8
22,143,14
22,143,20
22,144,18
22,145,4
22,145,7
22,145,20
22,146,3
22,146,4
22,146,7
22,146,10
22,146,20
22,147,4
22,147,5
22,147,7
22,147,20
22,148,4
22,148,5
22,148,7
22,148,20
22,149,4
22,149,7
22,149,20
22,150,12
22,150,20
22,151,6
22,151,20
22,152,3
22,152,4
22,152,7
22,152,20
22,153,4
22,153,7
22,153,20
22,154,3
22,154,4
22,154,7
22,154,20
22,155,4
22,155,7
22,155,20
22,156,6
22,156,15
22,156,20
22,157,4
22,157,7
22,157,20
22,158,3
22,158,4
22,158,7
22,158,20
22,159,6
22,159,20
22,160,6
22,160,20
22,161,4
22,161,7
22,161,20
22,162,3
22,162,4
22,162,7
22,162,20
22,163,3
22,163,4
22,163,7
22,163,20
22,164,6
22,164,17
22,164,20
22,165,3
22,165,4
22,166,16
22,166,18
22,167,3
22,167,4
22,167,7
22,167,20
22,168,3
22,168,4
22,168,7
22,169,4
22,169,5
22,169,7
22,169,20
22,170,4
22,170,7
22,170,20
22,171,4
22,171,7
22,171,20
22,172,3
22,172,4
22,172,7
22,172,13
22,172,20
22,173,4
