pokemon_id,version_group_id,move_id,move_method_id,level,mastery_level,sort
1,1,14,2,0,0,0
1,1,15,2,0,0,0
1,1,22,1,13,0,0
1,1,33,1,1,0,1
1,1,34,2,0,0,0
1,1,36,2,0,0,0
1,1,38,2,0,0,0
1,1,45,1,1,0,2
1,1,72,2,0,0,0
1,1,73,1,7,0,0
1,1,74,1,34,0,0
1,1,75,1,27,0,0
1,1,76,2,0,0,0
1,1,76,1,48,0,0
1,1,77,1,20,0,0
1,1,79,1,41,0,0
1,1,92,2,0,0,0
1,1,99,2,0,0,0
1,1,102,2,0,0,0
1,1,104,2,0,0,0
1,1,115,2,0,0,0
1,1,117,2,0,0,0
1,1,156,2,0,0,0
1,1,164,2,0,0,0
1,2,14,2,0,0,0
1,2,15,2,0,0,0
1,2,22,1,13,0,0
1,2,33,1,1,0,1
1,2,34,2,0,0,0
1,2,36,2,0,0,0
1,2,38,2,0,0,0
1,2,45,1,1,0,2
1,2,72,2,0,0,0
1,2,73,1,7,0,0
1,2,74,1,34,0,0
1,2,75,1,27,0,0
1,2,76,2,0,0,0
1,2,76,1,48,0,0
1,2,77,1,20,0,0
1,2,79,1,41,0,0
1,2,92,2,0,0,0
1,2,99,2,0,0,0
1,2,102,2,0,0,0
1,2,104,2,0,0,0
1,2,115,2,0,0,0
1,2,117,2,0,0,0
1,2,156,2,0,0,0
1,2,164,2,0,0,0
1,3,14,2,0,0,0
1,3,15,2,0,0,0
1,3,22,1,13,0,0
1,3,33,1,1,0,1
1,3,34,2,0,0,0
1,3,36,2,0,0,0
1,3,38,2,0,0,0
1,3,45,1,1,0,2
1,3,72,2,0,0,0
1,3,73,1,7,0,0
1,3,74,1,34,0,0
1,3,75,1,27,0,0
1,3,76,2,0,0,0
1,3,76,1,48,0,0
1,3,77,1,20,0,0
1,3,79,1,41,0,0
1,3,92,2,0,0,0
1,3,99,2,0,0,0
1,3,102,2,0,0,0
1,3,104,2,0,0,0
1,3,115,2,0,0,0
1,3,117,2,0,0,0
1,3,156,2,0,0,0
1,3,164,2,0,0,0
1,4,14,2,0,0,0
1,4,15,2,0,0,0
1,4,22,1,13,0,0
1,4,33,1,1,0,1
1,4,34,2,0,0,0
1,4,36,2,0,0,0
1,4,38,2,0,0,0
1,4,45,1,1,0,2
1,4,72,2,0,0,0
1,4,73,1,7,0,0
1,4,74,1,34,0,0
1,4,75,1,27,0,0
1,4,76,2,0,0,0
1,4,76,1,48,0,0
1,4,77,1,20,0,0
1,4,79,1,41,0,0
1,4,92,2,0,0,0
1,4,99,2,0,0,0
1,4,102,2,0,0,0
1,4,104,2,0,0,0
1,4,115,2,0,0,0
1,4,117,2,0,0,0
1,4,156,2,0,0,0
1,4,164,2,0,0,0
2,1,14,2,0,0,0
2,1,15,2,0,0,0
2,1,22,1,13,0,0
2,1,33,1,1,0,1
2,1,34,2,0,0,0
2,1,36,2,0,0,0
2,1,38,2,0,0,0
2,1,45,1,1,0,2
2,1,72,2,0,0,0
2,1,73,1,1,0,3
2,1,73,1,7,0,0
2,1,74,1,38,0,0
2,1,75,1,30,0,0
2,1,76,2,0,0,0
2,1,76,1,54,0,0
2,1,77,1,22,0,0
2,1,79,1,46,0,0
2,1,92,2,0,0,0
2,1,99,2,0,0,0
2,1,102,2,0,0,0
2,1,104,2,0,0,0
2,1,115,2,0,0,0
2,1,117,2,0,0,0
2,1,156,2,0,0,0
2,1,164,2,0,0,0
2,2,14,2,0,0,0
2,2,15,2,0,0,0
2,2,22,1,13,0,0
2,2,33,1,1,0,1
2,2,34,2,0,0,0
2,2,36,2,0,0,0
2,2,38,2,0,0,0
2,2,45,1,1,0,2
2,2,72,2,0,0,0
2,2,73,1,1,0,3
2,2,73,1,7,0,0
2,2,74,1,38,0,0
2,2,75,1,30,0,0
2,2,76,2,0,0,0
2,2,76,1,54,0,0
2,2,77,1,22,0,0
2,2,79,1,46,0,0
2,2,92,2,0,0,0
2,2,99,2,0,0,0
2,2,102,2,0,0,0
2,2,104,2,0,0,0
2,2,115,2,0,0,0
2,2,117,2,0,0,0
2,2,156,2,0,0,0
2,2,164,2,0,0,0
2,3,14,2,0,0,0
2,3,15,2,0,0,0
2,3,22,1,13,0,0
2,3,33,1,1,0,1
2,3,34,2,0,0,0
2,3,36,2,0,0,0
2,3,38,2,0,0,0
2,3,45,1,1,0,2
2,3,72,2,0,0,0
2,3,73,1,1,0,3
2,3,73,1,7,0,0
2,3,74,1,38,0,0
2,3,75,1,30,0,0
2,3,76,2,0,0,0
2,3,76,1,54,0,0
2,3,77,1,22,0,0
2,3,79,1,46,0,0
2,3,92,2,0,0,0
2,3,99,2,0,0,0
2,3,102,2,0,0,0
2,3,104,2,0,0,0
2,3,115,2,0,0,0
2,3,117,2,0,0,0
2,3,156,2,0,0,0
2,3,164,2,0,0,0
2,4,14,2,0,0,0
2,4,15,2,0,0,0
2,4,22,1,13,0,0
2,4,33,1,1,0,1
2,4,34,2,0,0,0
2,4,36,2,0,0,0
2,4,38,2,0,0,0
2,4,45,1,1,0,2
2,4,72,2,0,0,0
2,4,73,1,1,0,3
2,4,73,1,7,0,0
2,4,74,1,38,0,0
2,4,75,1,30,0,0
2,4,76,2,0,0,0
2,4,76,1,54,0,0
2,4,77,1,22,0,0
2,4,79,1,46,0,0
2,4,92,2,0,0,0
2,4,99,2,0,0,0
