version_group_id,move_id,flag_id
17,1,3
17,1,4
17,1,7
17,2,3
17,2,4
17,2,7
17,3,3
17,3,4
17,3,7
17,4,3
17,4,4
17,4,7
17,4,10
17,5,3
17,5,4
17,5,7
17,5,10
17,6,4
17,6,7
17,7,3
17,7,4
17,7,7
17,7,10
17,8,3
17,8,4
17,8,7
17,8,10
17,9,3
17,9,4
17,9,7
17,9,10
17,10,3
17,10,4
17,10,7
17,11,3
17,11,4
17,11,7
17,12,3
17,12,4
17,12,7
17,13,4
17,13,7
17,13,8
17,14,6
17,14,19
17,15,3
17,15,4
17,15,7
17,16,4
17,16,7
17,16,14
17,17,3
17,17,4
17,17,7
17,17,14
17,18,5
17,18,7
17,18,16
17,18,18
17,19,3
17,19,4
17,19,7
17,19,8
17,19,12
17,19,14
17,20,3
17,20,4
17,20,7
17,21,3
17,21,4
17,21,7
17,21,17
17,22,3
17,22,4
17,22,7
17,23,3
17,23,4
17,23,7
17,23,17
17,24,3
17,24,4
17,24,7
17,25,3
17,25,4
17,25,7
17,26,3
17,26,4
17,26,7
17,26,12
17,27,3
17,27,4
17,27,7
17,28,4
17,28,5
17,28,7
17,29,3
17,29,4
17,29,7
17,30,3
17,30,4
17,30,7
17,31,3
17,31,4
17,31,7
17,32,3
17,32,4
17,32,7
17,33,3
17,33,4
17,33,7
17,34,3
17,34,4
17,34,7
17,34,17
17,35,3
17,35,4
17,35,7
17,36,3
17,36,4
17,36,7
17,37,3
17,37,4
17,37,7
17,38,3
17,38,4
17,38,7
17,39,4
17,39,5
17,39,7
17,40,4
17,40,7
17,41,4
17,41,7
17,42,4
17,42,7
17,43,4
17,43,5
17,43,7
17,44,3
17,44,4
17,44,7
17,45,4
17,45,5
17,45,7
17,45,11
17,45,16
17,46,5
17,46,7
17,46,11
17,46,16
17,46,18
17,47,4
17,47,5
17,47,7
17,47,11
17,47,16
17,48,4
17,48,5
17,48,7
17,48,11
17,48,16
17,49,4
17,49,7
17,50,4
17,50,5
17,50,7
17,50,16
17,51,4
17,51,7
17,52,4
17,52,7
17,53,4
17,53,7
17,54,6
17,55,4
17,55,7
17,56,4
17,56,7
17,57,4
17,57,7
17,57,17
17,58,4
17,58,7
17,59,4
17,59,7
17,60,4
17,60,7
17,61,4
17,61,7
17,62,4
17,62,7
17,63,4
17,63,7
17,63,9
17,64,3
17,64,4
17,64,7
17,64,14
17,65,3
17,65,4
17,65,7
17,65,14
17,66,3
17,66,4
17,66,7
17,67,3
17,67,4
17,67,7
17,68,3
17,68,4
17,69,3
17,69,4
17,69,7
17,69,17
17,70,3
17,70,4
17,70,7
17,71,4
17,71,7
17,71,15
17,72,4
17,72,7
17,72,15
17,73,4
17,73,5
17,73,7
17,74,6
17,75,4
17,75,7
17,76,4
17,76,7
17,76,8
17,77,4
17,77,5
17,77,7
17,78,4
17,78,5
17,78,7
17,79,4
17,79,5
17,79,7
17,80,3
17,80,4
17,80,7
17,80,19
17,81,4
17,81,5
17,81,7
17,82,4
17,82,7
17,83,4
17,83,7
17,84,4
17,84,7
17,85,4
17,85,7
17,86,4
17,86,5
17,86,7
17,87,4
17,87,7
17,88,4
17,88,7
17,89,4
17,89,7
17,89,17
17,90,4
17,90,7
17,90,17
17,91,3
17,91,4
17,91,7
17,91,8
17,91,17
17,92,4
17,92,5
17,92,7
17,93,4
17,93,7
17,94,4
17,94,7
17,95,4
17,95,5
17,95,7
17,96,6
17,97,6
17,98,3
17,98,4
17,98,7
17,99,3
17,99,4
17,99,7
17,101,4
17,101,7
17,102,4
17,102,16
17,102,18
17,103,4
17,103,5
17,103,7
17,103,11
17,103,16
17,103,18
17,104,6
17,105,6
17,105,15
