version_group_id,item_id,game_index,icon,item_fling_power,item_fling_effect_id,is_available
27,149,149,champions/cheri-berry.png,0,\N,1
27,150,150,champions/chesto-berry.png,0,\N,1
27,151,151,champions/pecha-berry.png,0,\N,1
27,152,152,champions/rawst-berry.png,0,\N,1
27,153,153,champions/aspear-berry.png,0,\N,1
27,154,154,champions/leppa-berry.png,0,\N,1
27,155,155,champions/oran-berry.png,0,\N,1
27,156,156,champions/persim-berry.png,0,\N,1
27,157,157,champions/lum-berry.png,0,\N,1
27,158,158,champions/sitrus-berry.png,0,\N,1
27,184,184,champions/occa-berry.png,0,\N,1
27,185,185,champions/passho-berry.png,0,\N,1
27,186,186,champions/wacan-berry.png,0,\N,1
27,187,187,champions/rindo-berry.png,0,\N,1
27,188,188,champions/yache-berry.png,0,\N,1
27,189,189,champions/chople-berry.png,0,\N,1
27,190,190,champions/kebia-berry.png,0,\N,1
27,191,191,champions/shuca-berry.png,0,\N,1
27,192,192,champions/coba-berry.png,0,\N,1
27,193,193,champions/payapa-berry.png,0,\N,1
27,194,194,champions/tanga-berry.png,0,\N,1
27,195,195,champions/charti-berry.png,0,\N,1
27,196,196,champions/kasib-berry.png,0,\N,1
27,197,197,champions/haban-berry.png,0,\N,1
27,198,198,champions/colbur-berry.png,0,\N,1
27,199,199,champions/babiri-berry.png,0,\N,1
27,200,200,champions/chilan-berry.png,0,\N,1
27,213,213,champions/bright-powder.png,0,\N,1
27,214,214,champions/white-herb.png,0,\N,1
27,217,217,champions/quick-claw.png,0,\N,1
27,219,219,champions/mental-herb.png,0,\N,1
27,221,221,champions/kings-rock.png,0,\N,1
27,222,222,champions/silver-powder.png,0,\N,1
27,230,230,champions/focus-band.png,0,\N,1
27,232,232,champions/scope-lens.png,0,\N,1
27,233,233,champions/metal-coat.png,0,\N,1
27,234,234,champions/leftovers.png,0,\N,1
27,236,236,champions/light-ball.png,0,\N,1
27,237,237,champions/soft-sand.png,0,\N,1
27,238,238,champions/hard-stone.png,0,\N,1
27,239,239,champions/miracle-seed.png,0,\N,1
27,240,240,champions/black-glasses.png,0,\N,1
27,241,241,champions/black-belt.png,0,\N,1
27,242,242,champions/magnet.png,0,\N,1
