version_group_id,pokemon_id,shape_id
10,1,8
10,2,8
10,3,8
10,4,6
10,5,6
10,6,6
10,7,6
10,8,6
10,9,6
10,10,2
10,11,2
10,12,13
10,13,2
10,14,2
10,15,13
10,16,9
10,17,9
10,18,9
10,19,8
10,20,8
10,21,9
10,22,9
10,23,2
10,24,2
10,25,8
10,26,6
10,27,6
10,28,6
10,29,8
10,30,8
10,31,6
10,32,8
10,33,8
10,34,6
10,35,6
10,36,6
10,37,8
10,38,8
10,39,12
10,40,12
10,41,9
10,42,9
10,43,7
10,44,12
10,45,12
10,46,14
10,47,14
10,48,12
10,49,13
10,50,5
10,51,11
10,52,8
10,53,8
10,54,6
10,55,6
10,56,6
10,57,6
10,58,8
10,59,8
10,60,7
10,61,12
10,62,12
10,63,6
10,64,6
10,65,12
10,66,6
10,67,12
10,68,12
10,69,12
10,70,5
10,71,5
10,72,10
10,73,10
10,74,4
10,75,12
10,76,12
10,77,8
10,78,8
10,79,8
10,80,6
10,81,4
10,82,11
10,83,9
10,84,7
10,85,7
10,86,3
10,87,3
10,88,4
10,89,4
10,90,1
10,91,1
10,92,1
10,93,4
10,94,6
10,95,2
10,96,12
10,97,12
10,98,14
10,99,14
10,100,1
10,101,1
10,102,11
10,103,7
10,104,6
10,105,6
10,106,12
10,107,12
10,108,6
10,109,1
10,110,11
10,111,8
10,112,6
10,113,6
10,114,7
10,115,6
10,116,5
10,117,5
10,118,3
10,119,3
10,120,5
10,121,5
10,122,12
10,123,13
10,124,12
10,125,6
10,126,6
10,127,12
10,128,8
10,129,3
10,130,2
10,131,3
10,132,1
10,133,8
10,134,8
10,135,8
10,136,8
10,137,7
10,138,10
10,139,10
10,140,14
10,141,6
10,142,9
10,143,12
10,144,9
10,145,9
10,146,9
10,147,2
10,148,2
10,149,6
10,150,6
10,151,6
10,152,8
10,153,8
10,154,8
10,155,12
10,156,8
10,157,8
10,158,6
10,159,6
10,160,6
10,161,8
10,162,8
10,163,9
10,164,9
10,165,9
10,166,9
10,167,14
10,168,14
10,169,13
10,170,3
10,171,3
10,172,8
10,173,6
10,174,12
10,175,12
10,176,12
10,177,9
10,178,9
10,179,8
10,180,6
10,181,6
10,182,12
10,183,6
10,184,6
10,185,12
10,186,12
10,187,6
10,188,6
10,189,6
10,190,6
10,191,1
10,192,12
10,193,13
10,194,7
10,195,6
10,196,8
10,197,8
10,198,9
10,199,6
10,200,1
10,201,1
10,202,5
10,203,8
10,204,1
10,205,1
10,206,2
10,207,9
10,208,2
10,209,12
10,210,6
10,211,3
10,212,13
10,213,14
10,214,12
10,215,6
10,216,6
10,217,6
10,218,2
10,219,2
10,220,8
10,221,8
10,222,14
10,223,3
10,224,10
10,225,9
10,226,9
10,227,9
10,228,8
10,229,8
10,230,5
10,231,8
10,232,8
10,233,7
10,234,8
10,235,6
10,236,12
10,237,6
10,238,12
10,239,12
10,240,6
10,241,6
10,242,12
10,243,8
10,244,8
10,245,8
10,246,6
10,247,2
10,248,6
10,249,9
10,250,9
10,251,12
10,252,6
10,253,6
10,254,6
10,255,7
10,256,6
10,257,6
10,258,8
10,259,6
10,260,6
10,261,8
10,262,8
10,263,8
10,264,8
10,265,2
10,266,1
10,267,13
10,268,1
10,269,13
10,270,14
10,271,12
10,272,12
10,273,7
10,274,12
10,275,12
10,276,9
10,277,9
10,278,9
10,279,9
10,280,12
10,281,12
10,282,12
10,283,14
10,284,13
10,285,7
10,286,6
10,287,8
10,288,6
10,289,12
10,290,14
10,291,13
10,292,5
10,293,6
10,294,6
10,295,6
10,296,12
10,297,12
10,298,7
10,299,12
10,300,8
10,301,8
10,302,12
10,303,12
10,304,8
10,305,8
10,306,6
10,307,12
10,308,12
10,309,8
10,310,8
10,311,6
10,312,6
10,313,6
10,314,12
10,315,12
10,316,4
10,317,4
10,318,3
10,319,3
10,320,3
10,321,3
10,322,8
10,323,8
10,324,8
10,325,4
10,326,6
10,327,6
10,328,14
10,329,13
10,330,9
10,331,12
10,332,12
10,333,9
10,334,9
10,335,6
10,336,2
10,337,1
10,338,1
10,339,3
10,340,3
10,341,14
10,342,14
10,343,4
10,344,4
10,345,5
10,346,5
10,347,14
10,348,6
10,349,3
10,350,2
10,351,1
10,352,6
10,353,1
10,354,6
10,355,4
10,356,12
10,357,8
10,358,4
10,359,8
10,360,6
10,361,12
10,362,1
10,363,3
10,364,3
10,365,8
10,366,1
10,367,2
10,368,2
10,369,3
10,370,3
10,371,12
10,372,8
10,373,8
10,374,5
10,375,4
10,376,11
10,377,12
10,378,12
10,379,12
10,380,9
10,381,9
10,382,3
10,383,6
10,384,2
10,385,12
10,386,12
10,387,8
10,388,8
10,389,8
10,390,6
10,391,6
10,392,6
10,393,12
10,394,6
10,395,6
10,396,9
10,397,9
10,398,9
10,399,8
10,400,6
10,401,12
10,402,13
10,403,8
10,404,8
10,405,8
10,406,12
10,407,12
10,408,6
10,409,6
10,410,8
10,411,8
10,412,2
10,413,2
10,414,13
10,415,11
10,416,13
10,417,8
10,418,8
10,419,8
10,420,11
10,421,7
10,422,14
10,423,14
10,424,6
10,425,4
10,426,4
10,427,6
10,428,6
10,429,1
10,430,9
10,431,8
10,432,8
10,433,12
10,434,8
10,435,8
10,436,1
10,437,4
10,438,7
10,439,12
10,440,12
10,441,9
10,442,5
10,443,6
10,444,6
10,445,6
10,446,12
10,447,6
10,448,6
10,449,8
10,450,8
10,451,14
10,452,14
10,453,12
10,454,12
10,455,10
10,456,3
10,457,3
10,458,9
10,459,6
10,460,6
10,461,6
10,462,4
10,463,12
10,464,6
10,465,12
10,466,6
10,467,6
10,468,9
10,469,13
10,470,8
10,471,8
10,472,9
10,473,8
10,474,4
10,475,12
10,476,11
10,477,4
10,478,4
10,479,1
10,480,6
10,481,6
10,482,6
10,483,8
10,484,6
10,485,8
10,486,12
10,487,10
10,488,14
10,489,4
10,490,12
10,491,12
10,492,8
10,493,8
10,10001,1
10,10002,1
10,10003,1
10,10004,12
10,10005,12
10,10006,12
10,10007,5
10,10008,5
10,10009,8
10,10010,8
10,10011,8
10,10012,8
10,10013,8
10,10014,8
10,10015,8
10,10016,8
10,10017,8
10,10018,8
10,10019,8
10,10020,8
10,10021,8
10,10022,8
10,10023,8
10,10024,8
10,10025,8
11,1,8
11,2,8
11,3,8
11,4,6
11,5,6
11,6,6
11,7,6
11,8,6
11,9,6
11,10,2
11,11,2
11,12,13
11,13,2
11,14,2
11,15,13
11,16,9
11,17,9
11,18,9
11,19,8
11,20,8
11,21,9
11,22,9
11,23,2
11,24,2
11,25,8
11,26,6
11,27,6
11,28,6
11,29,8
11,30,8
11,31,6
11,32,8
11,33,8
11,34,6
11,35,6
11,36,6
11,37,8
11,38,8
11,39,12
11,40,12
11,41,9
11,42,9
11,43,7
11,44,12
11,45,12
11,46,14
11,47,14
11,48,12
11,49,13
11,50,5
11,51,11
11,52,8
11,53,8
11,54,6
11,55,6
11,56,6
11,57,6
11,58,8
11,59,8
11,60,7
11,61,12
11,62,12
11,63,6
11,64,6
11,65,12
11,66,6
11,67,12
11,68,12
11,69,12
11,70,5
11,71,5
11,72,10
11,73,10
11,74,4
11,75,12
11,76,12
11,77,8
11,78,8
11,79,8
11,80,6
11,81,4
11,82,11
11,83,9
11,84,7
11,85,7
11,86,3
11,87,3
11,88,4
11,89,4
11,90,1
11,91,1
11,92,1
11,93,4
11,94,6
11,95,2
11,96,12
11,97,12
11,98,14
11,99,14
11,100,1
11,101,1
11,102,11
11,103,7
11,104,6
11,105,6
11,106,12
11,107,12
11,108,6
11,109,1
11,110,11
11,111,8
11,112,6
11,113,6
11,114,7
11,115,6
11,116,5
11,117,5
11,118,3
11,119,3
11,120,5
11,121,5
11,122,12
11,123,13
11,124,12
11,125,6
11,126,6
11,127,12
11,128,8
11,129,3
11,130,2
11,131,3
11,132,1
11,133,8
11,134,8
11,135,8
11,136,8
11,137,7
11,138,10
11,139,10
11,140,14
11,141,6
11,142,9
11,143,12
11,144,9
11,145,9
11,146,9
11,147,2
11,148,2
11,149,6
11,150,6
11,151,6
11,152,8
11,153,8
11,154,8
11,155,12
11,156,8
11,157,8
11,158,6
11,159,6
11,160,6
11,161,8
11,162,8
11,163,9
11,164,9
11,165,9
11,166,9
11,167,14
11,168,14
11,169,13
11,170,3
11,171,3
11,172,8
11,173,6
11,174,12
11,175,12
11,176,12
11,177,9
11,178,9
11,179,8
11,180,6
11,181,6
11,182,12
11,183,6
11,184,6
11,185,12
11,186,12
11,187,6
11,188,6
11,189,6
11,190,6
11,191,1
11,192,12
11,193,13
11,194,7
11,195,6
11,196,8
11,197,8
11,198,9
11,199,6
11,200,1
11,201,1
11,202,5
11,203,8
11,204,1
11,205,1
11,206,2
11,207,9
11,208,2
11,209,12
11,210,6
11,211,3
11,212,13
11,213,14
11,214,12
11,215,6
11,216,6
11,217,6
11,218,2
11,219,2
11,220,8
11,221,8
11,222,14
11,223,3
11,224,10
11,225,9
11,226,9
11,227,9
11,228,8
11,229,8
11,230,5
11,231,8
11,232,8
11,233,7
11,234,8
11,235,6
11,236,12
11,237,6
11,238,12
11,239,12
11,240,6
11,241,6
11,242,12
11,243,8
11,244,8
11,245,8
11,246,6
11,247,2
11,248,6
11,249,9
11,250,9
11,251,12
11,252,6
11,253,6
11,254,6
11,255,7
11,256,6
11,257,6
11,258,8
11,259,6
11,260,6
11,261,8
11,262,8
11,263,8
11,264,8
11,265,2
11,266,1
11,267,13
11,268,1
11,269,13
11,270,14
11,271,12
11,272,12
11,273,7
11,274,12
11,275,12
11,276,9
11,277,9
11,278,9
11,279,9
11,280,12
11,281,12
11,282,12
11,283,14
11,284,13
11,285,7
11,286,6
11,287,8
11,288,6
11,289,12
11,290,14
11,291,13
11,292,5
11,293,6
11,294,6
11,295,6
11,296,12
11,297,12
11,298,7
11,299,12
11,300,8
11,301,8
11,302,12
11,303,12
11,304,8
11,305,8
11,306,6
11,307,12
11,308,12
11,309,8
11,310,8
11,311,6
11,312,6
11,313,6
11,314,12
11,315,12
11,316,4
11,317,4
11,318,3
11,319,3
11,320,3
11,321,3
11,322,8
11,323,8
11,324,8
11,325,4
11,326,6
11,327,6
11,328,14
11,329,13
11,330,9
11,331,12
11,332,12
11,333,9
11,334,9
11,335,6
11,336,2
11,337,1
11,338,1
11,339,3
11,340,3
11,341,14
11,342,14
11,343,4
11,344,4
11,345,5
11,346,5
11,347,14
11,348,6
11,349,3
11,350,2
11,351,1
11,352,6
11,353,1
11,354,6
11,355,4
11,356,12
11,357,8
11,358,4
11,359,8
11,360,6
11,361,12
11,362,1
11,363,3
11,364,3
11,365,8
11,366,1
11,367,2
11,368,2
11,369,3
11,370,3
11,371,12
11,372,8
11,373,8
11,374,5
11,375,4
11,376,11
11,377,12
11,378,12
11,379,12
11,380,9
11,381,9
11,382,3
11,383,6
11,384,2
11,385,12
11,386,12
11,387,8
11,388,8
11,389,8
11,390,6
11,391,6
11,392,6
11,393,12
11,394,6
11,395,6
11,396,9
11,397,9
11,398,9
11,399,8
11,400,6
11,401,12
11,402,13
11,403,8
11,404,8
11,405,8
11,406,12
11,407,12
11,408,6
11,409,6
11,410,8
11,411,8
11,412,2
11,413,2
11,414,13
11,415,11
11,416,13
11,417,8
11,418,8
11,419,8
11,420,11
11,421,7
11,422,14
11,423,14
11,424,6
11,425,4
11,426,4
11,427,6
11,428,6
11,429,1
11,430,9
11,431,8
11,432,8
11,433,12
11,434,8
11,435,8
11,436,1
11,437,4
11,438,7
11,439,12
11,440,12
11,441,9
11,442,5
11,443,6
11,444,6
11,445,6
11,446,12
11,447,6
11,448,6
11,449,8
11,450,8
11,451,14
11,452,14
11,453,12
11,454,12
11,455,10
11,456,3
11,457,3
11,458,9
11,459,6
11,460,6
11,461,6
11,462,4
11,463,12
11,464,6
11,465,12
11,466,6
11,467,6
11,468,9
11,469,13
11,470,8
11,471,8
11,472,9
11,473,8
11,474,4
11,475,12
11,476,11
11,477,4
11,478,4
11,479,1
11,480,6
11,481,6
11,482,6
11,483,8
11,484,6
11,485,8
11,486,12
11,487,10
11,488,14
11,489,4
11,490,12
11,491,12
11,492,8
11,493,8
11,10001,1
11,10002,1
11,10003,1
11,10004,12
11,10005,12
11,10006,12
11,10007,5
11,10008,5
11,10009,8
11,10010,8
11,10011,8
11,10012,8
11,10013,8
11,10014,8
11,10015,8
11,10016,8
11,10017,8
11,10018,8
11,10019,8
11,10020,8
11,10021,8
11,10022,8
11,10023,8
11,10024,8
11,10025,8
11,10026,1
11,10027,1
11,10028,1
11,10029,1
11,10030,1
11,10031,2
11,10032,8
12,1,8
12,2,8
12,3,8
12,4,6
12,5,6
12,6,6
12,7,6
12,8,6
12,9,6
12,10,2
12,11,2
12,12,13
12,13,2
12,14,2
12,15,13
12,16,9
12,17,9
12,18,9
12,19,8
12,20,8
12,21,9
12,22,9
12,23,2
12,24,2
12,25,8
12,26,6
12,27,6
12,28,6
12,29,8
12,30,8
12,31,6
12,32,8
12,33,8
12,34,6
12,35,6
12,36,6
12,37,8
12,38,8
12,39,12
12,40,12
12,41,9
12,42,9
12,43,7
12,44,12
