version_group_id,language_id,ability_id,name,description
22,1,1,あくしゅう,くさい　においを　はなつことによって\nこうげきした　ときに　あいてを\nひるませることが　ある。
22,1,2,あめふらし,とうじょう　したときに\nてんきを　あめに　する。
22,1,3,かそく,まいターン　すばやさが　あがる。
22,1,4,カブトアーマー,かたい　こうらに　まもられて\nあいての　こうげきが\nきゅうしょに　あたらない。
22,1,5,がんじょう,あいての　わざを　うけても\nいちげきで　たおされることが　ない。\nいちげきひっさつわざも　きかない。
22,1,6,しめりけ,あたりを　しめらせることに　よって\nじばく　などの　ばくはつする　わざを\nだれも　つかえなくなる。
22,1,7,じゅうなん,じゅうなんな　からだによって\nまひ　じょうたいに　ならない。
22,1,8,すながくれ,すなあらしの　とき\nかいひりつが　あがる。
22,1,9,せいでんき,せいでんきを　からだに　まとい\nさわった　あいてを\nまひさせる　ことがある。
22,1,10,ちくでん,でんきタイプの　わざを　うけると\nダメージを　うけずに　かいふくする。
22,1,11,ちょすい,みずタイプの　わざを　うけると\nダメージを　うけずに　かいふくする。
22,1,12,どんかん,どんかん　なので\nメロメロや　ちょうはつ　じょうたいに\nならない。
22,1,13,ノーてんき,あらゆる　てんきの　えいきょうが\nなくなって　しまう。
22,1,14,ふくがん,ふくがんを　もっているため\nわざの　めいちゅうりつが　あがる。
22,1,15,ふみん,ねむれない　たいしつ　なので\nねむり　じょうたいに　ならない。
22,1,16,へんしょく,あいてから　うけた　わざの　タイプに\nじぶんの　タイプが　へんか　する。
22,1,17,めんえき,たいないに　めんえきを　もっているため\nどく　じょうたいに　ならない。
22,1,18,もらいび,ほのおタイプの　わざを　うけると\nほのおを　もらい　じぶんが　だす\nほのおタイプの　わざが　つよくなる。
22,1,19,りんぷん,りんぷんに　まもられて\nわざの　ついかこうかを　うけなくなる。
22,1,20,マイペース,マイペースなので\nこんらん　じょうたいに　ならない。
22,1,21,きゅうばん,きゅうばんで　じめんに　はりつき\nポケモンを　いれかえさせる\nわざや　どうぐが　きかなくなる。
22,1,22,いかく,とうじょう　したとき　いかくして\nあいてを　いしゅくさせ\nあいての　こうげきを　さげて　しまう。
22,1,23,かげふみ,あいての　かげを　ふみ\nにげたり　こうたい　できなくする。
22,1,24,さめはだ,こうげきを　うけたとき\nじぶんに　ふれた　あいてを\nざらざらの　はだで　キズつける。
22,1,25,ふしぎなまもり,こうかばつぐんの　わざしか\nあたらない　ふしぎな　ちから。
22,1,26,ふゆう,じめんから　うくことによって\nじめんタイプの　わざを　うけない。
22,1,27,ほうし,こうげきで　じぶんに　ふれた　あいてを\nどくや　まひや　ねむり　じょうたいに\nする　ことがある。
22,1,28,シンクロ,じぶんが　なってしまった\nどくや　まひや　やけどを\nあいてに　うつす。
22,1,29,クリアボディ,あいての　わざや　とくせいで\nのうりょくを　さげられない。
22,1,30,しぜんかいふく,てもちに　ひっこむと\nじょうたい　いじょうが　なおる。
22,1,31,ひらいしん,でんきタイプの　わざを　じぶんに\nよせつけ　ダメージを　うけずに\nとくこうが　あがる。
22,1,32,てんのめぐみ,てんのめぐみの　おかげで\nわざの　ついかこうかが　でやすい。
22,1,33,すいすい,てんきが　あめのとき\nすばやさが　あがる。
22,1,34,ようりょくそ,てんきが　はれのとき\nすばやさが　あがる。
22,1,35,はっこう,あたりを　あかるくする　ことで\nやせいの　ポケモンに\nそうぐう　しやすくなる。
22,1,36,トレース,とうじょう　したとき\nあいての　とくせいを　トレースして\nおなじ　とくせいに　なる。
22,1,37,ちからもち,ぶつり　こうげきの\nいりょくが　２ばいに　なる。
22,1,38,どくのトゲ,じぶんに　さわった　あいてを\nどく　じょうたいに　する　ことがある。
22,1,39,せいしんりょく,きたえられた　せいしんに　よって\nあいての　こうげきに　ひるまない。
22,1,40,マグマのよろい,あつい　マグマを　みにまとい\nこおり　じょうたいに　ならない。
22,1,41,みずのベール,みずのベールを　みにまとい\nやけど　じょうたいに　ならない。
22,1,42,じりょく,はがねタイプの　ポケモンを\nじりょくで　ひきつけて\nにげられなくする。
22,1,43,ぼうおん,おとを　しゃだん　することに　よって\nおとの　こうげきを　うけない。
22,1,44,あめうけざら,てんきが　あめのとき\nすこしずつ　ＨＰを　かいふくする。
22,1,45,すなおこし,とうじょう　したとき\nてんきを　すなあらしに　する。
22,1,46,プレッシャー,プレッシャーを　あたえて\nあいての　つかう　わざの　ＰＰを\nおおく　へらす。
22,1,47,あついしぼう,あつい　しぼうで　まもられているので\nほのおタイプと　こおりタイプの\nわざの　ダメージを　はんげんさせる。
22,1,48,はやおき,ねむり　じょうたいに　なっても\n２ばいの　はやさで\nめざめる　ことが　できる。
22,1,49,ほのおのからだ,じぶんに　さわった　あいてを\nやけど　じょうたいに　する　ことがある。
22,1,50,にげあし,やせいの　ポケモンから\nかならず　にげられる。
22,1,51,するどいめ,するどい　めの　おかげで\nめいちゅうりつを　さげられない。
22,1,52,かいりきバサミ,ちからじまんの　ハサミを　もっているので\nあいてに　こうげきを　さげられない。
22,1,53,ものひろい,あいての　つかった　どうぐを\nひろってくることが　ある。\nぼうけんちゅうも　ひろってくる。
22,1,54,なまけ,わざを　だすと\nつぎの　ターンは　やすんでしまう。
22,1,55,はりきり,じぶんの　こうげきが　たかくなるが\nめいちゅうりつが　さがる。
22,1,56,メロメロボディ,じぶんに　さわった　あいてを\nメロメロに　することが　ある。
22,1,57,プラス,プラスか　マイナスの　とくせいを　もつ\nポケモンが　なかまに　いると\nじぶんの　とくこうが　あがる。
22,1,58,マイナス,プラスか　マイナスの　とくせいを　もつ\nポケモンが　なかまに　いると\nじぶんの　とくこうが　あがる。
22,1,59,てんきや,てんきの　えいきょうを　うけて\nみずタイプ　ほのおタイプ　こおりタイプの\nどれかに　へんかする。
22,1,60,ねんちゃく,ねんちゃくしつの　からだに\nどうぐが　くっついているため\nあいてに　どうぐを　うばわれない。
22,1,61,だっぴ,からだの　かわを　ぬぎすてることで\nじょうたい　いじょうを\nなおすことが　ある。
22,1,62,こんじょう,じょうたい　いじょうに　なると\nこんじょうを　だして\nこうげきが　あがる。
22,1,63,ふしぎなうろこ,じょうたい　いじょうに　なると\nふしぎなうろこが　はんのうして\nぼうぎょが　あがる。
22,1,64,ヘドロえき,ヘドロえきを　すいとった　あいては\nきょうれつな　あくしゅうで\nダメージを　うけて　ＨＰを　へらす。
22,1,65,しんりょく,ＨＰが　へったとき\nくさタイプの　わざの\nいりょくが　あがる。
22,1,66,もうか,ＨＰが　へったとき\nほのおタイプの　わざの\nいりょくが　あがる。
22,1,67,げきりゅう,ＨＰが　へったとき\nみずタイプの　わざの\nいりょくが　あがる。
22,1,68,むしのしらせ,ＨＰが　へったとき\nむしタイプの　わざの\nいりょくが　あがる。
22,1,69,いしあたま,はんどうを　うける　わざを　だしても\nＨＰが　へらない。
