version_group_id,move_id,can_use_move,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,min_turns,max_turns,crit_stage,flinch_percent,effect,effect_percent,recoil_percent,heal_percent,target_id,affinity_id,z_move_id,z_base_power,z_power_effect,max_move_id,max_power
13,1,1,0,0,1,40,100,35,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,2,1,1,0,1,50,100,25,0,0,0,\N,0,0,0,1,0,43,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,3,1,0,0,1,15,85,10,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,4,1,0,0,1,18,85,15,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,5,1,0,0,1,80,85,20,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,6,1,0,0,1,40,100,20,0,0,0,\N,0,0,0,0,0,34,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,7,1,9,4,1,75,100,15,0,0,0,4,10,0,0,0,0,4,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,8,1,14,4,1,75,100,15,0,0,0,3,10,0,0,0,0,5,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,9,1,12,4,1,75,100,15,0,0,0,1,10,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,10,1,0,0,1,40,100,35,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,11,1,0,0,1,55,100,30,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,12,1,0,9,1,1,30,5,0,0,0,\N,0,0,0,0,0,38,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,13,1,0,0,2,80,100,10,0,0,0,\N,0,0,0,1,0,39,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,14,1,0,2,3,0,101,30,0,0,0,\N,0,0,0,0,0,50,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,15,1,0,0,1,50,95,30,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,16,1,2,0,2,40,100,35,0,0,0,\N,0,0,0,0,0,149,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,17,1,2,0,1,60,100,35,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,18,1,0,12,3,0,100,20,-6,0,0,\N,0,0,0,0,0,28,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,19,1,2,0,1,90,95,15,0,0,0,\N,0,0,0,0,0,155,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,20,1,0,4,1,15,85,20,0,0,0,8,100,5,6,0,0,42,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,21,1,0,0,1,80,75,20,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,22,1,11,0,1,35,100,15,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,23,1,0,0,1,65,100,20,0,0,0,\N,0,0,0,0,30,150,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,24,1,1,0,1,30,100,30,0,2,2,\N,0,0,0,0,0,44,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,25,1,0,0,1,120,75,5,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,26,1,1,0,1,100,95,10,0,0,0,\N,0,0,0,0,0,45,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,27,1,1,0,1,60,85,15,0,0,0,\N,0,0,0,0,30,31,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,28,1,4,2,3,0,100,15,0,0,0,\N,0,0,0,0,0,23,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,29,1,0,0,1,70,100,15,0,0,0,\N,0,0,0,0,30,31,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,30,1,0,0,1,65,100,25,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,31,1,0,0,1,15,85,20,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,32,1,0,9,1,1,30,5,0,0,0,\N,0,0,0,0,0,38,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,33,1,0,0,1,50,100,35,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,34,1,0,4,1,85,100,15,0,0,0,1,30,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,35,1,0,4,1,15,90,20,0,0,0,8,100,5,6,0,0,42,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,36,1,0,0,1,90,85,20,0,0,0,\N,0,0,0,0,0,48,\N,-25,0,1,\N,\N,\N,\N,\N,\N
13,37,1,0,0,1,120,100,10,0,0,0,\N,0,0,0,0,0,27,\N,0,0,10,\N,\N,\N,\N,\N,\N
13,38,1,0,0,1,120,100,15,0,0,0,\N,0,0,0,0,0,198,\N,-33,0,1,\N,\N,\N,\N,\N,\N
13,39,1,0,2,3,0,100,30,0,0,0,\N,0,0,0,0,0,19,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,40,1,3,4,1,15,100,35,0,0,0,5,30,0,0,0,0,2,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,41,1,6,4,1,25,100,20,0,2,2,5,20,0,0,0,0,77,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,42,1,6,0,1,14,85,20,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,43,1,0,2,3,0,100,30,0,0,0,\N,0,0,0,0,0,19,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,44,1,16,0,1,60,100,25,0,0,0,\N,0,0,0,0,30,31,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,45,1,0,2,3,0,100,40,0,0,0,\N,0,0,0,0,0,18,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,46,1,0,12,3,0,100,20,-6,0,0,\N,0,0,0,0,0,28,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,47,1,0,1,3,0,55,15,0,0,0,2,0,2,4,0,0,1,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,48,1,0,1,3,0,55,20,0,0,0,6,0,2,5,0,0,49,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,49,1,0,0,2,1,90,20,0,0,0,\N,0,0,0,0,0,130,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,50,1,0,13,3,0,100,20,0,0,0,13,0,4,4,0,0,86,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,51,1,3,6,2,40,100,30,0,0,0,\N,0,0,0,0,0,72,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,52,1,9,4,2,40,100,25,0,0,0,4,10,0,0,0,0,4,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,53,1,9,4,2,95,100,15,0,0,0,4,10,0,0,0,0,4,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,54,1,14,11,3,0,101,30,0,0,0,\N,0,0,0,0,0,46,\N,0,0,13,\N,\N,\N,\N,\N,\N
13,55,1,10,0,2,40,100,25,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,56,1,10,0,2,120,80,5,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,57,1,10,0,2,95,100,15,0,0,0,\N,0,0,0,0,0,257,\N,0,0,5,\N,\N,\N,\N,\N,\N
13,58,1,14,4,2,95,100,10,0,0,0,3,10,0,0,0,0,5,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,59,1,14,4,2,120,70,5,0,0,0,3,10,0,0,0,0,260,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,60,1,13,4,2,65,100,20,0,0,0,6,10,2,5,0,0,76,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,61,1,10,6,2,65,100,20,0,0,0,\N,0,0,0,0,0,70,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,62,1,14,6,2,65,100,20,0,0,0,\N,0,0,0,0,0,68,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,63,1,0,0,2,150,90,5,0,0,0,\N,0,0,0,0,0,80,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,64,1,2,0,1,35,100,35,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,65,1,2,0,1,80,100,20,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,66,1,1,0,1,80,80,25,0,0,0,\N,0,0,0,0,0,48,\N,-25,0,1,\N,\N,\N,\N,\N,\N
13,67,1,1,0,1,1,100,20,0,0,0,\N,0,0,0,0,0,196,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,68,1,1,0,1,1,100,20,-5,0,0,\N,0,0,0,0,0,89,\N,0,0,14,\N,\N,\N,\N,\N,\N
13,69,1,1,0,1,1,100,20,0,0,0,\N,0,0,0,0,0,87,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,70,1,0,0,1,80,100,15,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,71,1,11,8,2,20,100,25,0,0,0,\N,0,0,0,0,0,3,\N,50,0,1,\N,\N,\N,\N,\N,\N
13,72,1,11,8,2,40,100,15,0,0,0,\N,0,0,0,0,0,3,\N,50,0,1,\N,\N,\N,\N,\N,\N
13,73,1,11,1,3,0,90,10,0,0,0,18,0,0,0,0,0,84,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,74,1,0,2,3,0,101,40,0,0,0,\N,0,0,0,0,0,316,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,75,1,11,0,1,55,95,25,0,0,0,\N,0,0,0,1,0,43,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,76,1,11,0,2,120,100,10,0,0,0,\N,0,0,0,0,0,151,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,77,1,3,1,3,0,75,35,0,0,0,5,0,0,0,0,0,66,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,78,1,11,1,3,0,75,30,0,0,0,1,0,0,0,0,0,67,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,79,1,11,1,3,0,75,15,0,0,0,2,0,2,4,0,0,1,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,80,1,11,0,2,120,100,10,0,0,0,\N,0,0,0,0,0,27,\N,0,0,10,\N,\N,\N,\N,\N,\N
13,81,1,6,2,3,0,95,40,0,0,0,\N,0,0,0,0,0,20,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,82,1,15,0,2,1,100,10,0,0,0,\N,0,0,0,0,0,41,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,83,1,9,4,2,35,85,15,0,0,0,8,100,5,6,0,0,42,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,84,1,12,4,2,40,100,30,0,0,0,1,10,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,85,1,12,4,2,95,100,15,0,0,0,1,10,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,86,1,12,1,3,0,100,20,0,0,0,1,0,0,0,0,0,67,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,87,1,12,4,2,120,70,10,0,0,0,1,30,0,0,0,0,152,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,88,1,5,0,1,50,90,15,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,89,1,4,0,1,100,100,10,0,0,0,\N,0,0,0,0,0,147,\N,0,0,5,\N,\N,\N,\N,\N,\N
13,90,1,4,9,1,1,30,5,0,0,0,\N,0,0,0,0,0,38,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,91,1,4,0,1,80,100,10,0,0,0,\N,0,0,0,0,0,256,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,92,1,3,1,3,0,90,10,0,0,0,5,0,15,15,0,0,33,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,93,1,13,4,2,50,100,25,0,0,0,6,10,2,5,0,0,76,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,94,1,13,6,2,90,100,10,0,0,0,\N,0,0,0,0,0,72,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,95,1,13,1,3,0,60,20,0,0,0,2,0,2,4,0,0,1,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,96,1,13,2,3,0,101,40,0,0,0,\N,0,0,0,0,0,10,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,97,1,13,2,3,0,101,30,0,0,0,\N,0,0,0,0,0,52,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,98,1,0,0,1,40,100,30,1,0,0,\N,0,0,0,0,0,103,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,99,1,0,0,1,20,100,20,0,0,0,\N,0,0,0,0,0,81,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,100,1,13,13,3,0,101,20,0,0,0,\N,0,0,0,0,0,153,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,101,1,7,0,2,1,100,15,0,0,0,\N,0,0,0,0,0,87,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,102,1,0,13,3,0,101,10,0,0,0,\N,0,0,0,0,0,82,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,103,1,0,2,3,0,85,40,0,0,0,\N,0,0,0,0,0,59,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,104,1,0,2,3,0,101,15,0,0,0,\N,0,0,0,0,0,16,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,105,1,0,3,3,0,101,10,0,0,0,\N,0,0,0,0,0,32,\N,0,50,8,\N,\N,\N,\N,\N,\N
13,106,1,0,2,3,0,101,30,0,0,0,\N,0,0,0,0,0,11,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,107,1,0,2,3,0,101,20,0,0,0,\N,0,0,0,0,0,108,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,108,1,0,2,3,0,100,20,0,0,0,\N,0,0,0,0,0,23,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,109,1,7,1,3,0,100,10,0,0,0,6,0,2,5,0,0,49,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,110,1,10,2,3,0,101,40,0,0,0,\N,0,0,0,0,0,11,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,111,1,0,2,3,0,101,40,0,0,0,\N,0,0,0,0,0,156,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,112,1,13,2,3,0,101,30,0,0,0,\N,0,0,0,0,0,51,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,113,1,13,11,3,0,101,30,0,0,0,\N,0,0,0,0,0,35,\N,0,0,13,\N,\N,\N,\N,\N,\N
13,114,1,14,10,3,0,101,30,0,0,0,\N,0,0,0,0,0,25,\N,0,0,11,\N,\N,\N,\N,\N,\N
13,115,1,13,11,3,0,101,20,0,0,0,\N,0,0,0,0,0,65,\N,0,0,13,\N,\N,\N,\N,\N,\N
13,116,1,0,13,3,0,101,30,0,0,0,\N,0,0,0,0,0,47,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,117,1,0,0,1,1,101,10,1,0,0,\N,0,0,0,0,0,26,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,118,1,0,13,3,0,101,10,0,0,0,\N,0,0,0,0,0,83,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,119,1,2,13,3,0,101,20,0,0,0,\N,0,0,0,0,0,9,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,120,1,0,0,1,200,100,5,0,0,0,\N,0,0,0,0,0,7,\N,0,0,5,\N,\N,\N,\N,\N,\N
13,121,1,0,0,1,100,75,10,0,0,0,\N,0,0,0,0,0,0,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,122,1,7,4,1,20,100,30,0,0,0,1,30,0,0,0,0,6,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,123,1,3,4,2,20,70,20,0,0,0,5,40,0,0,0,0,2,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,124,1,3,4,2,65,100,20,0,0,0,5,30,0,0,0,0,2,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,125,1,4,0,1,65,85,20,0,0,0,\N,0,0,0,0,10,31,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,126,1,9,4,2,120,85,5,0,0,0,4,10,0,0,0,0,4,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,127,1,10,0,1,80,100,15,0,0,0,\N,0,0,0,0,20,31,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,128,1,10,4,1,35,85,15,0,0,0,8,100,5,6,0,0,42,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,129,1,0,0,2,60,101,20,0,0,0,\N,0,0,0,0,0,17,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,130,1,0,0,1,100,100,15,0,0,0,\N,100,0,0,0,0,145,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,131,1,0,0,1,20,100,15,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,132,1,0,6,1,10,100,35,0,0,0,\N,0,0,0,0,0,70,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,133,1,13,2,3,0,101,20,0,0,0,\N,0,0,0,0,0,54,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,134,1,13,2,3,0,80,15,0,0,0,\N,0,0,0,0,0,23,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,135,1,0,3,3,0,101,10,0,0,0,\N,0,0,0,0,0,32,\N,0,50,8,\N,\N,\N,\N,\N,\N
13,136,1,1,0,1,130,90,10,0,0,0,\N,0,0,0,0,0,45,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,137,1,0,1,3,0,90,30,0,0,0,1,0,0,0,0,0,67,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,138,1,13,8,2,100,100,15,0,0,0,\N,0,0,0,0,0,8,\N,50,0,1,\N,\N,\N,\N,\N,\N
13,139,1,3,1,3,0,80,40,0,0,0,5,0,0,0,0,0,66,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,140,1,0,0,1,15,85,20,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,141,1,6,8,1,20,100,15,0,0,0,\N,0,0,0,0,0,3,\N,50,0,1,\N,\N,\N,\N,\N,\N
13,142,1,0,1,3,0,75,10,0,0,0,2,0,2,4,0,0,1,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,143,1,2,0,1,140,90,5,0,0,0,\N,0,0,0,1,30,75,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,144,1,0,13,3,0,101,10,0,0,0,\N,0,0,0,0,0,57,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,145,1,10,6,2,20,100,30,0,0,0,\N,0,0,0,0,0,70,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,146,1,0,4,1,70,100,10,0,0,0,6,20,2,5,0,0,76,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,147,1,11,1,3,0,100,15,0,0,0,2,0,2,4,0,0,1,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,148,1,0,2,3,0,100,20,0,0,0,\N,0,0,0,0,0,23,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,149,1,13,0,2,1,80,15,0,0,0,\N,0,0,0,0,0,88,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,150,1,0,13,3,0,101,40,0,0,0,\N,0,0,0,0,0,85,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,151,1,3,2,3,0,101,40,0,0,0,\N,0,0,0,0,0,51,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,152,1,10,0,1,90,90,10,0,0,0,\N,0,0,0,1,0,43,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,153,1,0,0,1,250,100,5,0,0,0,\N,0,0,0,0,0,7,\N,0,0,5,\N,\N,\N,\N,\N,\N
13,154,1,0,0,1,18,80,15,0,2,5,\N,0,0,0,0,0,29,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,155,1,4,0,1,50,90,10,0,2,2,\N,0,0,0,0,0,44,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,156,1,13,13,3,0,101,10,0,0,0,\N,0,0,0,0,0,37,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,157,1,5,0,1,75,90,10,0,0,0,\N,0,0,0,0,30,31,\N,0,0,6,\N,\N,\N,\N,\N,\N
13,158,1,0,0,1,80,90,15,0,0,0,\N,0,0,0,0,10,31,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,159,1,0,2,3,0,101,30,0,0,0,\N,0,0,0,0,0,10,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,160,1,0,13,3,0,101,30,0,0,0,\N,0,0,0,0,0,30,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,161,1,0,4,2,80,100,10,0,0,0,101,20,0,0,0,0,36,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,162,1,0,0,1,1,90,10,0,0,0,\N,0,0,0,0,0,40,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,163,1,0,0,1,70,100,20,0,0,0,\N,0,0,0,1,0,43,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,164,1,0,13,3,0,101,10,0,0,0,\N,0,0,0,0,0,79,\N,0,0,8,\N,\N,\N,\N,\N,\N
13,165,1,0,0,1,50,101,1,0,0,0,\N,0,0,0,0,0,254,\N,0,-25,1,\N,\N,\N,\N,\N,\N
13,166,1,0,13,3,0,101,1,0,0,0,\N,0,0,0,0,0,95,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,167,1,1,0,1,10,90,10,0,3,3,\N,0,0,0,0,0,104,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,168,1,16,0,1,40,100,10,0,0,0,\N,0,0,0,0,0,105,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,169,1,6,13,3,0,101,10,0,0,0,\N,0,0,0,0,0,106,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,170,1,0,13,3,0,101,5,0,0,0,\N,0,0,0,0,0,94,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,171,1,7,1,3,0,100,15,0,0,0,9,0,0,0,0,0,107,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,172,1,9,4,1,60,100,25,0,0,0,4,10,0,0,0,0,125,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,173,1,0,0,2,40,100,15,0,0,0,\N,0,0,0,0,30,92,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,174,1,7,13,3,0,101,10,0,0,0,\N,0,0,0,0,0,109,\N,0,0,14,\N,\N,\N,\N,\N,\N
13,175,1,0,0,1,1,100,15,0,0,0,\N,0,0,0,0,0,99,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,176,1,0,13,3,0,101,30,0,0,0,\N,0,0,0,0,0,93,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,177,1,2,0,2,100,95,5,0,0,0,\N,0,0,0,1,0,43,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,178,1,11,2,3,0,100,40,0,0,0,\N,0,0,0,0,0,60,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,179,1,1,0,1,1,100,15,0,0,0,\N,0,0,0,0,0,99,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,180,1,7,13,3,0,100,10,0,0,0,\N,0,0,0,0,0,100,\N,0,0,1,\N,\N,\N,\N,\N,\N
13,181,1,14,4,2,40,100,25,0,0,0,3,10,0,0,0,0,5,\N,0,0,6,\N,\N,\N,\N,\N,\N
