language_id,form_id,version_id,is_female,entry
1,1,34,0,うまれたときから　せなかに\nしょくぶつの　タネが　あって\nすこしずつ　おおきく　そだつ。
1,1,35,0,うまれて　しばらくの　あいだ\nせなかの　タネに　つまった\nえいようを　とって　そだつ。
1,2,34,0,せなかの　つぼみが　おおきく\nそだってくると　２ほんあしで\nたつことが　できなくなるらしい。
1,2,35,0,たいようの　ひかりを　あびるほど\nからだに　ちからが　わいて　せなかの\nつぼみが　そだっていく。
1,3,34,0,たいようエネルギーを　えいようにして\nおおきなハナが　ひらく。　ひなたに\nひきよせられるように　いどうする。
1,3,35,0,はなから　うっとりする　かおりが\nただよい　たたかうものの　きもちを\nなだめてしまう。
1,4,34,0,あついものを　このむ　せいかく。\nあめにぬれると　しっぽの　さきから\nけむりが　でるという。
1,4,35,0,うまれたときから　しっぽに　ほのおが\nともっている。　ほのおが　きえたとき\nその　いのちは　おわって　しまう。
1,5,34,0,もえる　しっぽを　ふりまわし\nするどい　ツメで　あいてを\nきりさく　あらあらしい　せいかく。
1,5,35,0,たたかいで　きもちが　たかぶると\nしゃくねつの　ほのおを　ふきながら\nあたりを　もやしてまわる。
1,6,34,0,がんせきも　やけるような\nしゃくねつの　ほのおを　はいて\nやまかじを　おこすことが　ある。
1,6,35,0,ちじょう　１４００メートル　まで\nハネを　つかって　とぶことができる。\nこうねつの　ほのおを　はく。
1,7,34,0,ながい　くびを　こうらのなかに\nひっこめるとき　いきおいよく\nみずでっぽうを　はっしゃする。
1,7,35,0,あぶなくなると　こうらに　てあしを\nひっこめて　みを　まもりながら\nくちから　みずを　ふきだしてくる。
1,8,34,0,ながいきの　シンボルと　されている。\nこうらに　コケが　ついているのは\nとくに　ながいきの　カメールだ。
1,8,35,0,ふさふさの　みみと　しっぽを\nたくみに　あやつって　すいちゅうでの\nバランスを　たもつ。
1,9,34,0,からだが　おもたく　のしかかって\nあいてを　きぜつさせる。\nピンチの　ときは　カラに　かくれる。
1,9,35,0,こうらの　ロケットほう　から\nふきだした　ジェットすいりゅうは\nぶあつい　てっぱんも　つらぬく。
1,10,34,0,あたまの　しょっかくから\nきょうれつな　においを　だして\nてきを　おいはらい　みをまもる。
1,10,35,0,あしは　みじかいが　きゅうばんに\nなっているので　さかでも　かべでも\nくたびれることなく　すすんでいく。
1,11,34,0,しんかを　まっている　じょうたい。\nかたくなる　ことしか　できないので\nおそわれないよう　じっとしている。
1,11,35,0,かたい　カラに　つつまれているが\nなかみは　やわらかいので\nつよい　こうげきには　たえられない。
1,12,34,0,こまかく　はやく　はばたいたら\nもうどくの　りんぷんが\nかぜに　のって　とんでくるぞ。
1,12,35,0,まいにち　ミツを　あつめまわる。\nあしの　うぶげに　ミツを　ぬりこんで\nすに　もちかえる　しゅうせいをもつ。
1,25,34,0,つくる　でんきが　きょうりょくな\nピカチュウほど　ほっぺの　ふくろは\nやわらかく　よく　のびるぞ。
1,25,35,0,おたがいの　しっぽを　くっつけて\nでんきを　ながしあうのが\nピカチュウ　どうしの　あいさつだ。
1,26,34,0,ながい　しっぽが　アースになって\nみを　まもるため　じぶんじしんは\nこうでんあつにも　しびれないのだ。
1,26,35,0,でんきぶくろが　からっぽに　なると\nしっぽを　まっすぐ　たてて\nくうきちゅうの　でんきを　あつめる。
1,27,34,0,かんそうした　すなちで　すなあびを\nするのが　すき。　からだに　ついた\nよごれと　みずけを　おとすのだ。
1,27,35,0,じめんを　ほって　すあなを　つくる。\nちちゅうの　かたい　いわも　するどい\nツメで　くだいて　ほりすすむぞ。
1,28,34,0,しつどが　ひくい　とちで　くらす\nサンドパンほど　せなかの　トゲの\nてざわりは　かたく　なめらかになる。
1,28,35,0,するどい　ツメを　ひっかけて　きを\nのぼる。　したで　まつ　サンドたちに\nきのみを　おとし　わけあたえるのだ。
1,29,34,0,オスよりも　においに　びんかん。\nヒゲで　かざむきを　かくにんしながら\nかざしもで　エサを　さがすのだ。
1,29,35,0,かたい　まえばで　きのみを　くだいて\nたべる。　ツノの　さきは　オスより\nすこし　まるみを　おびている。
1,30,34,0,ひたいの　ツノは　こどもに　エサを\nあたえるときに　ささらないよう\nたいかしたと　かんがえられている。
1,30,35,0,むれに　キケンが　せまると　なかまで\nけっそくして　ちょうおんぱの\nだいがっしょうを　おみまいするぞ。
1,31,34,0,せめるよりも　まもるほうが　とくい。\nよろいのような　ウロコで　いかなる\nこうげきからも　こどもを　まもる。
1,31,35,0,せなかの　トゲの　すきまに　こどもを\nのせて　あやす。　そのときに　どくが\nでることは　けっして　ないのだ。
1,32,34,0,ひたいの　ツノには　もうどくがある。\nけいかいしんが　つよく　おおきな\nみみを　つねに　そばだてている。
1,32,35,0,こがらだが　いさましい　せいしつ。\nなかよしの　メスを　まもるため\nみを　ていして　かかんに　たたかう。
1,33,34,0,ダイヤモンドより　かたい　ツノで\nがんせきを　くだいて　まわる。\nつきのいしを　さがして　いるのだ。
1,33,35,0,しんけいしつで　けんかっぱやい。\nたいないの　アドレナリンが　ふえると\nどくその　のうども　たかまるぞ。
1,34,34,0,あばれると　てが　つけられなくなるが\nながねん　つれそった　ニドクインの\nまえでは　おだやかな　かおに　なる。
1,34,35,0,ちからじまんの　ポケモン。　ふとい\nしっぽと　ダイヤをも　くだく　ツノを\nくしして　ごうかいに　たたかう。
1,35,34,0,まんげつのよる　ピッピが　あつまって\nダンスを　おどるようすを　みると\nしあわせに　なれると　いわれている。
1,35,35,0,あいくるしい　しぐさと　なきごえで\nかわいいと　だいにんきの　ポケモン。\nだが　めったに　みつからない。
1,36,34,0,ようせいの　なかまで　めったに\nひとまえに　でてこない。　けはいを\nかんじて　すぐ　にげてしまうようだ。
1,36,35,0,１キロさきに　おちた　はりの　おとも\nきこえるほど　みみが　いいので\nふだんは　しずかな　ところに　いる。
1,37,34,0,こどもだが　６ぽんの　しっぽが\nうつくしい。　せいちょうすると\nさらに　しっぽが　ふえる。
1,37,35,0,６ぽんの　しっぽは　そだつごとに\nけなみが　よくなり　うつくしくなる。\nだきしめると　ほんのり　あたたかい。
1,38,34,0,しっぽの　いっぽん　いっぽんに\nじんつうりきが　こめられている。\n１０００ねん　いきると　いわれる。
1,38,35,0,あたまがよくて　しゅうねんぶかい。\nふざけて　しっぽを　つかむと\n１０００ねん　たたられるという。
1,39,34,0,はいかつりょうは　ポケモンかいでも\nトップクラス。　あいてが　ねむるまで\nこもりうたを　うたいつづけるぞ。
1,39,35,0,こえの　はちょうを　じざいに　かえて\nきくと　ぜったいに　ねむくなる\nふしぎな　メロディーを　うたう。
1,40,34,0,いきを　すえば　すうほど　ふくらむ。\nふきげんになると　からだを　おおきく\nふくらませて　あいてを　いあつする。
1,40,35,0,キメこまやかな　たいもうが　じまん。\nとくに　ひたいの　まきげは　てんにも\nのぼる　ごくじょうの　てざわり。
1,41,34,0,くちから　だす　ちょうおんぱで\nまわりの　ようすを　さぐる。　せまい\nどうくつも　きように　とびまわる。
1,41,35,0,ひの　あたらない　どうくつに　すむ。\nあさになると　なかまで　あつまり\nからだを　あたためあいながら　ねる。
1,42,34,0,いきものの　けつえきが　こうぶつ。\nはらぺこの　なかまに　すった　ちを\nわけあたえることも　あるという。
1,42,35,0,ちいさな　あしで　きように　あるく。\nねている　エモノに　しのびより\nキバを　つきたて　ちを　すするのだ。
1,43,34,0,つきのひかりを　あびて　うごきだす。\nよるのあいだに　タネを　あちこちに\nばらまくため　あるきまわる。
1,43,35,0,ひるまは　たいようを　さけるため\nつめたい　じめんに　もぐっている。\nつきのひかりを　あびて　そだつ。
1,44,34,0,めしべが　はなつ　とてつもなく\nくさい　においは　２キロさきまで\nとどき　きを　うしなわせる。
1,44,35,0,よだれのように　みえる　あまいミツ。\nとても　ねばねば　しており　ふれると\nいつまでも　まとわりつく。
1,45,34,0,せかいいち　おおきな　はなびらは\nあるくたびに　ゆれて　たいりょうの\nどくかふんを　ばらまいてしまう。
1,45,35,0,はなびらが　おおきいほど　たくさん\nかふんを　だすが　あたまが\nおもたくて　つかれてしまうという。
1,50,34,0,ディグダが　とおったあとの　だいちは\nほどよく　たがやされて\nさいこうの　はたけに　なる。
1,50,35,0,ちちゅうの　あさいところを　いどう。\nほりすすんだあとは　じめんが\nもりあがっているので　すぐわかる。
1,51,34,0,チームワークに　すぐれた　みつごの\nディグダ。　ちか　１００キロまで\nほって　じしんを　おこすこともある。
1,51,35,0,ちか１００キロまで　ほりすすむ\nパワーをひめた　みつごの　ディグダ。\nじめんのしたは　だれも　しらない。
