version_group_id,move_id,flag_id
10,1,1
10,1,3
10,1,4
10,1,7
10,2,1
10,2,3
10,2,4
10,2,7
10,3,1
10,3,3
10,3,4
10,3,7
10,4,1
10,4,3
10,4,4
10,4,7
10,5,1
10,5,3
10,5,4
10,5,7
10,6,1
10,6,4
10,6,7
10,7,3
10,7,4
10,7,7
10,8,3
10,8,4
10,8,7
10,9,3
10,9,4
10,9,7
10,10,1
10,10,3
10,10,4
10,10,7
10,11,1
10,11,3
10,11,4
10,11,7
10,12,3
10,12,4
10,12,7
10,13,1
10,13,4
10,13,7
10,14,6
10,15,1
10,15,3
10,15,4
10,15,7
10,16,1
10,16,4
10,16,7
10,17,1
10,17,3
10,17,4
10,17,7
10,18,4
10,18,7
10,19,1
10,19,3
10,19,4
10,19,7
10,20,1
10,20,3
10,20,4
10,20,7
10,21,1
10,21,3
10,21,4
10,21,7
10,22,1
10,22,3
10,22,4
10,22,7
10,23,3
10,23,4
10,23,7
10,24,1
10,24,3
10,24,4
10,24,7
10,25,1
10,25,3
10,25,4
10,25,7
10,26,1
10,26,3
10,26,4
10,26,7
10,27,1
10,27,3
10,27,4
10,27,7
10,28,4
10,28,5
10,28,7
10,29,3
10,29,4
10,29,7
10,30,1
10,30,3
10,30,4
10,30,7
10,31,1
10,31,3
10,31,4
10,31,7
10,32,3
10,32,4
10,32,7
10,33,1
10,33,3
10,33,4
10,33,7
10,34,3
10,34,4
10,34,7
10,35,1
10,35,3
10,35,4
10,35,7
10,36,1
10,36,3
10,36,4
10,36,7
10,37,1
10,37,3
10,37,4
10,37,7
10,38,1
10,38,3
10,38,4
10,38,7
10,39,4
10,39,5
10,39,7
10,40,4
10,40,7
10,41,4
10,41,7
10,42,1
10,42,4
10,42,7
10,43,4
10,43,5
10,43,7
10,44,3
10,44,4
10,44,7
10,45,4
10,45,5
10,45,7
10,46,4
10,46,7
10,47,4
10,47,5
10,47,7
10,48,4
10,48,5
10,48,7
10,49,1
10,49,4
10,49,7
10,50,4
10,50,7
10,51,4
10,51,7
10,52,4
10,52,7
10,53,4
10,53,7
10,54,6
10,55,1
10,55,4
10,55,7
10,56,1
10,56,4
10,56,7
10,57,1
10,57,4
10,57,7
10,58,4
10,58,7
10,59,4
10,59,7
10,60,4
10,60,7
10,61,4
10,61,7
10,62,4
10,62,7
10,63,1
10,63,4
10,63,7
10,64,1
10,64,3
