version_group_id,language_id,move_id,name,description
7,1,1,はたく,てや しっぽなどを つかい\nてきを はたいて こうげき
7,1,2,からてチョップ,チョップで てきを こうげき\nきゅうしょに あたりやすい
7,1,3,おうふくビンタ,てきを おうふくビンタで\n2ー5かい れんぞくで こうげき
7,1,4,れんぞくパンチ,てきを れんぞくで なぐりつけ\n2ー5かい れんぞくで こうげき
7,1,5,メガトンパンチ,ものすごい ちからをこめた パンチで\nてきを なぐって こうげき
7,1,6,ネコにこばん,こばんをなげて てきを こうげき\nせんとうごに おかねが てにはいる
7,1,7,ほのおのパンチ,ほのおをこめた パンチで こうげき\nてきを やけどさせることがある
7,1,8,れいとうパンチ,れいきをこめた パンチで こうげき\nてきを こおらせることがある
7,1,9,かみなりパンチ,でんげきをこめた パンチで こうげき\nてきを まひさせることがある
7,1,10,ひっかく,するどいツメを つかい\nてきを ひっかいて こうげき
7,1,11,はさむ,おおきなハサミを つかい\nてきを はさんで こうげき
7,1,12,ハサミギロチン,おおきなハサミを つかって\nてきを はさみ せんとうふのうにする
7,1,13,かまいたち,1ターンめで かぜのやいばを つくり\nつぎのターンで てきを こうげき
7,1,14,つるぎのまい,たたかいの おどりを おどって\nこうげきを グーンとあげる
7,1,15,いあいぎり,するどいカマや ツメなどを つかって\nてきを きりつけて こうげき
7,1,16,かぜおこし,つばさで つよいかぜを おこし\nそれを てきにぶつけて こうげき
7,1,17,つばさでうつ,つばさを おおきく ひろげて\nそのまま てきに たいあたりする
7,1,18,ふきとばし,つよいかぜで てきを ふきとばす\nふきとばすと せんとうは おわる
7,1,19,そらをとぶ,1ターンめで そらに とびたって\nつぎのターンで てきを こうげき
7,1,20,しめつける,2ー5ターンのあいだ ながいからだや\nつるを つかって てきを しめつける
7,1,21,たたきつける,ながいシッポや ツルなどを\nてきに たたきつけて こうげき
7,1,22,つるのムチ,ムチのように ほそながい つるを\nてきに たたきつけて こうげき
7,1,23,ふみつけ,おおきなあしで ふみつけて こうげき\nてきを ひるませることがある
7,1,24,にどげり,2ほんの あしをつかって てきを\n2かい れんぞくで こうげき
7,1,25,メガトンキック,ものすごい ちからをこめた キックで\nてきを けっとばして こうげき
7,1,26,とびげり,ジャンプした いきおいで キックを\nくりだす はずすと ダメージをうける
7,1,27,まわしげり,からだを すばやく 1かいてんさせ\nそのいきおいで キックを くりだす
7,1,28,すなかけ,てきの かおなどに すなをかけて\nめいちゅうりつを さげさせる
7,1,29,ずつき,あたまから つっこんで こうげき\nてきを ひるませることがある
7,1,30,つのでつく,とがった つのを つかい\nてきを つついて こうげき
7,1,31,みだれづき,とがった つのなどを つかい\n2ー5かい れんぞくで こうげき
7,1,32,つのドリル,つのを ドリルのように かいてんさせ\nてきを つつき せんとうふのうにする
7,1,33,たいあたり,からだぜんたいを つかって\nてきに たいあたりして こうげき
7,1,34,のしかかり,からだごと たおれこんで こうげき\nてきを まひさせることがある
7,1,35,まきつく,2ー5ターンのあいだ ながいからだや\nツルをつかって てきを しめつける
7,1,36,とっしん,いきおいをつけて てきに たいあたり\nじぶんもすこし ダメージをうける
7,1,37,あばれる,2ー3ターンのあいだ あばれつづける\nあばれたあとは こんらんしてしまう
7,1,38,すてみタックル,いのちをかけて てきに たいあたり\nじぶんもすこし ダメージをうける
7,1,39,しっぽをふる,てきに しっぽをふって ゆだんさせて\nぼうぎょを さげさせる
7,1,40,どくばり,どくのある ハリや つので こうげき\nてきに どくをあたえることがある
7,1,41,ダブルニードル,りょうての ハリを つかって\nてきを 2かい れんぞくで こうげき
7,1,42,ミサイルばり,するどいハリを てきに はっしゃして\n2ー5かい れんぞくで こうげき
7,1,43,にらみつける,てきを にらんで おびえさせて\nぼうぎょを さげさせる
7,1,44,かみつく,するどい はで かみついて こうげき\nてきを ひるませることがある
7,1,45,なきごえ,かわいくないて てきを ゆだんさせて\nこうげきを さげさせる
7,1,46,ほえる,ほえて てきを にげださせる\nてきが にげると せんとうは おわる
7,1,47,うたう,ここちよい うたごえで\nてきを ふかいねむりへと さそう
7,1,48,ちょうおんぱ,からだから かいおんぱを はっして\nてきを こんらんさせることがある
7,1,49,ソニックブーム,しょうげきはで てきを こうげき\n20の きまったダメージを あたえる
7,1,50,かなしばり,ちょうのうりょくで てきの うごきを\nとめて わざを 1つ つかえなくする
7,1,51,ようかいえき,つよいさんで てきの ひふを とかす\nぼうぎょを さげることがある
