version_group_id,pokemon_id,move_id,move_method_id,level,mastery_level,sort
22,1000,14,2,0,0,0
22,1000,22,1,3,0,0
22,1000,33,1,1,0,1
22,1000,34,2,0,0,0
22,1000,36,1,21,0,0
22,1000,38,1,33,0,0
22,1000,45,1,1,0,2
22,1000,73,1,9,0,0
22,1000,74,1,6,0,0
22,1000,75,1,12,0,0
22,1000,76,1,36,0,0
22,1000,76,2,0,0,0
22,1000,77,1,15,0,1
22,1000,79,1,15,0,2
22,1000,80,3,0,0,0
22,1000,92,3,0,0,0
22,1000,113,2,0,0,0
22,1000,130,3,0,0,0
22,1000,133,2,0,0,0
22,1000,156,2,0,0,0
22,1000,164,2,0,0,0
22,1000,173,2,0,0,0
22,1000,174,3,0,0,0
22,1000,182,2,0,0,0
22,1000,188,2,0,0,0
22,1000,202,2,0,0,0
22,1000,203,2,0,0,0
22,1000,204,2,0,0,0
22,1000,206,2,0,0,0
22,1000,213,2,0,0,0
22,1000,214,2,0,0,0
22,1000,219,2,0,0,0
22,1000,230,1,24,0,0
22,1000,235,1,27,0,0
22,1000,241,2,0,0,0
22,1000,263,2,0,0,0
22,1000,267,3,0,0,0
22,1000,270,2,0,0,0
22,1000,275,3,0,0,0
22,1000,311,2,0,0,0
22,1000,331,2,0,0,0
22,1000,345,2,0,0,0
22,1000,388,1,30,0,0
22,1000,402,1,18,0,0
22,1000,402,2,0,0,0
22,1000,412,2,0,0,0
22,1000,437,2,0,0,0
22,1000,438,2,0,0,0
22,1000,447,2,0,0,0
22,1000,474,2,0,0,0
22,1000,496,2,0,0,0
22,1000,520,5,0,0,0
22,1000,526,2,0,0,0
22,1000,580,2,0,0,0
22,1000,803,5,0,0,0
22,2000,14,2,0,0,0
22,2000,22,1,1,0,3
22,2000,33,1,1,0,1
22,2000,34,2,0,0,0
22,2000,36,1,25,0,0
22,2000,38,1,45,0,0
22,2000,45,1,1,0,2
22,2000,73,1,9,0,0
22,2000,74,1,1,0,4
22,2000,75,1,12,0,0
22,2000,76,1,50,0,0
22,2000,76,2,0,0,0
22,2000,77,1,15,0,1
22,2000,79,1,15,0,2
22,2000,113,2,0,0,0
22,2000,133,2,0,0,0
22,2000,156,2,0,0,0
22,2000,164,2,0,0,0
22,2000,173,2,0,0,0
22,2000,182,2,0,0,0
22,2000,188,2,0,0,0
22,2000,202,2,0,0,0
22,2000,203,2,0,0,0
22,2000,204,2,0,0,0
22,2000,206,2,0,0,0
22,2000,213,2,0,0,0
22,2000,214,2,0,0,0
22,2000,219,2,0,0,0
22,2000,230,1,30,0,0
22,2000,235,1,35,0,0
22,2000,241,2,0,0,0
22,2000,263,2,0,0,0
22,2000,270,2,0,0,0
22,2000,311,2,0,0,0
22,2000,331,2,0,0,0
22,2000,345,2,0,0,0
22,2000,388,1,40,0,0
22,2000,402,1,20,0,0
22,2000,402,2,0,0,0
22,2000,412,2,0,0,0
22,2000,437,2,0,0,0
22,2000,438,2,0,0,0
22,2000,447,2,0,0,0
22,2000,474,2,0,0,0
22,2000,496,2,0,0,0
22,2000,520,5,0,0,0
22,2000,526,2,0,0,0
22,2000,580,2,0,0,0
22,2000,803,5,0,0,0
22,3000,14,2,0,0,0
22,3000,22,1,1,0,5
22,3000,33,1,1,0,3
22,3000,34,2,0,0,0
22,3000,36,1,25,0,0
22,3000,38,1,51,0,0
22,3000,45,1,1,0,4
22,3000,63,2,0,0,0
22,3000,73,1,9,0,0
22,3000,74,1,1,0,6
22,3000,75,1,12,0,0
22,3000,76,1,58,0,0
22,3000,76,2,0,0,0
22,3000,77,1,15,0,1
22,3000,79,1,15,0,2
22,3000,80,1,1,0,2
22,3000,89,2,0,0,0
22,3000,113,2,0,0,0
22,3000,133,2,0,0,0
22,3000,156,2,0,0,0
22,3000,164,2,0,0,0
22,3000,173,2,0,0,0
22,3000,182,2,0,0,0
22,3000,188,2,0,0,0
22,3000,200,2,0,0,0
22,3000,202,2,0,0,0
22,3000,203,2,0,0,0
22,3000,204,2,0,0,0
22,3000,206,2,0,0,0
22,3000,213,2,0,0,0
22,3000,214,2,0,0,0
22,3000,219,2,0,0,0
22,3000,230,1,30,0,0
22,3000,235,1,37,0,0
22,3000,241,2,0,0,0
22,3000,263,2,0,0,0
22,3000,270,2,0,0,0
22,3000,311,2,0,0,0
22,3000,331,2,0,0,0
22,3000,338,5,0,0,0
22,3000,345,2,0,0,0
22,3000,388,1,44,0,0
22,3000,402,1,20,0,0
22,3000,402,2,0,0,0
22,3000,412,2,0,0,0
22,3000,414,2,0,0,0
22,3000,416,2,0,0,0
22,3000,437,2,0,0,0
22,3000,438,2,0,0,0
22,3000,447,2,0,0,0
22,3000,474,2,0,0,0
22,3000,496,2,0,0,0
22,3000,520,5,0,0,0
22,3000,523,2,0,0,0
22,3000,526,2,0,0,0
22,3000,572,1,0,0,0
22,3000,572,1,1,0,1
22,3000,580,2,0,0,0
22,3000,707,2,0,0,0
22,3000,803,5,0,0,0
22,3000,805,5,0,0,0
22,3002,14,2,0,0,0
22,3002,22,1,1,0,5
22,3002,33,1,1,0,3
22,3002,34,2,0,0,0
22,3002,36,1,25,0,0
22,3002,38,1,51,0,0
22,3002,45,1,1,0,4
22,3002,63,2,0,0,0
22,3002,73,1,9,0,0
22,3002,74,1,1,0,6
22,3002,75,1,12,0,0
22,3002,76,1,58,0,0
22,3002,76,2,0,0,0
22,3002,77,1,15,0,1
22,3002,79,1,15,0,2
22,3002,80,1,1,0,2
22,3002,89,2,0,0,0
22,3002,113,2,0,0,0
22,3002,133,2,0,0,0
22,3002,156,2,0,0,0
22,3002,164,2,0,0,0
22,3002,173,2,0,0,0
22,3002,182,2,0,0,0
22,3002,188,2,0,0,0
22,3002,200,2,0,0,0
22,3002,202,2,0,0,0
22,3002,203,2,0,0,0
22,3002,204,2,0,0,0
22,3002,206,2,0,0,0
22,3002,213,2,0,0,0
22,3002,214,2,0,0,0
22,3002,219,2,0,0,0
22,3002,230,1,30,0,0
22,3002,235,1,37,0,0
22,3002,241,2,0,0,0
22,3002,263,2,0,0,0
22,3002,270,2,0,0,0
22,3002,311,2,0,0,0
22,3002,331,2,0,0,0
22,3002,338,5,0,0,0
22,3002,345,2,0,0,0
22,3002,388,1,44,0,0
22,3002,402,1,20,0,0
22,3002,402,2,0,0,0
22,3002,412,2,0,0,0
22,3002,414,2,0,0,0
22,3002,416,2,0,0,0
22,3002,437,2,0,0,0
22,3002,438,2,0,0,0
22,3002,447,2,0,0,0
22,3002,474,2,0,0,0
22,3002,496,2,0,0,0
22,3002,520,5,0,0,0
22,3002,523,2,0,0,0
22,3002,526,2,0,0,0
22,3002,572,1,0,0,0
22,3002,572,1,1,0,1
22,3002,580,2,0,0,0
22,3002,707,2,0,0,0
22,3002,803,5,0,0,0
22,3002,805,5,0,0,0
22,3002,10061,9,0,0,0
22,4000,5,2,0,0,0
22,4000,7,2,0,0,0
22,4000,9,2,0,0,0
22,4000,10,1,1,0,1
22,4000,14,2,0,0,0
22,4000,17,3,0,0,0
22,4000,25,2,0,0,0
22,4000,34,2,0,0,0
22,4000,44,3,0,0,0
22,4000,45,1,1,0,2
22,4000,52,1,4,0,0
22,4000,53,1,24,0,0
22,4000,53,2,0,0,0
22,4000,68,3,0,0,0
22,4000,83,1,32,0,0
22,4000,83,2,0,0,0
22,4000,91,2,0,0,0
22,4000,108,1,8,0,0
22,4000,126,2,0,0,0
22,4000,129,2,0,0,0
22,4000,156,2,0,0,0
22,4000,157,2,0,0,0
22,4000,163,1,20,0,0
22,4000,164,2,0,0,0
22,4000,173,2,0,0,0
22,4000,182,2,0,0,0
22,4000,184,1,28,0,0
22,4000,184,2,0,0,0
22,4000,187,3,0,0,0
22,4000,200,2,0,0,0
22,4000,203,2,0,0,0
22,4000,206,2,0,0,0
22,4000,213,2,0,0,0
22,4000,214,2,0,0,0
22,4000,225,1,12,0,0
22,4000,231,2,0,0,0
22,4000,232,3,0,0,0
22,4000,241,2,0,0,0
22,4000,242,2,0,0,0
22,4000,246,3,0,0,0
22,4000,251,2,0,0,0
22,4000,257,2,0,0,0
22,4000,261,2,0,0,0
22,4000,263,2,0,0,0
22,4000,270,2,0,0,0
22,4000,280,2,0,0,0
22,4000,311,2,0,0,0
22,4000,315,2,0,0,0
22,4000,317,2,0,0,0
22,4000,337,2,0,0,0
22,4000,349,2,0,0,0
22,4000,374,2,0,0,0
22,4000,394,1,40,0,0
22,4000,394,2,0,0,0
22,4000,406,2,0,0,0
22,4000,407,3,0,0,0
22,4000,421,2,0,0,0
22,4000,424,1,17,0,0
22,4000,424,2,0,0,0
22,4000,496,2,0,0,0
22,4000,512,2,0,0,0
22,4000,517,1,36,0,0
22,4000,519,5,0,0,0
22,4000,525,3,0,0,0
22,4000,526,2,0,0,0
22,5000,5,2,0,0,0
22,5000,7,2,0,0,0
22,5000,9,2,0,0,0
22,5000,10,1,1,0,1
22,5000,14,2,0,0,0
22,5000,25,2,0,0,0
22,5000,34,2,0,0,0
22,5000,45,1,1,0,2
22,5000,52,1,1,0,3
22,5000,53,1,30,0,0
22,5000,53,2,0,0,0
22,5000,83,1,42,0,0
22,5000,83,2,0,0,0
22,5000,91,2,0,0,0
22,5000,108,1,1,0,4
22,5000,126,2,0,0,0
22,5000,129,2,0,0,0
22,5000,156,2,0,0,0
22,5000,157,2,0,0,0
22,5000,163,1,24,0,0
22,5000,164,2,0,0,0
22,5000,173,2,0,0,0
22,5000,182,2,0,0,0
22,5000,184,1,37,0,0
22,5000,184,2,0,0,0
22,5000,200,2,0,0,0
22,5000,203,2,0,0,0
22,5000,206,2,0,0,0
22,5000,213,2,0,0,0
22,5000,214,2,0,0,0
22,5000,225,1,12,0,0
22,5000,231,2,0,0,0
22,5000,241,2,0,0,0
22,5000,242,2,0,0,0
22,5000,251,2,0,0,0
22,5000,257,2,0,0,0
22,5000,261,2,0,0,0
22,5000,263,2,0,0,0
22,5000,270,2,0,0,0
22,5000,280,2,0,0,0
22,5000,311,2,0,0,0
22,5000,315,2,0,0,0
22,5000,317,2,0,0,0
22,5000,337,2,0,0,0
22,5000,349,2,0,0,0
22,5000,374,2,0,0,0
22,5000,394,1,54,0,0
22,5000,394,2,0,0,0
22,5000,406,2,0,0,0
22,5000,421,2,0,0,0
22,5000,424,1,19,0,0
22,5000,424,2,0,0,0
22,5000,496,2,0,0,0
22,5000,512,2,0,0,0
22,5000,517,1,48,0,0
22,5000,519,5,0,0,0
22,5000,526,2,0,0,0
22,6000,5,2,0,0,0
22,6000,7,2,0,0,0
22,6000,9,2,0,0,0
22,6000,10,1,1,0,4
22,6000,14,2,0,0,0
22,6000,19,2,0,0,0
22,6000,25,2,0,0,0
22,6000,34,2,0,0,0
22,6000,45,1,1,0,5
22,6000,52,1,1,0,6
22,6000,53,1,30,0,0
22,6000,53,2,0,0,0
22,6000,63,2,0,0,0
22,6000,76,2,0,0,0
22,6000,83,1,46,0,0
22,6000,83,2,0,0,0
22,6000,89,2,0,0,0
22,6000,91,2,0,0,0
22,6000,108,1,1,0,7
22,6000,126,2,0,0,0
22,6000,129,2,0,0,0
22,6000,156,2,0,0,0
22,6000,157,2,0,0,0
22,6000,163,1,24,0,0
22,6000,164,2,0,0,0
22,6000,173,2,0,0,0
22,6000,182,2,0,0,0
22,6000,184,1,39,0,0
22,6000,184,2,0,0,0
22,6000,200,2,0,0,0
22,6000,203,2,0,0,0
22,6000,206,2,0,0,0
22,6000,211,2,0,0,0
22,6000,213,2,0,0,0
22,6000,214,2,0,0,0
22,6000,225,1,12,0,0
22,6000,231,2,0,0,0
22,6000,241,2,0,0,0
22,6000,242,2,0,0,0
22,6000,251,2,0,0,0
22,6000,257,1,1,0,3
22,6000,257,2,0,0,0
22,6000,261,2,0,0,0
22,6000,263,2,0,0,0
22,6000,270,2,0,0,0
22,6000,280,2,0,0,0
22,6000,299,2,0,0,0
22,6000,307,5,0,0,0
22,6000,311,2,0,0,0
22,6000,315,2,0,0,0
22,6000,317,2,0,0,0
22,6000,337,1,1,0,2
22,6000,337,2,0,0,0
22,6000,349,2,0,0,0
22,6000,374,2,0,0,0
22,6000,394,1,62,0,0
22,6000,394,2,0,0,0
22,6000,403,1,0,0,0
22,6000,403,1,1,0,1
22,6000,403,2,0,0,0
22,6000,406,2,0,0,0
22,6000,411,2,0,0,0
22,6000,416,2,0,0,0
22,6000,421,2,0,0,0
22,6000,424,1,19,0,0
22,6000,424,2,0,0,0
22,6000,496,2,0,0,0
22,6000,512,2,0,0,0
22,6000,517,1,54,0,0
22,6000,519,5,0,0,0
22,6000,523,2,0,0,0
22,6000,526,2,0,0,0
22,6000,535,2,0,0,0
22,6000,542,2,0,0,0
22,6000,595,2,0,0,0
22,6000,693,2,0,0,0
22,6000,784,2,0,0,0
22,6000,799,5,0,0,0
22,6000,814,5,0,0,0
22,6000,815,5,0,0,0
22,6003,5,2,0,0,0
22,6003,7,2,0,0,0
22,6003,9,2,0,0,0
22,6003,10,1,1,0,4
22,6003,14,2,0,0,0
22,6003,19,2,0,0,0
22,6003,25,2,0,0,0
22,6003,34,2,0,0,0
22,6003,45,1,1,0,5
22,6003,52,1,1,0,6
22,6003,53,1,30,0,0
22,6003,53,2,0,0,0
22,6003,63,2,0,0,0
22,6003,76,2,0,0,0
22,6003,83,1,46,0,0
22,6003,83,2,0,0,0
22,6003,89,2,0,0,0
22,6003,91,2,0,0,0
22,6003,108,1,1,0,7
22,6003,126,2,0,0,0
22,6003,129,2,0,0,0
22,6003,156,2,0,0,0
22,6003,157,2,0,0,0
22,6003,163,1,24,0,0
22,6003,164,2,0,0,0
22,6003,173,2,0,0,0
22,6003,182,2,0,0,0
22,6003,184,1,39,0,0
22,6003,184,2,0,0,0
22,6003,200,2,0,0,0
22,6003,203,2,0,0,0
22,6003,206,2,0,0,0
22,6003,211,2,0,0,0
22,6003,213,2,0,0,0
22,6003,214,2,0,0,0
22,6003,225,1,12,0,0
22,6003,231,2,0,0,0
22,6003,241,2,0,0,0
22,6003,242,2,0,0,0
22,6003,251,2,0,0,0
22,6003,257,1,1,0,3
22,6003,257,2,0,0,0
22,6003,261,2,0,0,0
22,6003,263,2,0,0,0
22,6003,270,2,0,0,0
22,6003,280,2,0,0,0
22,6003,299,2,0,0,0
22,6003,307,5,0,0,0
22,6003,311,2,0,0,0
22,6003,315,2,0,0,0
22,6003,317,2,0,0,0
22,6003,337,1,1,0,2
22,6003,337,2,0,0,0
22,6003,349,2,0,0,0
22,6003,374,2,0,0,0
22,6003,394,1,62,0,0
22,6003,394,2,0,0,0
22,6003,403,1,0,0,0
22,6003,403,1,1,0,1
22,6003,403,2,0,0,0
22,6003,406,2,0,0,0
22,6003,411,2,0,0,0
22,6003,416,2,0,0,0
22,6003,421,2,0,0,0
22,6003,424,1,19,0,0
22,6003,424,2,0,0,0
22,6003,496,2,0,0,0
22,6003,512,2,0,0,0
22,6003,517,1,54,0,0
22,6003,519,5,0,0,0
22,6003,523,2,0,0,0
22,6003,526,2,0,0,0
22,6003,535,2,0,0,0
22,6003,542,2,0,0,0
22,6003,595,2,0,0,0
22,6003,693,2,0,0,0
22,6003,784,2,0,0,0
22,6003,799,5,0,0,0
22,6003,814,5,0,0,0
22,6003,815,5,0,0,0
22,6003,10035,9,0,0,0
22,7000,5,2,0,0,0
22,7000,8,2,0,0,0
22,7000,25,2,0,0,0
22,7000,33,1,1,0,1
22,7000,34,2,0,0,0
22,7000,39,1,1,0,2
22,7000,44,1,12,0,0
22,7000,54,3,0,0,0
22,7000,55,1,3,0,0
22,7000,56,1,33,0,0
22,7000,56,2,0,0,0
22,7000,57,2,0,0,0
22,7000,58,2,0,0,0
22,7000,59,2,0,0,0
22,7000,91,2,0,0,0
22,7000,110,1,6,0,0
22,7000,114,3,0,0,0
22,7000,127,2,0,0,0
22,7000,130,1,36,0,0
22,7000,156,2,0,0,0
22,7000,164,2,0,0,0
22,7000,173,2,0,0,0
22,7000,175,3,0,0,0
22,7000,182,1,18,0,0
22,7000,182,2,0,0,0
22,7000,196,2,0,0,0
22,7000,203,2,0,0,0
22,7000,206,2,0,0,0
22,7000,213,2,0,0,0
22,7000,214,2,0,0,0
22,7000,229,1,9,0,0
22,7000,231,2,0,0,0
22,7000,240,1,21,0,0
22,7000,240,2,0,0,0
22,7000,243,3,0,0,0
22,7000,250,2,0,0,0
22,7000,252,3,0,0,0
22,7000,258,2,0,0,0
22,7000,263,2,0,0,0
22,7000,270,2,0,0,0
22,7000,280,2,0,0,0
22,7000,281,3,0,0,0
22,7000,291,2,0,0,0
22,7000,311,2,0,0,0
22,7000,317,2,0,0,0
22,7000,323,3,0,0,0
22,7000,330,2,0,0,0
22,7000,334,1,30,0,0
22,7000,334,2,0,0,0
22,7000,352,1,15,0,0
22,7000,360,2,0,0,0
22,7000,362,2,0,0,0
22,7000,374,2,0,0,0
22,7000,392,3,0,0,0
22,7000,396,2,0,0,0
22,7000,401,1,24,0,0
22,7000,406,2,0,0,0
22,7000,428,2,0,0,0
22,7000,453,3,0,0,0
22,7000,496,2,0,0,0
22,7000,503,2,0,0,0
22,7000,504,1,27,0,0
22,7000,518,5,0,0,0
22,7000,526,2,0,0,0
22,7000,791,3,0,0,0
22,7000,812,5,0,0,0
22,8000,5,2,0,0,0
22,8000,8,2,0,0,0
22,8000,25,2,0,0,0
22,8000,33,1,1,0,1
22,8000,34,2,0,0,0
22,8000,39,1,1,0,2
22,8000,44,1,12,0,0
22,8000,55,1,1,0,3
22,8000,56,1,45,0,0
22,8000,56,2,0,0,0
22,8000,57,2,0,0,0
22,8000,58,2,0,0,0
22,8000,59,2,0,0,0
22,8000,91,2,0,0,0
22,8000,110,1,1,0,4
22,8000,127,2,0,0,0
22,8000,130,1,50,0,0
22,8000,156,2,0,0,0
22,8000,164,2,0,0,0
22,8000,173,2,0,0,0
22,8000,182,1,20,0,0
22,8000,182,2,0,0,0
22,8000,196,2,0,0,0
22,8000,203,2,0,0,0
22,8000,206,2,0,0,0
22,8000,213,2,0,0,0
22,8000,214,2,0,0,0
22,8000,229,1,9,0,0
22,8000,231,2,0,0,0
22,8000,240,1,25,0,0
22,8000,240,2,0,0,0
22,8000,250,2,0,0,0
22,8000,258,2,0,0,0
22,8000,263,2,0,0,0
22,8000,270,2,0,0,0
22,8000,280,2,0,0,0
22,8000,291,2,0,0,0
22,8000,311,2,0,0,0
22,8000,317,2,0,0,0
22,8000,330,2,0,0,0
22,8000,334,1,40,0,0
22,8000,334,2,0,0,0
22,8000,352,1,15,0,0
22,8000,360,2,0,0,0
22,8000,362,2,0,0,0
22,8000,374,2,0,0,0
22,8000,396,2,0,0,0
22,8000,401,1,30,0,0
22,8000,406,2,0,0,0
22,8000,428,2,0,0,0
22,8000,496,2,0,0,0
22,8000,503,2,0,0,0
22,8000,504,1,35,0,0
22,8000,518,5,0,0,0
22,8000,526,2,0,0,0
22,8000,812,5,0,0,0
22,9000,5,2,0,0,0
22,9000,8,2,0,0,0
22,9000,25,2,0,0,0
22,9000,33,1,1,0,2
22,9000,34,2,0,0,0
22,9000,39,1,1,0,3
22,9000,44,1,12,0,0
22,9000,55,1,1,0,4
22,9000,56,1,49,0,0
22,9000,56,2,0,0,0
22,9000,57,2,0,0,0
22,9000,58,2,0,0,0
22,9000,59,2,0,0,0
22,9000,63,2,0,0,0
22,9000,89,2,0,0,0
22,9000,91,2,0,0,0
22,9000,110,1,1,0,5
22,9000,127,2,0,0,0
22,9000,130,1,56,0,0
22,9000,156,2,0,0,0
22,9000,157,2,0,0,0
22,9000,164,2,0,0,0
22,9000,173,2,0,0,0
22,9000,182,1,20,0,0
22,9000,182,2,0,0,0
22,9000,196,2,0,0,0
22,9000,200,2,0,0,0
22,9000,203,2,0,0,0
22,9000,206,2,0,0,0
22,9000,213,2,0,0,0
22,9000,214,2,0,0,0
22,9000,229,1,9,0,0
22,9000,231,2,0,0,0
22,9000,240,1,25,0,0
22,9000,240,2,0,0,0
22,9000,242,2,0,0,0
22,9000,250,2,0,0,0
22,9000,258,2,0,0,0
22,9000,263,2,0,0,0
22,9000,270,2,0,0,0
22,9000,280,2,0,0,0
22,9000,291,2,0,0,0
22,9000,308,5,0,0,0
22,9000,311,2,0,0,0
22,9000,317,2,0,0,0
22,9000,330,2,0,0,0
22,9000,334,1,42,0,0
22,9000,334,2,0,0,0
22,9000,352,1,15,0,0
22,9000,360,2,0,0,0
22,9000,362,2,0,0,0
22,9000,374,2,0,0,0
22,9000,396,2,0,0,0
22,9000,399,2,0,0,0
22,9000,401,1,30,0,0
22,9000,406,2,0,0,0
22,9000,411,2,0,0,0
22,9000,416,2,0,0,0
22,9000,419,2,0,0,0
22,9000,428,2,0,0,0
22,9000,430,1,0,0,0
22,9000,430,1,1,0,1
22,9000,430,2,0,0,0
22,9000,496,2,0,0,0
22,9000,503,2,0,0,0
22,9000,504,1,35,0,0
22,9000,518,5,0,0,0
22,9000,523,2,0,0,0
22,9000,526,2,0,0,0
22,9000,710,2,0,0,0
22,9000,776,2,0,0,0
22,9000,805,5,0,0,0
22,9000,812,5,0,0,0
22,9002,5,2,0,0,0
22,9002,8,2,0,0,0
22,9002,25,2,0,0,0
22,9002,33,1,1,0,2
22,9002,34,2,0,0,0
22,9002,39,1,1,0,3
22,9002,44,1,12,0,0
22,9002,55,1,1,0,4
22,9002,56,1,49,0,0
22,9002,56,2,0,0,0
22,9002,57,2,0,0,0
22,9002,58,2,0,0,0
22,9002,59,2,0,0,0
22,9002,63,2,0,0,0
22,9002,89,2,0,0,0
22,9002,91,2,0,0,0
22,9002,110,1,1,0,5
22,9002,127,2,0,0,0
22,9002,130,1,56,0,0
22,9002,156,2,0,0,0
22,9002,157,2,0,0,0
22,9002,164,2,0,0,0
22,9002,173,2,0,0,0
22,9002,182,1,20,0,0
22,9002,182,2,0,0,0
22,9002,196,2,0,0,0
22,9002,200,2,0,0,0
22,9002,203,2,0,0,0
22,9002,206,2,0,0,0
22,9002,213,2,0,0,0
22,9002,214,2,0,0,0
22,9002,229,1,9,0,0
22,9002,231,2,0,0,0
22,9002,240,1,25,0,0
22,9002,240,2,0,0,0
22,9002,242,2,0,0,0
22,9002,250,2,0,0,0
22,9002,258,2,0,0,0
22,9002,263,2,0,0,0
22,9002,270,2,0,0,0
22,9002,280,2,0,0,0
22,9002,291,2,0,0,0
22,9002,308,5,0,0,0
22,9002,311,2,0,0,0
22,9002,317,2,0,0,0
22,9002,330,2,0,0,0
22,9002,334,1,42,0,0
22,9002,334,2,0,0,0
22,9002,352,1,15,0,0
22,9002,360,2,0,0,0
22,9002,362,2,0,0,0
22,9002,374,2,0,0,0
22,9002,396,2,0,0,0
22,9002,399,2,0,0,0
22,9002,401,1,30,0,0
22,9002,406,2,0,0,0
22,9002,411,2,0,0,0
22,9002,416,2,0,0,0
22,9002,419,2,0,0,0
22,9002,428,2,0,0,0
22,9002,430,1,0,0,0
22,9002,430,1,1,0,1
22,9002,430,2,0,0,0
