version_group_id,move_id,can_use_move,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,duration_id,min_turns,max_turns,crit_stage,flinch_percent,effect,recoil_percent,heal_percent,target_id,affinity_id,max_move_id,max_power,z_move_id,z_base_power,z_power_effect,effect_percent
21,1,1,0,0,1,40,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,2,0,1,0,1,50,100,25,0,0,0,0,0,0,0,0,1,0,43,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,3,0,0,0,1,15,85,10,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,4,0,0,0,1,18,85,15,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,5,1,0,0,1,80,85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,6,1,0,0,1,40,100,20,0,0,0,0,0,0,0,0,0,0,34,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,7,1,9,4,1,75,100,15,0,0,0,4,10,1,0,0,0,0,4,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,8,1,14,4,1,75,100,15,0,0,0,3,10,1,0,0,0,0,5,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,9,1,12,4,1,75,100,15,0,0,0,1,10,1,0,0,0,0,6,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,10,1,0,0,1,40,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,11,1,0,0,1,55,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,12,1,0,9,1,1,30,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,13,0,0,0,2,80,100,10,0,0,0,0,0,0,0,0,1,0,39,0,0,5,\N,\N,\N,\N,\N,\N,\N
21,14,1,0,2,0,0,101,20,0,0,0,0,0,0,0,0,0,0,50,0,0,7,\N,\N,\N,\N,\N,\N,\N
21,15,1,0,0,1,50,95,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,16,1,2,0,2,40,100,35,0,0,0,0,0,0,0,0,0,0,149,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,17,1,2,0,1,60,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,18,1,0,12,0,0,101,20,-6,0,0,0,0,0,0,0,0,0,28,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,19,1,2,0,1,90,95,15,0,0,0,0,0,0,0,0,0,0,155,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,20,1,0,4,1,15,85,20,0,0,0,8,100,4,5,6,0,0,42,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,21,1,0,0,1,80,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,22,1,11,0,1,45,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,23,1,0,0,1,65,100,20,0,0,0,0,0,0,0,0,0,30,150,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,24,1,1,0,1,30,100,30,0,2,2,0,0,0,0,0,0,0,44,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,25,1,0,0,1,120,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,26,0,1,0,1,100,95,10,0,0,0,0,0,0,0,0,0,0,45,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,27,0,1,0,1,60,85,15,0,0,0,0,0,0,0,0,0,30,31,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,28,1,4,2,0,0,100,15,0,0,0,0,0,0,0,0,0,0,23,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,29,1,0,0,1,70,100,15,0,0,0,0,0,0,0,0,0,30,31,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,30,1,0,0,1,65,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,31,1,0,0,1,15,85,20,0,2,5,0,0,0,0,0,0,0,29,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,32,1,0,9,1,1,30,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,33,1,0,0,1,40,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,34,1,0,4,1,85,100,15,0,0,0,1,30,1,0,0,0,0,6,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,35,1,0,4,1,15,90,20,0,0,0,8,100,4,5,6,0,0,42,0,0,0,\N,\N,\N,\N,\N,\N,\N
21,36,1,0,0,1,90,85,20,0,0,0,0,0,0,0,0,0,0,48,-25,0,0,\N,\N,\N,\N,\N,\N,\N
21,37,1,0,0,1,120,100,10,0,0,0,0,0,0,0,0,0,0,27,0,0,9,\N,\N,\N,\N,\N,\N,\N
21,38,1,0,0,1,120,100,15,0,0,0,0,0,0,0,0,0,0,198,-33,0,0,\N,\N,\N,\N,\N,\N,\N
21,39,1,0,2,0,0,100,30,0,0,0,0,0,0,0,0,0,0,19,0,0,5,\N,\N,\N,\N,\N,\N,\N
