version_group_id,language_id,ability_id,name,description
17,1,1,あくしゅう,くさくて　あいてが\nひるむ　ことがある。
17,1,2,あめふらし,せんとうに　でると\nあめを　ふらす。
17,1,3,かそく,ちょっとずつ\nすばやく　なっていく。
17,1,4,カブトアーマー,あいての　こうげきが\nきゅうしょに　あたらない。
17,1,5,がんじょう,いちげきで\nたおされない。
17,1,6,しめりけ,だれも　ばくはつが\nできなくなる。
17,1,7,じゅうなん,まひ　じょうたいに\nならない。
17,1,8,すながくれ,すなあらしで\nかいひりつが　あがる。
17,1,9,せいでんき,さわった　あいてを\nまひさせる　ことがある。
17,1,10,ちくでん,でんきを　うけると\nかいふくする。
17,1,11,ちょすい,みずを　うけると\nかいふくする。
17,1,12,どんかん,メロメロや　ちょうはつ\nじょうたいに　ならない。
17,1,13,ノーてんき,てんきの　えいきょうが\nなくなる。
17,1,14,ふくがん,わざの　めいちゅうりつが\nあがる。
17,1,15,ふみん,ねむり　じょうたいに\nならない。
17,1,16,へんしょく,うけた　わざの　タイプに\nへんかする。
17,1,17,めんえき,どく　じょうたいに\nならない。
17,1,18,もらいび,ほのおを　うけると\nほのおわざが　つよくなる。
17,1,19,りんぷん,わざの　ついかこうかを\nうけない。
17,1,20,マイペース,こんらん　じょうたいに\nならない。
17,1,21,きゅうばん,いれかえさせる　わざや\nどうぐが　きかない。
17,1,22,いかく,あいての　こうげきを\nさげる。
17,1,23,かげふみ,あいての　かげをふみ\nにげられなくする。
17,1,24,さめはだ,ふれた　あいてを\nキズつける。
17,1,25,ふしぎなまもり,こうかばつぐん　しか\nあたらない。
17,1,26,ふゆう,じめんタイプの　わざを\nうけない。
17,1,27,ほうし,ふれると　どく　まひ\nねむりに　することがある。
17,1,28,シンクロ,どく　まひ　やけどを\nあいてに　うつす。
17,1,29,クリアボディ,あいてに　のうりょくを\nさげられない。
17,1,30,しぜんかいふく,じょうたい　いじょうが\nひっこむと　なおる。
17,1,31,ひらいしん,でんきを　よびこんで\nとくこうを　あげる。
17,1,32,てんのめぐみ,わざの　ついかこうかが\nでやすい。
17,1,33,すいすい,あめのとき　すばやさが\nあがる。
17,1,34,ようりょくそ,はれのとき　すばやさが\nあがる。
17,1,35,はっこう,やせいの　ポケモンに\nそうぐう　しやすくなる。
17,1,36,トレース,あいてと　おなじ\nとくせいに　なる。
17,1,37,ちからもち,ぶつり　こうげきの\nいりょくが　あがる。
17,1,38,どくのトゲ,ふれた　あいてに　どくを\nおわせる　ことがある。
17,1,39,せいしんりょく,ひるまない。\n
17,1,40,マグマのよろい,こおり　じょうたいに\nならない。
17,1,41,みずのベール,やけど　じょうたいに\nならない。
17,1,42,じりょく,はがねの　ポケモンを\nにげられなくする。
17,1,43,ぼうおん,おとの　わざを\nうけない。
17,1,44,あめうけざら,あめのとき　すこしずつ\nＨＰを　かいふくする。
17,1,45,すなおこし,せんとうで　すなあらしを\nおこす。
17,1,46,プレッシャー,あいての　つかう　わざの\nＰＰを　おおく　へらす。
17,1,47,あついしぼう,ほのおと　こおりタイプの\nわざに　つよい。
17,1,48,はやおき,おきるのが　はやくなる。\n
17,1,49,ほのおのからだ,ふれた　あいてを　やけど\nさせることがある。
17,1,50,にげあし,やせいの　ポケモンから\nかならず　にげられる。
17,1,51,するどいめ,めいちゅうりつを\nさげられない。
17,1,52,かいりきバサミ,あいてに　こうげきを\nさげられない。
17,1,53,ものひろい,どうぐを　ひろってくる\nことが　ある。
17,1,54,なまけ,こうげきが　れんぞくで\nだせない。
17,1,55,はりきり,こうげきは　たかいが\nはずれやすい。
17,1,56,メロメロボディ,ふれると　メロメロに\nすることがある。
17,1,57,プラス,プラスかマイナスがいると\nとくこうが　あがる。
17,1,58,マイナス,プラスかマイナスがいると\nとくこうが　あがる。
17,1,59,てんきや,てんきで　ポワルンが\nへんかする。
17,1,60,ねんちゃく,ねんちゃくして\nどうぐを　まもる。
17,1,61,だっぴ,じょうたい　いじょうを\nなおす　ことがある。
17,1,62,こんじょう,じょうたい　いじょうで\nこうげきが　あがる。
17,1,63,ふしぎなうろこ,じょうたい　いじょうで\nぼうぎょが　あがる。
17,1,64,ヘドロえき,すいとった　あいての\nＨＰを　へらす。
17,1,65,しんりょく,ピンチのとき　くさの\nいりょくが　あがる。
17,1,66,もうか,ピンチのとき　ほのおの\nいりょくが　あがる。
17,1,67,げきりゅう,ピンチのとき　みずの\nいりょくが　あがる。
17,1,68,むしのしらせ,ピンチのとき　むしの\nいりょくが　あがる。
17,1,69,いしあたま,ぶつかっても\nはんどうを　うけない。
17,1,70,ひでり,せんとうに　でると\nひざしが　つよくなる。
17,1,71,ありじごく,せんとうで　あいてを\nにげられなくする。
17,1,72,やるき,ねむり　じょうたいに\nならない。
17,1,73,しろいけむり,あいてに　のうりょくを\nさげられない。
17,1,74,ヨガパワー,ぶつり　こうげきの\nいりょくが　あがる。
17,1,75,シェルアーマー,あいての　こうげきが\nきゅうしょに　あたらない。
17,1,76,エアロック,てんきの　えいきょうが\nなくなる。
17,1,77,ちどりあし,こんらん　していると\nかいひ　しやすくなる。
17,1,78,でんきエンジン,でんきを　うけると\nすばやさが　あがる。
17,1,79,とうそうしん,あいてと　せいべつが\nおなじだと　つよくなる。
17,1,80,ふくつのこころ,ひるむ　たびに\nすばやさが　あがる。
17,1,81,ゆきがくれ,てんきが　あられのとき\nかいひりつが　あがる。
17,1,82,くいしんぼう,きのみを　いつもより\nはやく　つかう。
17,1,83,いかりのつぼ,きゅうしょに　うけると\nこうげきが　あがる。
17,1,84,かるわざ,どうぐが　なくなると\nすばやさが　あがる。
17,1,85,たいねつ,ほのお　わざの\nいりょくを　よわめる。
17,1,86,たんじゅん,のうりょく　へんかが\nいつもより　はげしい。
17,1,87,かんそうはだ,あついと　ＨＰが　へる。\nみずで　ＨＰを　かいふく。
17,1,88,ダウンロード,あいての　のうりょくを\nみて　つよさを　かえる。
17,1,89,てつのこぶし,パンチを　つかう　わざの\nいりょくが　あがる。
17,1,90,ポイズンヒール,どくじょうたいに　なると\nＨＰを　かいふくする。
17,1,91,てきおうりょく,タイプが　おなじ　わざの\nいりょくが　あがる。
17,1,92,スキルリンク,れんぞく　わざを\nたくさん　だせる。
17,1,93,うるおいボディ,じょうたい　いじょうが\nあめの　とき　なおる。
17,1,94,サンパワー,はれると　ＨＰが　へるが\nとくこうが　あがる。
17,1,95,はやあし,じょうたい　いじょうで\nすばやさが　あがる。
17,1,96,ノーマルスキン,だしたわざが　すべて\nノーマルタイプに　なる。
17,1,97,スナイパー,きゅうしょに　あてたとき\nいりょくが　あがる。
17,1,98,マジックガード,こうげき　いがいでは\nダメージを　うけない。
17,1,99,ノーガード,おたがいの　わざが\nかならず　あたる。
17,1,100,あとだし,あいてより　すばやくても\nこうどうが　おそくなる。
17,1,101,テクニシャン,よわい　わざの\nいりょくが　あがる。
17,1,102,リーフガード,じょうたい　いじょうに\nはれのとき　ならない。
17,1,103,ぶきよう,もっている　どうぐを\nつかうことが　できない。
17,1,104,かたやぶり,とくせいに　かんけいなく\nあいてに　わざを　だせる。
17,1,105,きょううん,あいての　きゅうしょに\nこうげきが　あたりやすい。
17,1,106,ゆうばく,ひんしの　ときに　ふれた\nあいてに　ダメージ。
17,1,107,きけんよち,あいての　もつ　きけんな\nわざを　さっちする。
17,1,108,よちむ,あいての　もつ　わざを\nよみとることが　できる。
17,1,109,てんねん,あいての　のうりょくの\nへんかを　むしする。
17,1,110,いろめがね,こうかいまひとつ　のとき\nわざを　つよめる。
17,1,111,フィルター,こうかばつぐん　のとき\nいりょくを　よわめる。
17,1,112,スロースタート,こうげきと　すばやさが\nしばらく　はんぶんになる。
17,1,113,きもったま,ゴーストタイプに\nノーマルわざが　あたる。
17,1,114,よびみず,みずを　よびこんで\nとくこうを　あげる。
17,1,115,アイスボディ,あられのとき　HPを\nすこしずつ　かいふく。
17,1,116,ハードロック,こうかばつぐん　のとき\nいりょくを　よわめる。
17,1,117,ゆきふらし,せんとうに　でると\nあられを　ふらす。
17,1,118,みつあつめ,あまいミツを　あつめて\nくることが　ある。
17,1,119,おみとおし,あいての　もちものを\nしることが　できる。
17,1,120,すてみ,はんどうで　ダメージを\nうけるわざが　つよくなる。
17,1,121,マルチタイプ,もっている　プレートで\nタイプが　かわる。
17,1,122,フラワーギフト,はれのとき　じぶんと\nみかたが　つよくなる。
17,1,123,ナイトメア,ねむっている　あいての\nＨＰを　へらす。
17,1,124,わるいてぐせ,さわられた　あいてから\nどうぐを　ぬすむ。
17,1,125,ちからずく,ちからが　つよくなるが\nついかこうかが　なくなる。
17,1,126,あまのじゃく,のうりょくの　へんかが\nぎゃくてんする。
17,1,127,きんちょうかん,あいてを　きんちょうさせ\nきのみを　たべさせない。
17,1,128,まけんき,のうりょくが　さがると\nこうげきが　あがる。
17,1,129,よわき,ＨＰが　はんぶんになると\nのうりょくが　さがる。
17,1,130,のろわれボディ,こうげきされると　たまに\nかなしばりにする。
17,1,131,いやしのこころ,じょうたい　いじょうの\nみかたを　たまに　なおす。
17,1,132,フレンドガード,みかたの　ダメージを\nへらすことができる。
17,1,133,くだけるよろい,ぶつりわざで　ぼうぎょが\nさがり　すばやさがあがる。
17,1,134,ヘヴィメタル,じぶんの　おもさが\n２ばいに　なる。
17,1,135,ライトメタル,じぶんの　おもさが\nはんぶんに　なる。
17,1,136,マルチスケイル,ＨＰが　まんたんのときに\nダメージが　すくなくなる。
17,1,137,どくぼうそう,どくのとき　ぶつりの\nいりょくが　あがる。
17,1,138,ねつぼうそう,やけどのとき　とくしゅの\nいりょくが　あがる。
17,1,139,しゅうかく,つかった　きのみを\nなんかいも　つくりだす。
17,1,140,テレパシー,みかたの　こうげきを\nよみとって　うけない。
17,1,141,ムラっけ,のうりょくが　あがったり\nさがったりする。
17,1,142,ぼうじん,ちりや　こなを\nふせぐ。
17,1,143,どくしゅ,さわるだけで　あいてを\nどくにすることがある。
17,1,144,さいせいりょく,ひっこめると ＨＰが\nすこし　かいふくする。
17,1,145,はとむね,ぼうぎょを　さげる\nこうげきを　うけない。
17,1,146,すなかき,すなあらしで\nすばやさが　あがる。
17,1,147,ミラクルスキン,へんかわざを　うけにくい\nからだに　なっている。
