version_group_id,language_id,move_id,name,description
23,1,1,はたく,長い　しっぽや　手などを　使って\n相手を　はたいて　攻撃する。
23,1,2,からてチョップ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,3,おうふくビンタ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,4,れんぞくパンチ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,5,メガトンパンチ,力を　こめた　パンチで\n相手を　攻撃する。
23,1,6,ネコにこばん,相手の　体に\n小判を　投げつけて　攻撃する。\n戦闘の　あとで　お金が　もらえる。
23,1,7,ほのおのパンチ,炎を　こめた　パンチで\n相手を　攻撃する。\nやけど状態に　することが　ある。
23,1,8,れいとうパンチ,冷気を　こめた　パンチで\n相手を　攻撃する。\nこおり状態に　することが　ある。
23,1,9,かみなりパンチ,電撃を　こめた　パンチで\n相手を　攻撃する。\nまひ状態に　することが　ある。
23,1,10,ひっかく,硬く　とがった　鋭い　ツメで\n相手を　ひっかいて　攻撃する。
23,1,11,はさむ,相手を　両側から　はさんで\nダメージを　あたえる。
23,1,12,ハサミギロチン,大きな　ハサミで\n相手を　切り裂いて　攻撃する。\n当たれば　一撃で　ひんしに　する。
23,1,13,かまいたち,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,14,つるぎのまい,戦いの舞を　激しく　おどって\n気合を　高める。\n自分の　攻撃を　ぐーんと　あげる。
23,1,15,いあいぎり,カマや　ツメなどで\n相手を　切りつけて　攻撃する。
23,1,16,かぜおこし,翼で　おこした　激しい　風を\n相手に　ぶつけて　攻撃する。
23,1,17,つばさでうつ,大きく　ひろげた　りっぱな　翼を\n相手に　ぶつけて　攻撃する。
23,1,18,ふきとばし,相手を　吹きとばして\n控えの　ポケモンを　ひきずりだす。\n野生の　場合は　戦闘が　終わる。
23,1,19,そらをとぶ,１ターン目で　空へ　飛び\n２ターン目に　相手を　攻撃する。
23,1,20,しめつける,長い　体や　つるなどを　使い\n４ー５ターンの　間\n相手を　締めつけて　攻撃する。
23,1,21,たたきつける,長い　しっぽや　つるなどを　使い\n相手を　たたきつけて　攻撃する。
23,1,22,つるのムチ,ムチのように　しなる　細長い　つるで\n相手を　たたきつけて　攻撃する。
23,1,23,ふみつけ,大きな　足で\n相手を　踏みつけて　攻撃する。\n相手を　ひるませることが　ある。
23,1,24,にどげり,２本の　足で　相手を　けとばして\n攻撃する。　２回連続で\nダメージを　与える。
23,1,25,メガトンキック,ものすごい　力を　こめた　キックで\n相手を　けとばして　攻撃する。
23,1,26,とびげり,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,27,まわしげり,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,28,すなかけ,相手の　顔に　砂を　かけて\n命中率を　さげる。
23,1,29,ずつき,頭を　突きだして\nまっすぐ　つっこんで　攻撃する。\n相手を　ひるませることが　ある。
23,1,30,つのでつく,鋭く　とがった　つので\n相手を　攻撃する。
23,1,31,みだれづき,つのや　くちばしで\n相手を　つついて　攻撃する。\n２ー５回の　間　連続で　だす。
23,1,32,つのドリル,回転する　つのを\n相手に　突き刺して　攻撃する。\n当たれば　一撃で　ひんしに　する。
23,1,33,たいあたり,相手に　むかって　全身で\nぶつかっていき　攻撃する。
23,1,34,のしかかり,全身で\n相手に　のしかかり　攻撃する。\nまひ状態に　することが　ある。
23,1,35,まきつく,長い　体や　つるなどを　使って\n４ー５ターンの　間\n相手に　まきついて　攻撃する。
23,1,36,とっしん,すごい　勢いで\n相手に　ぶつかって　攻撃する。\n自分も　少し　ダメージを　受ける。
23,1,37,あばれる,２ー３ターンの　間\n暴れまくって　相手を　攻撃する。\n暴れたあとは　混乱する。
23,1,38,すてみタックル,命を　懸けて\n相手に　突進して　攻撃する。\n自分も　かなり　ダメージを　受ける。
23,1,39,しっぽをふる,しっぽを　左右に　かわいく　ふって\n油断を　誘う。\n相手の　防御を　さげる。
23,1,40,どくばり,毒の　ある　ハリを\n相手に　突き刺して　攻撃する。\n毒状態に　することが　ある。
23,1,41,ダブルニードル,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,42,ミサイルばり,鋭い　ハリを\n相手に　発射して　攻撃する。\n２ー５回の　間　連続で　だす。
23,1,43,にらみつける,鋭い　目つきで　おびえさせて\n相手の　防御を　さげる。
23,1,44,かみつく,鋭く　とがった　歯で\nかみついて　攻撃する。\n相手を　ひるませることが　ある。
23,1,45,なきごえ,かわいい　なきごえを　聞かせて\n気を　ひき　油断を　させて\n相手の　攻撃を　さげる。
23,1,46,ほえる,相手を　逃がして\n控えの　ポケモンを　ひきずりだす。\n野生の　場合は　戦闘が　終わる。
23,1,47,うたう,心地好い　きれいな\n歌声を　聞かせて\n相手を　眠り状態に　する。
23,1,48,ちょうおんぱ,特殊な　音波を\n体から　発して\n相手を　混乱させる。
23,1,49,ソニックブーム,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,50,かなしばり,相手の　動きを　とめて\n直前に　だしていた　技を\n４ターンの　間　使えなくする。
23,1,51,ようかいえき,強い　酸を　相手に　かけて\n攻撃する。　相手の　特防を\nさげることが　ある。
23,1,52,ひのこ,小さな　炎を\n相手に　発射して　攻撃する。\nやけど状態に　することが　ある。
23,1,53,かえんほうしゃ,激しい　炎を\n相手に　発射して　攻撃する。\nやけど状態に　することが　ある。
23,1,54,しろいきり,白い霧で　体を　おおう。\n５ターンの　間　相手に\n能力を　さげられなく　なる。
23,1,55,みずでっぽう,水を　勢いよく\n相手に　発射して　攻撃する。
23,1,56,ハイドロポンプ,大量の　水を\n激しい　勢いで\n相手に　発射して　攻撃する。
23,1,57,なみのり,大きな　波で　自分の\n周りに　いるものを　攻撃する。
23,1,58,れいとうビーム,凍える　ビームを\n相手に　発射して　攻撃する。\nこおり状態に　することが　ある。
23,1,59,ふぶき,激しい　吹雪を\n相手に　吹きつけて　攻撃する。\nこおり状態に　することが　ある。
23,1,60,サイケこうせん,不思議な　光線を\n相手に　発射して　攻撃する。\n混乱させることが　ある。
23,1,61,バブルこうせん,泡を　勢いよく\n相手に　発射して　攻撃する。\n素早さを　さげる　ことが　ある。
23,1,62,オーロラビーム,にじいろの　ビームを\n相手に　発射して　攻撃する。\n攻撃を　さげる　ことが　ある。
23,1,63,はかいこうせん,強い　光線を\n相手に　発射して　攻撃する。\n次の　ターンは　動けなくなる。
23,1,64,つつく,鋭く　とがった　くちばしや　つので\n相手を　突いて　攻撃する。
23,1,65,ドリルくちばし,回転しながら　とがった　くちばしを\n相手に　突き刺して　攻撃する。
23,1,66,じごくぐるま,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,67,けたぐり,足を　強く　けり\n相手を　転ばせて　攻撃する。\n相手が　重いほど　威力が　あがる。
23,1,68,カウンター,相手から　受けた　物理攻撃の\nダメージを　２倍に　して\n同じ　相手に　返す。
23,1,69,ちきゅうなげ,引力を　使い　投げとばす。\n自分の　レベルと　同じ　ダメージを\n相手に　与える。
23,1,70,かいりき,こん身の　力で\n相手を　なぐりつけて　攻撃する。
23,1,71,すいとる,養分を　吸い取り　攻撃する。\n相手に　与えた　ダメージの\n半分の　ＨＰを　回復できる。
23,1,72,メガドレイン,養分を　吸い取り　攻撃する。\n相手に　与えた　ダメージの\n半分の　ＨＰを　回復できる。
23,1,73,やどりぎのタネ,植えつけた　相手の　ＨＰを\n毎ターン　少しだけ　吸い取り\n自分の　ＨＰを　回復する。
23,1,74,せいちょう,体を　一気に\n大きく　生長させて\n攻撃と　特攻を　あげる。
23,1,75,はっぱカッター,はっぱを　とばして\n相手を　切りつけて　攻撃する。\n急所に　当たりやすい。
23,1,76,ソーラービーム,１ターン目に　光を　いっぱいに　集め\n２ターン目に　光の　束を\n発射して　攻撃する。
23,1,77,どくのこな,毒の　ある　粉を\nたくさん　ふりまいて\n相手を　毒状態に　する。
23,1,78,しびれごな,しびれる　粉を\nたくさん　ふりまいて\n相手を　まひ状態に　する。
23,1,79,ねむりごな,眠くなる　粉を\nたくさん　ふりまいて\n相手を　眠り状態に　する。
23,1,80,はなびらのまい,２ー３ターンの　間　花を\nまきちらして　相手を　攻撃する。\nまきちらした　あとは　混乱する。
23,1,81,いとをはく,口から　吹きだした\n糸を　まきつけて　相手の\n素早さを　がくっと　さげる。
23,1,82,りゅうのいかり,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,83,ほのおのうず,激しく　渦をまく　炎の中に\n４ー５ターンの　間\n相手を　閉じこめて　攻撃する。
23,1,84,でんきショック,電気の　刺激を\n相手に　浴びせて　攻撃する。\nまひ状態に　することが　ある。
23,1,85,１０まんボルト,強い　電撃を\n相手に　浴びせて　攻撃する。\nまひ状態に　することが　ある。
23,1,86,でんじは,弱い　電撃を　浴びせることで\n相手を　まひ状態に　する。
23,1,87,かみなり,激しい　雷を\n相手に　落として　攻撃する。\nまひ状態に　することが　ある。
23,1,88,いわおとし,小さな　岩を　持ちあげて\n相手に　投げつけて　攻撃する。
23,1,89,じしん,地震の　衝撃で　自分の\n周りに　いるものを　攻撃する。
23,1,90,じわれ,地割れの　裂け目に\n相手を　落として　攻撃する。\n当たれば　一撃で　ひんしに　する。
23,1,91,あなをほる,１ターン目に　潜り　２ターン目で\n相手を　攻撃する。
23,1,92,どくどく,相手を　猛毒の　状態に　する。\nターンが　すすむほど\n毒の　ダメージが　増えていく。
23,1,93,ねんりき,弱い　念力を\n相手に　送って　攻撃する。\n相手を　混乱させることが　ある。
23,1,94,サイコキネシス,強い　念力を　相手に　送って\n攻撃する。　相手の　特防を\nさげることが　ある。
23,1,95,さいみんじゅつ,眠気を　誘う　暗示を　かけて\n相手を　眠り状態に　する。
23,1,96,ヨガのポーズ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,97,こうそくいどう,力を　ぬいて　体を　軽くして\n高速で　動く。\n自分の　素早さを　ぐーんと　あげる。
23,1,98,でんこうせっか,目にも　留まらぬ　ものすごい　速さで\n相手に　つっこむ。\n必ず　先制攻撃　できる。
23,1,99,いかり,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,100,テレポート,ひかえの　ポケモンが　いるときに\n使うと　入れ替わる。\n野生の　ポケモンは　逃げてしまう。
23,1,101,ナイトヘッド,恐ろしい　幻を　みせて\n自分の　レベルと　同じだけの\nダメージを　相手に　与える。
23,1,102,ものまね,相手が　最後に　使った　技を\n戦闘の　あいだ\n自分の　技に　することが　できる。
23,1,103,いやなおと,おもわず　耳を　ふさぎたくなる\nいやなおとを　だして\n相手の　防御を　がくっと　さげる。
23,1,104,かげぶんしん,素早い　動きで　分身を　つくり\n相手を　まどわせて\n回避率を　あげる。
23,1,105,じこさいせい,細胞を　再生させて\n自分の　最大ＨＰの\n半分の　ＨＰを　回復する。
23,1,106,かたくなる,全身に　力を　こめて\n体を　硬くして\n自分の　防御を　あげる。
23,1,107,ちいさくなる,体を　ちぢめて　小さく　みせて\n自分の　回避率を\nぐーんと　あげる。
23,1,108,えんまく,煙や　墨などを　吹きかけて\n相手の　命中率を　さげる。
23,1,109,あやしいひかり,怪しい　光を\n相手に　みせて　まどわせる。\n相手を　混乱させる。
23,1,110,からにこもる,殻に　潜りこんで　身を守り\n自分の　防御を　あげる。
23,1,111,まるくなる,体を　まるめて　ちぢこまり\n自分の　防御を　あげる。
23,1,112,バリアー,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,113,ひかりのかべ,５ターンの　間　不思議な　かべで\n相手から　受ける　特殊攻撃の\nダメージを　弱める。
23,1,114,くろいきり,黒い霧を　だして　戦闘に\nでている　ポケモン　全員の\n能力変化を　もとに　もどす。
23,1,115,リフレクター,５ターンの　間　不思議な　かべで\n相手から　受ける　物理攻撃の\nダメージを　弱める。
23,1,116,きあいだめ,深く　息を　吸い　気合を　こめる。\n自分の　攻撃が\n急所に　当たりやすくなる。
23,1,117,がまん,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,118,ゆびをふる,指をふり　自分の　脳を　刺激して\nたくさんの技の　なかから\nどれか　１つを　くりだす。
23,1,119,オウムがえし,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,120,じばく,爆発を　おこして　自分の\n周りに　いるものを　攻撃する。\n使ったあとに　ひんしに　なる。
23,1,121,タマゴばくだん,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,122,したでなめる,長い　舌で\n相手を　なめまわして　攻撃する。\nまひ状態に　することが　ある。
23,1,123,スモッグ,汚れた　ガスを\n相手に　吹きつけて　攻撃する。\n毒状態に　することが　ある。
23,1,124,ヘドロこうげき,汚い　ヘドロを\n相手に　投げつけて　攻撃する。\n毒状態に　することが　ある。
23,1,125,ホネこんぼう,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,126,だいもんじ,大の字の　炎で\n相手を　焼きつくす。\nやけど状態に　することが　ある。
23,1,127,たきのぼり,すごい　勢いで　相手に　つっこむ。\n相手を　ひるませることが　ある。
23,1,128,からではさむ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,129,スピードスター,星型の　光を　発射して\n相手を　攻撃する。\n攻撃は　必ず　命中する。
23,1,130,ロケットずつき,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,131,とげキャノン,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,132,からみつく,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,133,ドわすれ,頭を　からにして\n一瞬　なにかを　忘れることで\n自分の　特防を　ぐーんと　あげる。
23,1,134,スプーンまげ,スプーンを　まげて　注意を　ひき\n相手の　命中率を　さげる。
23,1,135,タマゴうみ,最大ＨＰの　半分\n自分の　ＨＰを　回復する。
23,1,136,とびひざげり,ジャンプからの　ひざげりで\n相手を　攻撃する。\nはずすと　自分が　ダメージを　受ける。
23,1,137,へびにらみ,おなかの　模様で　おびえさせて\n相手を　まひの　状態に　する。
23,1,138,ゆめくい,寝ている　相手の　夢を　食べて\n攻撃する。　ダメージの　半分の\nＨＰを　回復する。
23,1,139,どくガス,毒ガスを　相手の　顔に　吹きかけて\n毒の　状態に　する。
23,1,140,たまなげ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,141,きゅうけつ,血を　吸い取って　相手を\n攻撃する。　与えた　ダメージの\n半分の　ＨＰを　回復できる。
23,1,142,あくまのキッス,恐ろしい　顔で　キスを　せまる。\n相手を　眠り状態に　する。
23,1,143,ゴッドバード,２ターン目に　相手を　攻撃する。\nたまに　ひるませる。\n急所にも　当たりやすい。
23,1,144,へんしん,相手の　ポケモンに　変身することで\n相手と　まったく\n同じ　技が　使える。
23,1,145,あわ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,146,ピヨピヨパンチ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,147,キノコのほうし,催眠効果の　ある\n胞子を　パラパラと　ふりまき\n相手を　眠り状態に　する。
23,1,148,フラッシュ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
23,1,149,サイコウェーブ,この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
