language_id,form_id,version_id,is_female,entry
1,25,38,0,頬に　電気を溜めし　袋を　有す。\n森林を　棲み処とし　硬き　木の実は\n電撃で　焼き　食べる　知恵者なり。
1,26,38,0,放つ　電撃は　１０万ボルトを　凌ぎ\n我が故郷に　棲む　ダイオウドウをも\n一撃で　気絶する　威力なり。
1,35,38,0,満月の夜　静かなる　山間にて　遭遇。\n小さき翼　ほのかに光り　舞う姿は\nまさに　妖精の如き　愛くるしさなり。
1,36,38,0,静寂たる　月夜に　耳を澄まし　月に\n棲む　仲間の声を　聴くと　伝承あり。\n遠き故郷を想う　我が姿を　重ね見る。
1,37,38,0,腹中で　燃えし炎　火球として　吐く。\n幼き頃は　白い尾　１本のみ　なれど\n育つにつれ　先分かれ　６本となる。
1,38,38,0,金色に　輝く　毛並みは　見事なり。\n９本の　長き尾に　聖なる力　秘め\n千歳　生き長らえると　伝わる。
1,41,38,0,仄暗き　洞穴を　寝床とする。　両眼は\n退化し　光　失うも　口から　放つ\n音波にて　周囲を　探りて　飛翔す。
1,42,38,0,鋭利なる牙　突き立て　生き物の血を\n啜る。　牙のつくり　検分するに\n内に　空洞ありて　ストローの様なり。
1,46,38,0,多湿なる　森の　木の根本で　散見す。\n背の茸は　冬虫夏草なり。　幼体には\nこれ　無く　育つにつれ　生え出づる。
1,47,38,0,森にて　背の茸が　外れ　動かぬ\n個体あり。　大きな茸こそ本体　との\n学説を　証明する　サンプルなり。
1,54,38,0,常より　頭痛に　悩む。　強まりしとき\n秘めたる力　意に反し　暴発するゆえ\n痛み　和らげる術を　模索中なり。
1,55,38,0,肉体　頑健なりて　両手足に　水掻き\n有す。　荒れすさぶ海を　物ともせず\n高波を　掻き分け　悠々と　泳ぎたり。
1,63,38,0,日に１８時間を　睡眠に　費やす。\n睡眠時も　エスパーパワーを　操りて\n危険　迫ると　瞬間移動で　回避す。
1,64,38,0,神通力　有す　童が　変容した姿と\n噂あるも　真偽不明。　手に持つ　匙は\n脳波を高める　効能ありと　推察す。
1,65,38,0,長寿ほど　頭部の寸法　大きく　重い。\nエスパーパワーは　頭部の重量　比例し\n強まること　測定にて　判明す。
1,66,38,0,童の如き　短身なれど　偉丈夫を　軽々\n投げ飛ばす　力自慢。　更なる　高みを\n目指し　ゴローンを　担ぎて　鍛錬す。
1,67,38,0,強靭な　肉体と　持久力　兼ね備えし\n剛の者。　鍛錬を　何より　好み\n開墾　普請など　進んで　手伝う。
1,68,38,0,４本の腕　近接戦において　死角無し。\n瞬く間に　１０００発以上の　拳を\n繰り出し　敵を　圧倒する　豪傑なり。
1,72,38,0,ガラスの如き　紅赤の目玉より　光線を\n放つ。　浅海を　たゆたうが　干潮の折\n浜端にて　干乾びしこと　あり。
1,73,38,0,触手の数　８０本。　その先　毒ありて\n獲物を　捕らえんとする折に\n常よりも　伸ばすゆえ　注意されたし。
1,74,38,0,山岳地帯に棲み　両腕にて　険しき\n山道　登る。　不用意に　足蹴にすれば\n怒り　追い立てられるゆえ　厄介なり。
1,75,38,0,険しき　岩壁の横穴を　棲み処とす。\n落石が如く　転がり落ちるを　好むゆえ\n山道では　頭上に　気を配るべし。
1,76,38,0,岩盤の如き殻を　年に１度　脱皮す。\n脱ぎし　岩殻は　土塊へと還り　これを\n畑に撒けば　作物の発育　促進す。
1,77,38,0,草原にて　群れを成し　暮らす。\n産まれたての仔に　炎のたてがみは\n無く　１時間ほどで　生えそろう。
1,78,38,0,炎のたてがみ　煌めかせ　駆ける様は\n矢の如し。　広大なる　ヒスイの地を\n１日半で　横断せし　驚異の駿馬なり。
1,81,38,0,鉄球に　一つ目ありし　奇天烈な姿。\n馬蹄形の　磁石が如き　腕から　発する\n磁力により　浮遊すると　推察す。
1,82,38,0,３匹のコイルが　集まりて　進化した\n姿なり。　強き磁力を　放つゆえ\n研究機器を　破壊され　厄介なり。
1,92,38,0,ガス状の生命体ゆえ　掴みどころなし。\n体の一部を　吸い込めば　たちまち\n気絶する　毒性ゆえ　極めて危険。
1,93,38,0,壁をすり抜け　何処にでも　姿　現す\n恐ろしき悪霊。　舌で　舐められし者\n日に日に　衰弱し　死に至るとの噂。
1,94,38,0,影に憑きて　命　狙いし　ポケモン。\n己が影　ひとりでに　笑いしときは\n一刻も早く　清めの札　握るべし。
1,95,38,0,大岩　連なり　大蛇の如き風貌なり。\n地響き　立て　地中深く　埋もれ\n岩　喰らいながら　隧道　掘り進む。
1,108,38,0,長き舌を　手の如く　巧みに　操る。\n粘着質の唾液　集め　煮詰めれば\n強力な糊となり　役立つこと　多し。
1,111,38,0,岩山を　頭突きで　砕きし　馬鹿力。\n短き脚は　旋回　不得手とし　何かに\n衝突するまで　止まること　能わず。
1,112,38,0,角を　高速回転させ　岩盤を　穿つ。\n甲冑が如き　硬き皮膚は　溶岩の熱を\n物ともせず　火山地帯を　闊歩す。
1,113,38,0,心清らかなりて　傷つきし者に　卵を\n分け与える。　この卵　滋味豊かなりて\n医者いらずとの異名を　持ちたり。
1,114,38,0,青き蔓で　全身を　覆いたりて　正体\n見ること　能わず。　この蔓　噛めば\n清涼感あり　香辛料として　有用。
1,122,38,0,振る舞い　パントマイムが如く。\n道化師　思い起こす　姿にて　指先より\n発す　気力　用いて　透明な壁を作る。
1,123,38,0,腕の　大きな　鎌は　切れ味　鋭く\n真に　恐ろしき　得物なり。　動き\n俊敏にして　獲物　逃がすことなし。
1,125,38,0,電気のエネルギーを　糧とする。\n積乱雲　近づく　夕立時には　高木に\n登りて　落雷を待つ姿　目撃す。
1,126,38,0,火山の　噴火口から　生まれ出づると\n伝承あり。　傷　負いし折は　溶岩に\n温泉の如く　浸かりて　体を癒す。
1,129,38,0,力弱く　愚鈍で　情けなし。　されど\n生命力　強く　濁水を　物ともせぬゆえ\nあらゆる土地にて　生息を　確認す。
1,130,38,0,古文書にある　龍の正体と　見たり。\n口から　吐きし　熱線にて　ことごとく\n集落を　焼き尽くすと　記されたり。
1,133,38,0,多様なる姿に　進化する　可能性あり。\nポケモンの　進化の秘密を　解く鍵\nこの身の内に　あると　確信す。
1,134,38,0,水の分子と　酷似せし細胞　検出す。\n潜水中　姿　隠すは　これが理由と\n推察。　人魚伝説の正体と　見たり。
1,135,38,0,怒りしとき　体毛を　逆立てること\n鋭き　針の如し。　吐息に混じりて\nバチリバチリと　電気の音　聞こゆ。
1,136,38,0,袋状の内臓にて　炎を　燃やす。\n大気を吸い込み　火力　強めたり。\nその温度　実に　１７００度に　達す。
1,137,38,0,心音　聞こえず　呼吸の気配すら\n窺えぬが　活動に　支障なき様子。\n奇天烈すぎるゆえ　皆目　見当つかず。
1,143,38,0,出し抜けに　村に現れ　たちまち\n米蔵を　空にする　大食漢。　古より\n災厄のひとつと　数えられし行為なり。
1,155,38,0,ジョウトの地に　棲みし　ポケモン。\n小胆な　気性ゆえ　常より　身を\n丸めるが　秘めたる　火力は　強烈。
1,156,38,0,絶対に　燃えることなき　摩訶不思議な\n体毛なり。　背を　此方へ　向けるは\n攻撃の　合図なれば　注意されたし。
1,169,38,0,後肢　変形し　翼となる。　４枚の翼\n巧みに操りて　洞の　狭き横穴も\n速度　落とさず　見事に　飛翔す。
1,172,38,0,頬の袋に　電気　蓄えるも　感情\n昂りしとき　弾みで　放電す。\n幼体ゆえ　電気の　扱いが　未熟なり。
1,173,38,0,星の　煌めきが如き　体形なり。\n箒星　降り注ぎし夜　同胞と集まり\n踊る姿は　まさに　星の化身なり。
1,175,38,0,卵に似た姿。　野山にて　遭遇し折\n卵が動いたと　早とちりする者　多し。\n邪気なき笑顔　人心を癒す　効能あり。
1,176,38,0,野山にて　遭遇した　記録なし。\n心　通じる者の　庇護あれば　姿を変え\n大いなる果報　もたらすと　噂絶えず。
1,185,38,0,樹木の素振りするも　幼子も　欺けず。\nその体は　樹皮ならず　岩の手触り。\n水を　ひどく嫌う習性　特記に値す。
1,190,38,0,掌の如く　器用に　働く　尻尾　持ち\n樹上に　暮らす。　古文書に　腕一本の\n珍妙なポケモンとの　記述　残る。
1,193,38,0,その翅　彼方　透け見えるほど　薄く\n頼りなし。　しかれども　飛翔し際は\n大気乱し　人家　吹き飛ばす　力あり。
1,196,38,0,摩訶不思議な力　操りて　空模様や\n人心　先読みす。　日の光　浴びしとき\n額の　緋の珠　輝きて　活力を増す。
1,197,38,0,月光　降り注ぎし　夜半こそ　活発に\n行動す。　大きな　眼は　暗闇なれど\n獲物の姿を　しかと　捉えたり。
1,198,38,0,凶兆を運ぶと　忌避されし　ポケモン。\n出会いし際は　すらかみ屋は繁盛繁盛\nとの　まじない　唱えよと　教わる。
