version_group_id,language_id,move_id,name,description
27,1,1,はたく,
27,1,2,からてチョップ,
27,1,3,おうふくビンタ,
27,1,4,れんぞくパンチ,
27,1,5,メガトンパンチ,
27,1,6,ネコにこばん,
27,1,7,ほのおのパンチ,１０％の確率で相手をやけど状態にする。
27,1,8,れいとうパンチ,１０％の確率で相手をこおり状態にする。
27,1,9,かみなりパンチ,１０％の確率で相手をまひ状態にする。
27,1,10,ひっかく,
27,1,11,はさむ,
27,1,12,ハサミギロチン,相手をひんしにする。\n命中率３０％固定。
27,1,13,かまいたち,
27,1,14,つるぎのまい,自分の攻撃を２段階上げる。
27,1,15,いあいぎり,
27,1,16,かぜおこし,
27,1,17,つばさでうつ,
27,1,18,ふきとばし,相手に控えがいる場合\n相手をランダムに交代させる。
27,1,19,そらをとぶ,使ったターンで空中状態になり\n次のターンで攻撃する。
27,1,20,しめつける,相手をバインド状態にする。
27,1,21,たたきつける,
27,1,22,つるのムチ,
27,1,23,ふみつけ,
27,1,24,にどげり,
27,1,25,メガトンキック,
27,1,26,とびげり,
27,1,27,まわしげり,
27,1,28,すなかけ,
27,1,29,ずつき,
27,1,30,つのでつく,
27,1,31,みだれづき,
27,1,32,つのドリル,相手をひんしにする。\n命中率３０％固定。
27,1,33,たいあたり,
27,1,34,のしかかり,３０％の確率で相手をまひ状態にする。\nちいさくなる状態の相手には\n威力が２倍になり必ず命中する。
27,1,35,まきつく,相手をバインド状態にする。
27,1,36,とっしん,
27,1,37,あばれる,自分は　あばれ状態になる。
27,1,38,すてみタックル,与えたダメージの１／３を自分も受ける。
27,1,39,しっぽをふる,
27,1,40,どくばり,
27,1,41,ダブルニードル,
27,1,42,ミサイルばり,２ー５回連続で攻撃する。
27,1,43,にらみつける,
27,1,44,かみつく,３０％の確率で相手をひるませる。
27,1,45,なきごえ,
27,1,46,ほえる,相手に控えがいる場合\n相手をランダムに交代させる。
27,1,47,うたう,相手をねむり状態にする。
27,1,48,ちょうおんぱ,
27,1,49,ソニックブーム,
27,1,50,かなしばり,４ターンの間\n相手をわざふうじ状態にする。
27,1,51,ようかいえき,
27,1,52,ひのこ,
27,1,53,かえんほうしゃ,１０％の確率で相手をやけど状態にする。
27,1,54,しろいきり,
27,1,55,みずでっぽう,
27,1,56,ハイドロポンプ,
