version_group_id,move_id,flag_id
5,1,1
5,1,2
5,2,1
5,2,2
5,3,1
5,3,2
5,4,1
5,4,2
5,5,1
5,5,2
5,6,1
5,6,2
5,7,2
5,8,2
5,9,2
5,10,1
5,10,2
5,11,1
5,11,2
5,13,1
5,13,2
5,15,1
5,15,2
5,16,2
5,17,1
5,17,2
5,18,2
5,19,1
5,19,2
5,20,2
5,21,1
5,21,2
5,22,1
5,22,2
5,23,2
5,24,1
5,24,2
5,25,1
5,25,2
5,26,1
5,26,2
5,27,2
5,28,2
5,29,2
5,30,1
5,30,2
5,31,1
5,31,2
5,33,1
5,33,2
5,34,2
5,35,2
5,36,1
5,36,2
5,37,1
5,37,2
5,38,1
5,38,2
5,39,2
5,40,2
5,41,1
5,41,2
5,42,1
5,42,2
5,43,2
5,44,2
5,45,2
5,46,2
5,47,2
5,48,2
5,49,1
5,49,2
5,50,2
5,51,2
5,52,2
5,53,2
5,55,1
5,55,2
5,56,1
5,56,2
5,57,1
5,57,2
5,58,2
5,59,2
5,60,2
5,61,2
5,62,2
5,63,2
5,64,1
5,64,2
5,65,1
5,65,2
5,66,1
5,66,2
5,67,2
5,68,1
5,69,1
5,69,2
5,70,1
5,70,2
5,71,1
5,71,2
5,72,1
5,72,2
5,73,2
5,75,1
5,75,2
5,76,1
5,76,2
5,77,2
5,78,2
5,79,2
5,80,1
5,80,2
5,81,2
5,82,1
5,82,2
5,83,2
5,84,2
5,85,2
5,86,2
5,87,2
5,88,1
5,88,2
5,89,2
5,91,1
5,91,2
5,92,2
5,93,2
5,94,2
5,95,2
5,98,1
5,98,2
5,99,1
5,99,2
5,101,1
5,101,2
5,102,2
5,103,2
5,108,2
5,109,2
5,117,1
5,117,2
5,120,1
5,120,2
5,121,1
5,121,2
5,122,2
5,123,2
5,124,2
5,125,2
5,126,2
5,127,1
5,127,2
5,128,2
5,129,1
5,129,2
5,130,1
5,130,2
5,131,1
5,131,2
5,132,2
5,134,2
5,136,1
5,136,2
5,137,2
5,138,2
5,139,2
5,140,1
5,140,2
5,141,1
5,141,2
5,142,2
5,143,1
5,143,2
5,145,2
5,146,2
5,147,2
5,148,2
5,149,1
5,149,2
5,152,1
5,152,2
5,153,1
5,153,2
5,154,1
5,154,2
5,155,1
5,155,2
5,157,2
5,158,2
5,161,2
5,162,1
5,162,2
5,163,1
5,163,2
5,165,1
5,165,2
5,167,1
5,167,2
5,168,1
5,168,2
5,170,2
5,172,2
5,173,1
5,173,2
5,175,1
5,175,2
5,176,2
5,177,1
5,177,2
5,178,2
5,179,1
5,179,2
5,180,2
5,181,2
5,183,1
5,183,2
5,184,2
5,185,1
5,185,2
5,186,2
5,188,2
5,189,2
5,190,2
5,192,2
5,193,2
5,196,2
5,198,1
5,198,2
5,199,2
5,200,1
5,200,2
5,202,1
5,202,2
5,204,2
5,205,1
5,205,2
5,206,1
5,206,2
5,207,2
5,209,2
5,210,1
5,210,2
5,211,2
5,213,2
5,216,1
5,216,2
5,217,1
5,217,2
5,218,1
5,218,2
5,220,2
5,221,2
5,222,1
5,222,2
5,223,2
5,224,1
5,224,2
5,225,2
5,227,2
5,228,1
5,228,2
5,229,1
5,229,2
5,230,2
5,231,2
5,232,2
5,233,1
5,237,1
5,237,2
5,238,1
5,238,2
5,239,2
5,242,2
5,243,1
5,245,1
5,245,2
5,246,2
5,247,2
5,248,2
5,249,2
5,250,2
5,251,1
5,251,2
5,10001,1
5,10001,2
5,10002,1
5,10002,2
5,10003,1
5,10003,2
5,10004,1
5,10004,2
5,10005,1
5,10005,2
5,10006,1
5,10006,2
5,10007,1
5,10007,2
5,10008,1
5,10008,2
5,10009,1
5,10009,2
5,10010,1
5,10010,2
5,10011,1
5,10011,2
5,10012,1
5,10012,2
5,10013,1
5,10013,2
5,10014,1
5,10014,2
5,10015,1
5,10015,2
