version_group_id,pokemon_id,move_id,move_method_id,level,mastery_level,sort
24,25000,9,5,0,0,0
24,25000,84,1,1,9,0
24,25000,85,1,29,40,0
24,25000,85,5,0,0,0
24,25000,86,1,9,18,0
24,25000,87,1,47,59,0
24,25000,98,1,5,14,0
24,25000,129,1,15,25,0
24,25000,129,5,0,0,0
24,25000,156,5,0,0,0
24,25000,209,1,21,31,0
24,25000,231,1,37,48,0
24,25000,231,5,0,0,0
24,25000,249,5,0,0,0
24,25000,344,5,0,0,0
24,25000,347,5,0,0,0
24,25000,451,5,0,0,0
24,25000,528,5,0,0,0
24,25000,583,5,0,0,0
24,25000,608,5,0,0,0
24,26000,9,5,0,0,0
24,26000,63,5,0,0,0
24,26000,84,1,1,9,0
24,26000,85,1,29,40,0
24,26000,85,5,0,0,0
24,26000,86,1,9,18,0
24,26000,87,1,47,59,0
24,26000,98,1,5,14,0
24,26000,129,1,15,25,0
24,26000,129,5,0,0,0
24,26000,156,5,0,0,0
24,26000,209,1,21,31,0
24,26000,231,1,37,48,0
24,26000,231,5,0,0,0
24,26000,249,5,0,0,0
24,26000,344,5,0,0,0
24,26000,347,5,0,0,0
24,26000,416,5,0,0,0
24,26000,451,5,0,0,0
24,26000,528,5,0,0,0
24,26000,583,5,0,0,0
24,26000,608,5,0,0,0
24,35000,7,5,0,0,0
24,35000,8,5,0,0,0
24,35000,9,5,0,0,0
24,35000,33,1,1,9,0
24,35000,38,1,47,59,0
24,35000,53,5,0,0,0
24,35000,58,5,0,0,0
24,35000,85,5,0,0,0
24,35000,94,1,29,40,0
24,35000,94,5,0,0,0
24,35000,129,5,0,0,0
24,35000,156,5,0,0,0
24,35000,161,5,0,0,0
24,35000,196,5,0,0,0
24,35000,231,5,0,0,0
24,35000,247,5,0,0,0
24,35000,249,5,0,0,0
24,35000,345,5,0,0,0
24,35000,347,1,21,31,0
24,35000,347,5,0,0,0
24,35000,352,5,0,0,0
24,35000,409,5,0,0,0
24,35000,428,5,0,0,0
24,35000,446,5,0,0,0
24,35000,451,5,0,0,0
24,35000,577,1,15,25,0
24,35000,583,5,0,0,0
24,35000,584,1,5,14,0
24,35000,585,1,37,48,0
24,35000,595,5,0,0,0
24,35000,605,5,0,0,0
24,35000,608,1,9,18,0
24,35000,608,5,0,0,0
24,36000,7,5,0,0,0
24,36000,8,5,0,0,0
24,36000,9,5,0,0,0
24,36000,33,1,1,9,0
24,36000,38,1,47,59,0
24,36000,53,5,0,0,0
24,36000,58,5,0,0,0
24,36000,63,5,0,0,0
24,36000,85,5,0,0,0
24,36000,94,1,29,40,0
24,36000,94,5,0,0,0
24,36000,129,5,0,0,0
24,36000,156,5,0,0,0
24,36000,161,5,0,0,0
24,36000,196,5,0,0,0
24,36000,231,5,0,0,0
24,36000,247,5,0,0,0
24,36000,249,5,0,0,0
24,36000,345,5,0,0,0
24,36000,347,1,21,31,0
24,36000,347,5,0,0,0
