version_group_id,move_id,can_use_move,type_id,quality_id,category_id,power,accuracy,pp,priority,min_hits,max_hits,infliction_id,infliction_percent,duration_id,min_turns,max_turns,crit_stage,flinch_percent,effect,recoil_percent,heal_percent,target_id,affinity_id,max_move_id,max_power,z_move_id,z_base_power,z_power_effect,effect_percent
23,1,1,0,0,1,40,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N
23,2,0,1,0,1,50,100,25,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,\N,\N,\N,\N,\N,\N
23,3,0,0,0,1,15,85,10,0,2,5,0,0,0,0,0,0,0,29,0,0,0,0,\N,\N,\N,\N,\N,\N
23,4,0,0,0,1,18,85,15,0,2,5,0,0,0,0,0,0,0,29,0,0,0,0,\N,\N,\N,\N,\N,\N
23,5,1,0,0,1,80,85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N
23,6,1,0,0,1,40,100,20,0,0,0,0,0,0,0,0,0,0,34,0,0,0,5,\N,\N,\N,\N,\N,\N
23,7,1,9,4,1,75,100,15,0,0,0,4,10,1,0,0,0,0,4,0,0,0,5,\N,\N,\N,\N,\N,\N
23,8,1,14,4,1,75,100,15,0,0,0,3,10,1,0,0,0,0,5,0,0,0,5,\N,\N,\N,\N,\N,\N
23,9,1,12,4,1,75,100,15,0,0,0,1,10,1,0,0,0,0,6,0,0,0,5,\N,\N,\N,\N,\N,\N
23,10,1,0,0,1,40,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N
23,11,1,0,0,1,55,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N
23,12,1,0,9,1,1,30,5,0,0,0,0,0,0,0,0,0,0,38,0,0,0,6,\N,\N,\N,\N,\N,\N
23,13,0,0,0,2,80,100,10,0,0,0,0,0,0,0,0,1,0,39,0,0,5,0,\N,\N,\N,\N,\N,\N
23,14,1,0,2,0,0,101,20,0,0,0,0,0,0,0,0,0,0,50,0,0,7,5,\N,\N,\N,\N,\N,\N
23,15,1,0,0,1,50,95,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N
23,16,1,2,0,2,40,100,35,0,0,0,0,0,0,0,0,0,0,149,0,0,0,5,\N,\N,\N,\N,\N,\N
23,17,1,2,0,1,60,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,\N,\N,\N,\N,\N,\N
