version_group_id,move_id,flag_id
27,1,3
27,2,3
27,3,3
27,4,3
27,4,10
27,5,3
27,5,10
27,7,3
27,7,10
27,8,3
27,8,10
27,9,3
27,9,10
27,10,3
27,11,3
27,12,3
27,14,19
27,15,3
27,15,39
27,16,40
27,17,3
27,18,40
27,19,3
27,20,3
27,21,3
27,22,3
27,23,3
27,24,3
27,25,3
27,26,3
27,27,3
27,29,3
27,30,3
27,31,3
27,32,3
27,33,3
27,34,3
27,35,3
27,36,3
27,37,3
27,38,3
27,44,3
27,44,34
27,45,11
27,46,11
27,47,11
27,48,11
27,50,50
27,59,40
27,64,3
27,65,3
27,66,3
27,67,3
27,68,3
27,69,3
27,70,3
27,75,39
27,77,33
27,78,33
27,79,33
27,80,3
27,80,19
27,91,3
27,98,3
27,99,3
27,103,11
27,105,15
27,117,3
27,120,49
27,121,35
27,122,3
27,127,3
27,128,3
27,130,3
27,132,3
27,135,15
27,136,3
27,140,35
27,141,3
27,141,15
27,146,3
27,146,10
27,147,33
27,152,3
27,153,49
27,154,3
27,156,15
27,158,3
27,158,34
27,162,3
27,163,3
27,163,39
27,165,3
27,167,3
27,168,3
27,172,3
27,173,11
27,175,3
27,177,40
27,178,33
27,179,3
27,183,3
27,183,10
27,185,3
27,188,35
27,190,35
27,192,35
27,195,11
27,196,40
27,200,3
27,201,40
27,202,15
27,205,3
27,206,3
27,208,15
27,209,3
27,210,3
27,210,39
27,211,3
27,213,50
27,215,11
27,216,3
27,218,3
27,223,3
27,223,10
27,224,3
27,227,50
27,228,3
27,229,3
27,231,3
27,232,3
27,232,39
27,233,3
27,234,15
27,235,15
27,236,15
27,238,3
27,239,40
27,242,3
27,242,34
27,245,3
27,247,35
27,249,3
27,252,3
27,253,11
27,256,15
27,257,40
27,259,50
27,263,3
27,264,3
27,264,10
27,265,3
27,269,50
27,273,15
27,276,3
27,279,3
27,280,3
27,282,3
27,283,3
27,291,3
27,292,3
27,296,35
27,297,19
27,298,19
27,299,3
27,301,3
27,301,35
27,302,3
27,303,15
