version_group_id,move_id,flag_id
15,1,3
15,1,4
15,1,7
15,2,3
15,2,4
15,2,7
15,3,3
15,3,4
15,3,7
15,4,3
15,4,4
15,4,7
15,4,10
15,5,3
15,5,4
15,5,7
15,5,10
15,6,4
15,6,7
15,7,3
15,7,4
15,7,7
15,7,10
15,8,3
15,8,4
15,8,7
15,8,10
15,9,3
15,9,4
15,9,7
15,9,10
15,10,3
15,10,4
15,10,7
15,10,18
15,11,3
15,11,4
15,11,7
15,12,3
15,12,4
15,12,7
15,13,4
15,13,7
15,13,8
15,14,6
15,15,3
15,15,4
15,15,7
15,16,4
15,16,7
15,16,14
15,17,3
15,17,4
15,17,7
15,17,14
15,18,5
15,18,7
15,18,16
15,18,18
15,19,3
15,19,4
15,19,7
15,19,8
15,19,12
15,19,14
15,20,3
15,20,4
15,20,7
15,20,18
15,21,3
15,21,4
15,21,7
15,21,17
15,22,3
15,22,4
15,22,7
15,23,3
15,23,4
15,23,7
15,23,17
15,24,3
15,24,4
15,24,7
15,25,3
15,25,4
15,25,7
15,26,3
15,26,4
15,26,7
15,26,12
15,27,3
15,27,4
15,27,7
15,28,4
15,28,5
15,28,7
15,29,3
15,29,4
15,29,7
15,30,3
15,30,4
15,30,7
15,31,3
15,31,4
15,31,7
15,32,3
15,32,4
15,32,7
15,33,3
15,33,4
15,33,7
15,34,3
15,34,4
15,34,7
15,34,17
15,35,3
15,35,4
15,35,7
15,35,18
15,36,3
15,36,4
15,36,7
15,37,3
15,37,4
15,37,7
15,38,3
15,38,4
15,38,7
15,39,4
15,39,5
15,39,7
15,40,4
15,40,7
15,41,4
15,41,7
15,42,4
15,42,7
15,43,4
15,43,5
15,43,7
15,44,3
15,44,4
15,44,7
15,44,18
15,45,4
15,45,5
15,45,7
15,45,11
15,45,16
15,46,5
15,46,7
15,46,11
15,46,16
15,46,18
15,47,4
15,47,5
15,47,7
15,47,11
15,47,16
15,48,4
15,48,5
15,48,7
15,48,11
15,48,16
15,49,4
15,49,7
15,50,4
15,50,5
15,50,7
15,50,16
15,51,4
15,51,7
15,52,4
15,52,7
15,53,4
15,53,7
15,54,6
15,55,4
15,55,7
15,56,4
15,56,7
15,57,4
15,57,7
15,57,17
15,58,4
15,58,7
15,59,4
15,59,7
15,60,4
15,60,7
15,61,4
15,61,7
15,62,4
15,62,7
15,63,4
15,63,7
15,63,9
15,64,3
15,64,4
15,64,7
15,64,14
15,65,3
15,65,4
15,65,7
15,65,14
15,66,3
15,66,4
15,66,7
15,67,3
15,67,4
15,67,7
15,68,3
15,68,4
15,69,3
15,69,4
15,69,7
15,69,17
15,70,3
15,70,4
15,70,7
15,71,4
15,71,7
15,71,15
15,72,4
15,72,7
15,72,15
15,73,4
15,73,5
15,73,7
15,74,6
15,75,4
15,75,7
15,76,4
15,76,7
15,76,8
15,77,4
15,77,5
15,77,7
15,78,4
15,78,5
15,78,7
15,79,4
15,79,5
15,79,7
15,80,3
15,80,4
15,80,7
15,81,4
15,81,5
15,81,7
15,82,4
15,82,7
15,83,4
15,83,7
15,83,18
15,84,4
15,84,7
15,85,4
15,85,7
15,86,4
15,86,5
15,86,7
15,87,4
15,87,7
15,88,4
15,88,7
15,89,4
15,89,7
15,89,17
15,90,4
15,90,7
15,90,17
15,91,3
15,91,4
15,91,7
15,91,8
15,91,17
15,92,4
15,92,5
15,92,7
15,93,4
15,93,7
15,94,4
15,94,7
15,95,4
15,95,5
15,95,7
15,96,6
15,97,6
15,98,3
15,98,4
15,98,7
15,98,18
15,99,3
15,99,4
15,99,7
15,101,4
15,101,7
15,102,4
15,102,16
15,102,18
15,103,4
15,103,5
15,103,7
15,103,11
15,103,16
15,103,18
15,104,6
15,105,6
15,105,15
15,106,6
15,107,6
15,108,4
15,108,5
15,108,7
15,109,4
15,109,5
15,109,7
15,110,6
15,111,6
15,112,6
15,113,6
15,114,16
15,115,6
15,116,6
15,117,3
15,117,4
15,120,4
15,120,7
15,121,4
15,121,7
15,122,3
15,122,4
15,122,7
15,123,4
15,123,7
15,124,4
15,124,7
15,125,4
15,125,7
15,126,4
15,126,7
15,127,3
15,127,4
15,127,7
15,128,3
15,128,4
15,128,7
15,129,4
15,129,7
15,130,3
15,130,4
15,130,7
15,130,8
15,131,4
15,131,7
15,132,3
15,132,4
15,132,7
15,133,6
15,134,4
15,134,5
15,134,7
15,135,6
15,135,15
15,136,3
15,136,4
15,136,7
15,136,12
15,137,4
15,137,5
15,137,7
15,138,4
15,138,7
15,138,15
15,139,4
15,139,5
15,139,7
15,140,4
15,140,7
15,141,3
15,141,4
15,141,7
15,141,15
15,142,4
15,142,5
15,142,7
15,143,4
15,143,7
15,143,8
15,143,14
15,144,18
15,145,4
15,145,7
15,146,3
15,146,4
15,146,7
15,146,10
15,147,4
15,147,5
15,147,7
15,148,4
15,148,5
15,148,7
15,149,4
15,149,7
15,150,12
15,151,6
15,152,3
15,152,4
15,152,7
15,153,4
15,153,7
15,154,3
15,154,4
15,154,7
15,154,18
15,155,4
15,155,7
15,156,6
15,156,15
15,157,4
15,157,7
15,158,3
15,158,4
15,158,7
15,159,6
15,160,6
15,161,4
15,161,7
15,162,3
15,162,4
15,162,7
15,163,3
15,163,4
15,163,7
15,164,6
15,164,17
15,165,3
15,165,4
15,166,16
15,166,18
15,167,3
15,167,4
15,167,7
15,168,3
15,168,4
15,168,7
15,169,4
15,169,5
15,169,7
15,170,4
15,170,7
15,171,4
15,171,7
15,172,3
15,172,4
15,172,7
15,172,13
15,173,4
15,173,7
15,173,11
15,173,16
15,174,16
15,175,3
15,175,4
15,175,7
15,176,16
15,177,4
15,177,7
15,177,14
15,178,4
15,178,5
15,178,7
15,179,3
15,179,4
15,179,7
15,180,4
15,180,5
15,180,7
15,180,16
15,181,4
15,181,7
15,183,3
15,183,4
15,183,7
15,183,10
15,184,4
15,184,5
15,184,7
15,184,18
15,185,3
15,185,4
15,185,7
15,186,4
15,186,5
15,186,7
15,187,6
15,188,4
15,188,7
15,189,4
15,189,7
15,190,4
15,190,7
15,191,5
15,191,17
15,192,4
15,192,7
15,193,4
15,193,5
15,193,7
15,193,16
15,194,16
15,195,11
15,195,14
15,195,16
15,196,4
15,196,7
15,198,4
15,198,7
15,199,4
15,199,7
15,200,3
15,200,4
15,200,7
15,202,4
15,202,7
15,202,15
15,204,4
15,204,5
15,204,7
15,204,18
15,205,3
15,205,4
15,205,7
15,206,3
15,206,4
15,206,7
15,207,4
15,207,5
15,207,7
15,207,18
15,208,6
15,208,15
15,209,3
15,209,4
15,209,7
15,210,3
15,210,4
15,210,7
15,210,18
15,211,3
15,211,4
15,211,7
15,212,5
15,212,7
15,213,4
15,213,5
15,213,7
15,213,16
15,215,6
15,215,11
15,215,14
15,215,16
15,216,3
15,216,4
15,216,7
15,217,4
15,217,7
15,218,3
15,218,4
15,218,7
15,219,6
15,220,4
15,220,7
15,220,18
15,221,4
