pokemon_id,version_group_id,move_id,move_method_id,level,mastery_level,sort
1,13,14,2,0,0,0
1,13,15,2,0,0,0
1,13,22,1,9,0,0
1,13,33,1,1,0,0
1,13,36,1,15,0,0
1,13,38,1,27,0,0
1,13,45,1,3,0,0
1,13,70,2,0,0,0
1,13,73,1,7,0,0
1,13,74,1,25,0,0
1,13,75,1,19,0,0
1,13,76,2,0,0,0
1,13,77,1,13,0,1
1,13,79,1,13,0,2
1,13,80,3,0,0,0
1,13,92,2,0,0,0
1,13,104,2,0,0,0
1,13,113,2,0,0,0
1,13,124,3,0,0,0
1,13,130,3,0,0,0
1,13,133,3,0,0,0
1,13,148,2,0,0,0
1,13,156,2,0,0,0
1,13,164,2,0,0,0
1,13,174,3,0,0,0
1,13,182,2,0,0,0
1,13,188,2,0,0,0
1,13,202,3,0,0,0
1,13,203,3,0,0,0
1,13,204,3,0,0,0
1,13,207,2,0,0,0
1,13,213,2,0,0,0
1,13,216,2,0,0,0
1,13,218,2,0,0,0
1,13,219,2,0,0,0
1,13,230,1,21,0,0
1,13,235,1,33,0,0
1,13,237,2,0,0,0
1,13,241,2,0,0,0
1,13,249,2,0,0,0
1,13,263,2,0,0,0
1,13,267,3,0,0,0
1,13,275,3,0,0,0
1,13,320,3,0,0,0
1,13,345,3,0,0,0
1,13,388,1,31,0,0
1,13,402,1,37,0,0
1,13,412,2,0,0,0
1,13,437,3,0,0,0
1,13,438,3,0,0,0
1,13,447,2,0,0,0
1,13,474,2,0,0,0
1,13,496,2,0,0,0
1,13,497,2,0,0,0
1,13,520,5,0,0,0
1,13,10001,2,0,0,0
1,13,10002,2,0,0,0
1,13,10003,2,0,0,0
1,13,10004,2,0,0,0
1,13,10005,2,0,0,0
1,13,10006,2,0,0,0
1,13,10007,2,0,0,0
1,13,10008,2,0,0,0
1,13,10009,2,0,0,0
1,13,10010,2,0,0,0
1,13,10011,2,0,0,0
1,13,10012,2,0,0,0
1,13,10013,2,0,0,0
1,13,10014,2,0,0,0
1,13,10015,2,0,0,0
1,13,10016,2,0,0,0
1,14,14,2,0,0,0
1,14,15,2,0,0,0
1,14,20,5,0,0,0
1,14,22,1,9,0,0
1,14,33,1,1,0,0
1,14,36,1,15,0,0
1,14,38,1,27,0,0
1,14,45,1,3,0,0
1,14,70,2,0,0,0
1,14,73,1,7,0,0
1,14,74,1,25,0,0
1,14,75,1,19,0,0
1,14,76,2,0,0,0
1,14,77,1,13,0,1
1,14,79,1,13,0,2
1,14,80,3,0,0,0
1,14,92,2,0,0,0
1,14,104,2,0,0,0
1,14,113,2,0,0,0
1,14,124,3,0,0,0
1,14,130,3,0,0,0
1,14,133,3,0,0,0
1,14,148,2,0,0,0
1,14,156,2,0,0,0
1,14,164,2,0,0,0
1,14,173,5,0,0,0
1,14,174,3,0,0,0
1,14,182,2,0,0,0
1,14,188,2,0,0,0
1,14,202,3,0,0,0
1,14,202,5,0,0,0
1,14,203,3,0,0,0
1,14,204,3,0,0,0
1,14,207,2,0,0,0
1,14,213,2,0,0,0
1,14,214,5,0,0,0
1,14,216,2,0,0,0
1,14,218,2,0,0,0
1,14,219,2,0,0,0
1,14,230,1,21,0,0
1,14,235,5,0,0,0
1,14,235,1,33,0,0
1,14,237,2,0,0,0
1,14,241,2,0,0,0
1,14,249,2,0,0,0
1,14,263,2,0,0,0
1,14,267,3,0,0,0
1,14,275,3,0,0,0
1,14,282,5,0,0,0
1,14,320,3,0,0,0
1,14,345,3,0,0,0
1,14,388,5,0,0,0
1,14,388,1,31,0,0
1,14,402,5,0,0,0
1,14,402,1,37,0,0
1,14,412,2,0,0,0
1,14,437,3,0,0,0
1,14,438,3,0,0,0
1,14,447,2,0,0,0
1,14,474,2,0,0,0
1,14,496,2,0,0,0
1,14,497,2,0,0,0
1,14,520,5,0,0,0
1,14,10001,2,0,0,0
1,14,10002,2,0,0,0
1,14,10003,2,0,0,0
1,14,10004,2,0,0,0
1,14,10005,2,0,0,0
1,14,10006,2,0,0,0
1,14,10007,2,0,0,0
1,14,10008,2,0,0,0
1,14,10009,2,0,0,0
1,14,10010,2,0,0,0
1,14,10011,2,0,0,0
1,14,10012,2,0,0,0
1,14,10013,2,0,0,0
1,14,10014,2,0,0,0
1,14,10015,2,0,0,0
1,14,10016,2,0,0,0
2,13,14,2,0,0,0
2,13,15,2,0,0,0
2,13,22,1,9,0,0
2,13,33,1,1,0,1
2,13,36,1,15,0,0
2,13,38,1,31,0,0
2,13,45,1,1,0,2
2,13,45,1,3,0,0
2,13,70,2,0,0,0
2,13,73,1,1,0,3
2,13,73,1,7,0,0
2,13,74,1,28,0,0
2,13,75,1,20,0,0
2,13,76,2,0,0,0
2,13,76,1,44,0,0
2,13,77,1,13,0,1
2,13,79,1,13,0,2
2,13,92,2,0,0,0
2,13,104,2,0,0,0
2,13,113,2,0,0,0
2,13,148,2,0,0,0
2,13,156,2,0,0,0
2,13,164,2,0,0,0
2,13,182,2,0,0,0
2,13,188,2,0,0,0
2,13,207,2,0,0,0
2,13,213,2,0,0,0
2,13,216,2,0,0,0
2,13,218,2,0,0,0
2,13,219,2,0,0,0
2,13,230,1,23,0,0
2,13,235,1,39,0,0
2,13,237,2,0,0,0
2,13,241,2,0,0,0
2,13,249,2,0,0,0
2,13,263,2,0,0,0
2,13,388,1,36,0,0
2,13,412,2,0,0,0
2,13,447,2,0,0,0
2,13,474,2,0,0,0
2,13,496,2,0,0,0
2,13,497,2,0,0,0
2,13,520,5,0,0,0
2,13,10001,2,0,0,0
2,13,10002,2,0,0,0
2,13,10003,2,0,0,0
2,13,10004,2,0,0,0
2,13,10005,2,0,0,0
2,13,10006,2,0,0,0
2,13,10007,2,0,0,0
2,13,10008,2,0,0,0
2,13,10009,2,0,0,0
2,13,10010,2,0,0,0
2,13,10011,2,0,0,0
2,13,10012,2,0,0,0
2,13,10013,2,0,0,0
2,13,10014,2,0,0,0
2,13,10015,2,0,0,0
2,13,10016,2,0,0,0
2,14,14,2,0,0,0
2,14,15,2,0,0,0
2,14,20,5,0,0,0
2,14,22,1,9,0,0
2,14,33,1,1,0,1
2,14,36,1,15,0,0
2,14,38,1,31,0,0
2,14,45,1,1,0,2
2,14,45,1,3,0,0
2,14,70,2,0,0,0
2,14,73,1,1,0,3
2,14,73,1,7,0,0
2,14,74,1,28,0,0
2,14,75,1,20,0,0
2,14,76,2,0,0,0
2,14,76,1,44,0,0
2,14,77,1,13,0,1
2,14,79,1,13,0,2
2,14,92,2,0,0,0
2,14,104,2,0,0,0
2,14,113,2,0,0,0
2,14,148,2,0,0,0
2,14,156,2,0,0,0
2,14,164,2,0,0,0
2,14,173,5,0,0,0
2,14,182,2,0,0,0
2,14,188,2,0,0,0
2,14,202,5,0,0,0
2,14,207,2,0,0,0
2,14,213,2,0,0,0
2,14,214,5,0,0,0
2,14,216,2,0,0,0
2,14,218,2,0,0,0
2,14,219,2,0,0,0
2,14,230,1,23,0,0
2,14,235,5,0,0,0
2,14,235,1,39,0,0
2,14,237,2,0,0,0
2,14,241,2,0,0,0
2,14,249,2,0,0,0
2,14,263,2,0,0,0
2,14,282,5,0,0,0
2,14,388,5,0,0,0
2,14,388,1,36,0,0
2,14,402,5,0,0,0
2,14,412,2,0,0,0
2,14,447,2,0,0,0
2,14,474,2,0,0,0
2,14,496,2,0,0,0
2,14,497,2,0,0,0
2,14,520,5,0,0,0
2,14,10001,2,0,0,0
2,14,10002,2,0,0,0
2,14,10003,2,0,0,0
2,14,10004,2,0,0,0
2,14,10005,2,0,0,0
2,14,10006,2,0,0,0
2,14,10007,2,0,0,0
2,14,10008,2,0,0,0
2,14,10009,2,0,0,0
2,14,10010,2,0,0,0
2,14,10011,2,0,0,0
2,14,10012,2,0,0,0
2,14,10013,2,0,0,0
2,14,10014,2,0,0,0
2,14,10015,2,0,0,0
2,14,10016,2,0,0,0
3,13,14,2,0,0,0
3,13,15,2,0,0,0
3,13,22,1,1,0,4
3,13,22,1,9,0,0
3,13,33,1,1,0,1
3,13,36,1,15,0,0
3,13,38,1,31,0,0
3,13,45,1,1,0,2
3,13,45,1,3,0,0
3,13,46,2,0,0,0
3,13,63,2,0,0,0
3,13,70,2,0,0,0
3,13,73,1,1,0,3
3,13,73,1,7,0,0
3,13,74,1,28,0,0
3,13,75,1,20,0,0
3,13,76,2,0,0,0
3,13,76,1,53,0,0
3,13,77,1,13,0,1
3,13,79,1,13,0,2
3,13,80,1,32,0,0
3,13,89,2,0,0,0
3,13,92,2,0,0,0
3,13,104,2,0,0,0
3,13,113,2,0,0,0
3,13,148,2,0,0,0
3,13,156,2,0,0,0
3,13,164,2,0,0,0
3,13,182,2,0,0,0
3,13,188,2,0,0,0
3,13,207,2,0,0,0
3,13,213,2,0,0,0
3,13,216,2,0,0,0
3,13,218,2,0,0,0
3,13,219,2,0,0,0
3,13,230,1,23,0,0
3,13,235,1,45,0,0
3,13,237,2,0,0,0
3,13,241,2,0,0,0
3,13,249,2,0,0,0
3,13,263,2,0,0,0
3,13,338,5,0,0,0
3,13,388,1,39,0,0
3,13,412,2,0,0,0
3,13,416,2,0,0,0
3,13,447,2,0,0,0
3,13,474,2,0,0,0
3,13,496,2,0,0,0
3,13,497,2,0,0,0
3,13,520,5,0,0,0
3,13,523,2,0,0,0
3,13,10001,2,0,0,0
3,13,10002,2,0,0,0
3,13,10003,2,0,0,0
3,13,10004,2,0,0,0
3,13,10005,2,0,0,0
3,13,10006,2,0,0,0
3,13,10007,2,0,0,0
3,13,10008,2,0,0,0
3,13,10009,2,0,0,0
3,13,10010,2,0,0,0
3,13,10011,2,0,0,0
3,13,10012,2,0,0,0
3,13,10013,2,0,0,0
3,13,10014,2,0,0,0
3,13,10015,2,0,0,0
3,13,10016,2,0,0,0
3,14,14,2,0,0,0
3,14,15,2,0,0,0
3,14,20,5,0,0,0
3,14,22,1,1,0,4
3,14,22,1,9,0,0
3,14,33,1,1,0,1
3,14,36,1,15,0,0
3,14,38,1,31,0,0
3,14,45,1,1,0,2
3,14,45,1,3,0,0
3,14,46,2,0,0,0
3,14,63,2,0,0,0
3,14,70,2,0,0,0
3,14,73,1,1,0,3
3,14,73,1,7,0,0
3,14,74,1,28,0,0
3,14,75,1,20,0,0
3,14,76,2,0,0,0
3,14,76,1,53,0,0
3,14,77,1,13,0,1
3,14,79,1,13,0,2
3,14,80,1,32,0,0
3,14,89,2,0,0,0
3,14,92,2,0,0,0
3,14,104,2,0,0,0
3,14,113,2,0,0,0
3,14,148,2,0,0,0
3,14,156,2,0,0,0
3,14,164,2,0,0,0
3,14,173,5,0,0,0
3,14,182,2,0,0,0
3,14,188,2,0,0,0
3,14,200,5,0,0,0
3,14,202,5,0,0,0
3,14,207,2,0,0,0
3,14,213,2,0,0,0
3,14,214,5,0,0,0
3,14,216,2,0,0,0
3,14,218,2,0,0,0
3,14,219,2,0,0,0
3,14,230,1,23,0,0
3,14,235,5,0,0,0
3,14,235,1,45,0,0
3,14,237,2,0,0,0
3,14,241,2,0,0,0
3,14,249,2,0,0,0
3,14,263,2,0,0,0
3,14,282,5,0,0,0
3,14,335,5,0,0,0
3,14,338,5,0,0,0
3,14,388,5,0,0,0
3,14,388,1,39,0,0
3,14,402,5,0,0,0
3,14,412,2,0,0,0
3,14,416,2,0,0,0
3,14,447,2,0,0,0
3,14,474,2,0,0,0
3,14,496,2,0,0,0
3,14,497,2,0,0,0
3,14,520,5,0,0,0
3,14,523,2,0,0,0
3,14,10001,2,0,0,0
3,14,10002,2,0,0,0
3,14,10003,2,0,0,0
3,14,10004,2,0,0,0
3,14,10005,2,0,0,0
3,14,10006,2,0,0,0
3,14,10007,2,0,0,0
3,14,10008,2,0,0,0
3,14,10009,2,0,0,0
3,14,10010,2,0,0,0
3,14,10011,2,0,0,0
3,14,10012,2,0,0,0
3,14,10013,2,0,0,0
3,14,10014,2,0,0,0
3,14,10015,2,0,0,0
3,14,10016,2,0,0,0
4,13,10,1,1,0,1
4,13,14,2,0,0,0
4,13,15,2,0,0,0
4,13,44,3,0,0,0
4,13,45,1,1,0,2
4,13,52,1,7,0,0
4,13,53,2,0,0,0
4,13,53,1,37,0,0
4,13,68,3,0,0,0
4,13,70,2,0,0,0
4,13,82,1,16,0,0
4,13,83,1,43,0,0
4,13,91,2,0,0,0
4,13,92,2,0,0,0
4,13,104,2,0,0,0
4,13,108,1,10,0,0
4,13,126,2,0,0,0
4,13,156,2,0,0,0
4,13,157,2,0,0,0
4,13,163,1,34,0,0
4,13,164,2,0,0,0
4,13,182,2,0,0,0
4,13,184,1,19,0,0
4,13,187,3,0,0,0
4,13,200,3,0,0,0
4,13,207,2,0,0,0
4,13,213,2,0,0,0
4,13,216,2,0,0,0
4,13,218,2,0,0,0
4,13,232,3,0,0,0
4,13,237,2,0,0,0
4,13,241,2,0,0,0
4,13,242,3,0,0,0
4,13,246,3,0,0,0
4,13,249,2,0,0,0
4,13,251,3,0,0,0
4,13,261,2,0,0,0
4,13,263,2,0,0,0
4,13,264,3,0,0,0
4,13,280,2,0,0,0
4,13,315,2,0,0,0
4,13,317,2,0,0,0
4,13,332,2,0,0,0
4,13,337,2,0,0,0
4,13,349,3,0,0,0
4,13,374,2,0,0,0
4,13,394,3,0,0,0
4,13,406,3,0,0,0
4,13,407,3,0,0,0
4,13,421,2,0,0,0
4,13,424,1,25,0,0
4,13,468,2,0,0,0
4,13,481,1,28,0,0
4,13,488,2,0,0,0
4,13,496,2,0,0,0
4,13,497,2,0,0,0
4,13,510,2,0,0,0
4,13,517,1,46,0,0
4,13,519,5,0,0,0
4,13,10001,2,0,0,0
4,13,10002,2,0,0,0
4,13,10003,2,0,0,0
4,13,10004,2,0,0,0
4,13,10005,2,0,0,0
4,13,10006,2,0,0,0
4,13,10007,2,0,0,0
4,13,10008,2,0,0,0
4,13,10009,2,0,0,0
4,13,10010,2,0,0,0
4,13,10011,2,0,0,0
4,13,10012,2,0,0,0
4,13,10013,2,0,0,0
4,13,10014,2,0,0,0
4,13,10015,2,0,0,0
4,13,10016,2,0,0,0
4,14,7,5,0,0,0
4,14,9,5,0,0,0
4,14,10,1,1,0,1
4,14,14,2,0,0,0
4,14,15,2,0,0,0
4,14,44,3,0,0,0
4,14,45,1,1,0,2
4,14,52,1,7,0,0
4,14,53,2,0,0,0
4,14,53,1,37,0,0
4,14,68,3,0,0,0
4,14,70,2,0,0,0
4,14,82,1,16,0,0
4,14,83,1,43,0,0
4,14,91,2,0,0,0
4,14,92,2,0,0,0
4,14,104,2,0,0,0
4,14,108,1,10,0,0
4,14,126,2,0,0,0
4,14,156,2,0,0,0
4,14,157,2,0,0,0
4,14,163,1,34,0,0
4,14,164,2,0,0,0
4,14,173,5,0,0,0
4,14,182,2,0,0,0
4,14,184,1,19,0,0
4,14,187,3,0,0,0
4,14,200,3,0,0,0
4,14,200,5,0,0,0
4,14,207,2,0,0,0
4,14,213,2,0,0,0
4,14,214,5,0,0,0
4,14,216,2,0,0,0
4,14,218,2,0,0,0
4,14,231,5,0,0,0
4,14,232,3,0,0,0
4,14,237,2,0,0,0
