version_group_id,language_id,item_id,name,description
23,1,0,なし,？？？
23,1,1,マスターボール,野生のポケモンを　必ず\n捕まえることが　できる\n最高性能の　ボール。
23,1,2,ハイパーボール,スーパーボールよりも　さらに\nポケモンを　捕まえやすくなった\nすごく性能のいい　ボール。
23,1,3,スーパーボール,モンスターボールよりも　さらに\nポケモンを　捕まえやすくなった\n少し性能のいい　ボール。
23,1,4,モンスターボール,野生のポケモンに　投げて\n捕まえるための　ボール。\nカプセル式に　なっている。
23,1,5,サファリボール,カントー地方の　サファリゾーンや\nシンオウ地方の　大湿原で\n使われていた　特別なボール。
23,1,6,ネットボール,みずタイプと　むしタイプの\nポケモンが　捕まえやすくなる\nちょっと変わった　ボール。
23,1,7,ダイブボール,水の世界で　暮らしている\nポケモンが　捕まえやすくなる\nちょっと変わった　ボール。
23,1,8,ネストボール,捕まえる　野生のポケモンが\n弱いほど　捕まえやすくなる\nちょっと変わった　ボール。
23,1,9,リピートボール,捕まえたことの　ある\nポケモンが　捕まえやすくなる\nちょっと変わった　ボール。
23,1,10,タイマーボール,ターン数が　かかれば　かかるほど\nポケモンが　捕まえやすくなる\nちょっと変わった　ボール。
23,1,11,ゴージャスボール,捕まえた　野生ポケモンが\nとてもなかよく　なりやすくなる\nいごこちのいい　ボール。
23,1,12,プレミアボール,なにかの　記念の品として\n特別に　つくられた\nちょっとめずらしい　ボール。
23,1,13,ダークボール,夜や　洞窟など　暗いところで\nポケモンが　捕まえやすくなる\nちょっと変わった　ボール。
23,1,14,ヒールボール,捕まえたポケモンの　ＨＰと\n状態異常を　回復する\nちょっと優しい　ボール。
23,1,15,クイックボール,戦闘が　始まって　すぐに\n使うと　捕まえやすくなる\nちょっと変わった　ボール。
23,1,16,プレシャスボール,なにかの　記念の品として\n特別に　つくられた\nかなり　めずらしい　ボール。
23,1,17,キズぐすり,スプレー式の　キズぐすり。\nポケモン　１匹の　ＨＰを\n２０だけ　回復する。
23,1,18,どくけし,スプレー式の　薬。\nポケモン　１匹の　どくの\n状態を　回復する。
23,1,19,やけどなおし,スプレー式の　薬。\nポケモン　１匹の　やけどの\n状態を　回復する。
23,1,20,こおりなおし,スプレー式の　薬。\nポケモン　１匹の　こおりの\n状態を　回復する。
23,1,21,ねむけざまし,スプレー式の　薬。\nポケモン　１匹の　ねむりの\n状態を　回復する。
23,1,22,まひなおし,スプレー式の　薬。\nポケモン　１匹の　まひの\n状態を　回復する。
23,1,23,かいふくのくすり,ポケモン　１匹の　ＨＰと\n状態異常を　すべて\n回復する。
23,1,24,まんたんのくすり,スプレー式の　キズぐすり。\nポケモン　１匹の　ＨＰを\nすべて　回復する。
23,1,25,すごいキズぐすり,スプレー式の　キズぐすり。\nポケモン　１匹の　ＨＰを\n１２０だけ　回復する。
23,1,26,いいキズぐすり,スプレー式の　キズぐすり。\nポケモン　１匹の　ＨＰを\n６０だけ　回復する。
23,1,27,なんでもなおし,スプレー式の　薬。\nポケモン　１匹の　状態の\n異常を　すべて　回復する。
23,1,28,げんきのかけら,ひんしになった　ポケモン\n１匹を　元気に　したうえで\nＨＰを　半分まで　回復する。
23,1,29,げんきのかたまり,ひんしになった　ポケモン\n１匹を　元気に　したうえで\nＨＰを　すべて　回復する。
23,1,30,おいしいみず,ミネラル　たっぷりの　水。\nポケモン　１匹の　ＨＰを\n３０だけ　回復する。
23,1,31,サイコソーダ,シュワっと　はじける　ソーダ。\nポケモン　１匹の　ＨＰを\n５０だけ　回復する。
23,1,32,ミックスオレ,とても　あまい　ジュース。\nポケモン　１匹の　ＨＰを\n７０だけ　回復する。
23,1,33,モーモーミルク,栄養満点の　ミルク。\nポケモン　１匹の　ＨＰを\n１００だけ　回復する。
23,1,34,ちからのこな,とても　にがい　粉薬。\nポケモン　１匹の　ＨＰを\n６０だけ　回復する。
23,1,35,ちからのねっこ,とても　にがい　ねっこ。\nポケモン　１匹の　ＨＰを\n１２０だけ　回復する。
23,1,36,ばんのうごな,とても　にがい　粉薬。\nポケモン　１匹の　状態の\n異常を　すべて　回復する。
23,1,37,ふっかつそう,とても　にがい　薬草。\nひんしの　ポケモン　１匹の\nＨＰを　すべて　回復する。
23,1,38,ピーピーエイド,ポケモンが　覚えている\n技のうち　１つのＰＰを\n１０だけ　回復する。
23,1,39,ピーピーリカバー,ポケモンが　覚えている\n技のうち　１つのＰＰを\nすべて　回復する。
23,1,40,ピーピーエイダー,ポケモンが　覚えている\n４つの技の　ＰＰを\n１０ずつ　回復する。
23,1,41,ピーピーマックス,ポケモンが　覚えている\n４つの技の　ＰＰを\nすべて　回復する。
23,1,42,フエンせんべい,フエン名物の　せんべい。\nポケモン　１匹の　状態の\n異常を　すべて　回復する。
23,1,43,きのみジュース,きのみ　１００％の　ジュース。\nポケモン　１匹の　ＨＰを\n２０だけ　回復する。
23,1,44,せいなるはい,ひんしに　なってしまった\nポケモン　全員の　ＨＰを\nすべて　回復する。
23,1,45,マックスアップ,ポケモンの　栄養ドリンク。\nポケモン　１匹の　ＨＰの\n基礎ポイントを　あげる。
23,1,46,タウリン,ポケモンの　栄養ドリンク。\nポケモン　１匹の　攻撃の\n基礎ポイントを　あげる。
23,1,47,ブロムヘキシン,ポケモンの　栄養ドリンク。\nポケモン　１匹の　防御の\n基礎ポイントを　あげる。
23,1,48,インドメタシン,ポケモンの　栄養ドリンク。\nポケモン　１匹の　素早さの\n基礎ポイントを　あげる。
23,1,49,リゾチウム,ポケモンの　栄養ドリンク。\nポケモン　１匹の　特攻の\n基礎ポイントを　あげる。
23,1,50,ふしぎなアメ,エネルギーの　つまった　アメ。\nあたえると　ポケモン　１匹の\nレベルが　１だけ　あがる。
23,1,51,ポイントアップ,ポケモンが　覚えている\n技のうち　１つの　ＰＰの\n最大値を　少し　あげる。
23,1,52,キトサン,ポケモンの　栄養ドリンク。\nポケモン　１匹の　特防の\n基礎ポイントを　あげる。
23,1,53,ポイントマックス,覚えている　技のうち\n１つの　ＰＰの　最大値を\n最高まで　あげる。
23,1,54,もりのヨウカン,ハクタイの　隠れた　名物。\nポケモン　１匹の　状態の\n異常を　すべて　回復する。
23,1,55,エフェクトガード,戦闘中　５ターンの　あいだ\n味方の　能力を\nさげられなくする　道具。
23,1,56,クリティカット,急所率が　大きく　あがる。\n１度しか　使うことが　できない。\nひっこめると　元に　戻る。
23,1,57,プラスパワー,戦闘中の　ポケモンの\n攻撃を　大きく　あげる　道具。\nひっこめると　元に　戻る。
23,1,58,ディフェンダー,戦闘中の　ポケモンの\n防御を　大きく　あげる　道具。\nひっこめると　元に　戻る。
23,1,59,スピーダー,戦闘中の　ポケモンの\n素早さを　大きく　あげる　道具。\nひっこめると　元に　戻る。
23,1,60,ヨクアタール,戦闘中の　ポケモンの\n命中を　大きく　あげる　道具。\nひっこめると　元に　戻る。
23,1,61,スペシャルアップ,戦闘中の　ポケモンの\n特攻を　大きく　あげる　道具。\nひっこめると　元に　戻る。
23,1,62,スペシャルガード,戦闘中の　ポケモンの\n特防を　大きく　あげる　道具。\nひっこめると　元に　戻る。
23,1,63,ピッピにんぎょう,ポケモンの　気をひかせる　道具。\n野生ポケモンとの　戦闘から\n絶対に　逃げられる。
23,1,64,エネコのシッポ,ポケモンの　気をひかせる　道具。\n野生ポケモンとの　戦闘から\n絶対に　逃げられる。
23,1,65,あおいビードロ,青いガラスで　できた　笛。\n眠り状態を　回復する。
23,1,66,きいろビードロ,黄色のガラスで　できた　笛。\n混乱状態を　回復する。
23,1,67,あかいビードロ,赤いガラスで　できた　笛。\nメロメロ状態を　回復する。
23,1,68,くろいビードロ,黒いガラスで　できた　笛。\n使った　場所で　強いポケモンと\n遭遇　しやすくなる。
23,1,69,しろいビードロ,白いガラスで　できた　笛。\n使った場所で　弱いポケモンと\n遭遇しやすくなる。
23,1,70,あさせのしお,浅瀬の洞穴で\n見つけた　塩。
23,1,71,あさせのかいがら,浅瀬の洞穴で\n見つけた　貝殻。
23,1,72,あかいかけら,赤い　小さなかけら。\n昔に　作られた　なにかの\n道具の一部　らしい。
23,1,73,あおいかけら,青い　小さなかけら。\n昔に　作られた　なにかの\n道具の一部　らしい。
23,1,74,きいろいかけら,黄色い　小さなかけら。\n昔に　作られた　なにかの\n道具の一部　らしい。
23,1,75,みどりのかけら,緑の　小さなかけら。\n昔に　作られた　なにかの\n道具の一部　らしい。
23,1,76,シルバースプレー,弱い　野生のポケモンが\nまったく　出てこなくなる。\nむしよけスプレーより　長く　効く。
23,1,77,ゴールドスプレー,弱い　野生のポケモンが\nまったく　出てこなくなる。\nシルバースプレーより　長く　効く。
23,1,78,あなぬけのヒモ,長くて　丈夫なヒモ。洞窟や\nダンジョンから　抜け出すことが　できる。\n何度でも　使える。
23,1,79,むしよけスプレー,使うと　少しのあいだ\n弱い　野生のポケモンが\nまったく　出てこなくなる。
23,1,80,たいようのいし,ある特定の　ポケモンを\n進化させる　不思議な石。\n太陽のように　赤い。
23,1,81,つきのいし,ある特定の　ポケモンを\n進化させる　不思議な石。\n夜空のように　黒い。
23,1,82,ほのおのいし,ある特定の　ポケモンを\n進化させる　不思議な石。\nだいだい色を　している。
23,1,83,かみなりのいし,ある特定の　ポケモンを\n進化させる　不思議な石。\n稲妻の模様が　ある。
23,1,84,みずのいし,ある特定の　ポケモンを\n進化させる　不思議な石。\n澄んだ水色を　している。
23,1,85,リーフのいし,ある特定の　ポケモンを\n進化させる　不思議な石。\n葉っぱの模様が　ある。
23,1,86,ちいさなキノコ,ちいさな　めずらしいキノコ。\n一部のマニアの　あいだでは\nけっこう人気が　高い。
23,1,87,おおきなキノコ,おおきな　めずらしいキノコ。\n一部のマニアの　あいだでは\nとても人気が　高い。
23,1,88,しんじゅ,きれいな銀色に　光る\n少しちいさめの　真珠。\nショップで　安く　売れる。
23,1,89,おおきなしんじゅ,きれいな銀色に　光る\nかなり大粒の　真珠。\nショップで　高く　売れる。
23,1,90,ほしのすな,てざわりが　サラサラの\n赤くて　きれいな砂。\nショップで　安く　売れる。
23,1,91,ほしのかけら,キラキラと　赤く　光る\nきれいな　宝石のかけら。\nショップで　高く　売れる。
23,1,92,きんのたま,キラキラと　金色に　光る\n純金製の　玉。\nショップで　高く　売れる。
23,1,93,ハートのウロコ,きれいな　ハートの形の\nとてもめずらしい　ウロコ。\n渡すと　よろこぶ人も　いる。
23,1,94,あまいミツ,ポケモンが　集めた\nあまい　においがする　ミツ。\nショップで　安く　売れる。
23,1,95,すくすくこやし,きのみを　育てるときの　肥料。\nしかし　ホウエン地方の　土には\nまるで　なじまないので　効果が　ない。
23,1,96,じめじめこやし,きのみを　育てるときの　肥料。\nしかし　ホウエン地方の　土には\nまるで　なじまないので　効果が　ない。
23,1,97,ながながこやし,きのみを　育てるときの　肥料。\nしかし　ホウエン地方の　土には\nまるで　なじまないので　効果が　ない。
23,1,98,ねばねばこやし,きのみを　育てるときの　肥料。\nしかし　ホウエン地方の　土には\nまるで　なじまないので　効果が　ない。
23,1,99,ねっこのカセキ,大昔　海に　すんでいた\n古代ポケモンの　カセキ。\nねっこの一部　らしい。
23,1,100,ツメのカセキ,大昔　海に　すんでいた\n古代ポケモンの　カセキ。\nツメの一部　らしい。
23,1,101,かいのカセキ,大昔　海に　すんでいた\n古代ポケモンの　カセキ。\n貝殻の一部　らしい。
23,1,102,こうらのカセキ,大昔　海に　すんでいた\n古代ポケモンの　カセキ。\nこうらの一部　らしい。
23,1,103,ひみつのコハク,古代ポケモンの　遺伝子が\n閉じこめられている　コハク。\n赤みを　帯びて　透けている。
23,1,104,たてのカセキ,大昔　地上で　暮らした\n古代ポケモンの　カセキ。\n襟飾りの一部　らしい。
23,1,105,ずがいのカセキ,大昔　地上で　暮らした\n古代ポケモンの　カセキ。\n頭の一部　らしい。
23,1,106,きちょうなホネ,ポケモン考古学の　うえで\nとても貴重な　ホネ。\nショップで　高く　売れる。
23,1,107,ひかりのいし,ある特定の　ポケモンを\n進化させる　不思議な石。\nひかりのように　まぶしい。
23,1,108,やみのいし,ある特定の　ポケモンを\n進化させる　不思議な　石。\nやみのように　暗い。
23,1,109,めざめいし,ある特定の　ポケモンを\n進化させる　不思議な石。\nひとみのように　まばゆい。
23,1,110,まんまるいし,ある特定の　ポケモンを\n進化させる　不思議な石。\nたまのように　まるい。
23,1,111,かなめいし,これがないと　石の塔が\n崩れてしまう　大事な石。\nときどき　石から　声が聞こえる。
23,1,112,はっきんだま,ギラティナに　持たせると　ドラゴンと\nゴーストタイプの　技の威力が\nあがる　光り輝く　珠。
23,1,113,おちゃ,すこし　苦くて\n芳ばしい香りの　お茶。\nかわいた喉が　うるおう。
23,1,115,マチスのサイン,クチバ　ジムリーダー　マチスから\nもらった　サイン色紙。\nＧｏｏｄ　Ｌｕｃｋ！と　書かれている。
23,1,116,アクアカセット,ゲノセクトに　持たせると\nテクノバスターという　技が\nみずタイプになる　カセット。
23,1,117,イナズマカセット,ゲノセクトに　持たせると\nテクノバスターという　技が\nでんきタイプになる　カセット。
23,1,118,ブレイズカセット,ゲノセクトに　持たせると\nテクノバスターという　技が\nほのおタイプになる　カセット。
23,1,119,フリーズカセット,ゲノセクトに　持たせると\nテクノバスターという　技が\nこおりタイプになる　カセット。
23,1,121,ポケモンボックス,ー\nー\nー
23,1,122,かいふくポケット,ー\nー\nー
23,1,123,わざマシンケース,ー\nー\nー
23,1,124,アメボトル,ー\nー\nー
23,1,125,きょうかポケット,ー\nー\nー
23,1,126,おきがえトランク,ポケモンや　トレーナーの\n着替えを　入れられる\nとても軽い　トランク。
23,1,127,ほかくポケット,ー\nー\nー
23,1,128,バトルポケット,ー\nー\nー
23,1,134,ハートスイーツ,とても甘ったるい　チョコレート。\nポケモン　１匹の　ＨＰを\n２０だけ　回復する。
23,1,135,こんごうだま,ディアルガに　持たせると　ドラゴンと\nはがねタイプの　技の威力が\nあがる　光り輝く　珠。
23,1,136,しらたま,パルキアに　持たせると　ドラゴンと\nみずタイプの　技の威力が\nあがる　美しく輝く　珠。
23,1,137,はじめてメール,はじめましての　あいさつが\n書きやすい　レターペーパー。\nポケモンに　持たせて　使う。
23,1,138,だいすきメール,好きなものを　伝える　メールが\n書きやすい　レターペーパー。\nポケモンに　持たせて　使う。
23,1,139,おさそいメール,相手を　お誘いする　メールが\n書きやすい　レターペーパー。\nポケモンに　持たせて　使う。
23,1,140,かんしゃメール,感謝を　伝える　メールが\n書きやすい　レターペーパー。\nポケモンに　持たせて　使う。
23,1,141,しつもんメール,相手への　質問の　メールが\n書きやすい　レターペーパー。\nポケモンに　持たせて　使う。
23,1,142,おすすめメール,なにかを　おすすめする　メールが\n書きやすい　レターペーパー。\nポケモンに　持たせて　使う。
23,1,143,おかえしメール,もらった　メールへの　お返しが\n書きやすい　レターペーパー。\nポケモンに　持たせて　使う。
23,1,144,ブリッジメールＳ,空を　つらぬく　橋の　絵柄が\nプリントされた　レターペーパー。\nポケモンに　持たせて　使う。
23,1,145,ブリッジメールＨ,真っ赤な　跳ね橋の　絵柄が\nプリントされた　レターペーパー。\nポケモンに　持たせて　使う。
23,1,146,ブリッジメールＣ,鋼鉄の　つり橋の　絵柄が\nプリントされた　レターペーパー。\nポケモンに　持たせて　使う。
23,1,147,ブリッジメールＶ,レンガ造りの　橋の　絵柄が\nプリントされた　レターペーパー。\nポケモンに　持たせて　使う。
23,1,148,ブリッジメールＷ,アーチを　描いた　橋の　絵柄が\nプリントされた　レターペーパー。\nポケモンに　持たせて　使う。
23,1,149,クラボのみ,ポケモンに　持たせると\nまひを　回復する。\n
23,1,150,カゴのみ,ポケモンに　持たせると\n眠りを　回復する。\n
23,1,151,モモンのみ,ポケモンに　持たせると\n毒を　回復する。\n
23,1,152,チーゴのみ,ポケモンに　持たせると\nやけどを　回復する。\n
23,1,153,ナナシのみ,ポケモンに　持たせると\nこおりを　回復する。\n
23,1,154,ヒメリのみ,ポケモンに　持たせると\nＰＰを　１０だけ　回復する。\n
23,1,155,オレンのみ,ポケモンに　持たせると\nＨＰを　１０だけ　回復する。\n
23,1,156,キーのみ,ポケモンに　持たせると\n混乱を　回復する。\n
23,1,157,ラムのみ,ポケモンに　持たせると\nすべての　状態異常を　回復する。
23,1,158,オボンのみ,ポケモンに　持たせると\nＨＰを　少しだけ　回復する。\n
23,1,159,フィラのみ,ポケモンに　持たせると\nピンチのとき　ＨＰを　回復する。\nきらいな味だと　混乱する。
23,1,160,ウイのみ,ポケモンに　持たせると\nピンチのとき　ＨＰを　回復する。\nきらいな味だと　混乱する。
23,1,161,マゴのみ,ポケモンに　持たせると\nピンチのとき　ＨＰを　回復する。\nきらいな味だと　混乱する。
23,1,162,バンジのみ,ポケモンに　持たせると\nピンチのとき　ＨＰを　回復する。\nきらいな味だと　混乱する。
23,1,163,イアのみ,ポケモンに　持たせると\nピンチのとき　ＨＰを　回復する。\nきらいな味だと　混乱する。
23,1,164,ズリのみ,かっこよさに　磨きを　かけるための\nポロックを　作るとき　使われる。\n赤色の実は　食べると　辛い。
23,1,165,ブリーのみ,うつくしさに　磨きを　かけるための\nポロックを　作るとき　使われる。\n青色の実は　食べると　渋い。
23,1,166,ナナのみ,かわいさに　磨きを　かけるための\nポロックを　作るとき　使われる。\n桃色の実は　食べると　甘い。
23,1,167,セシナのみ,かしこさに　磨きを　かけるための\nポロックを　作るとき　使われる。\n緑色の実は　食べると　苦い。
23,1,168,パイルのみ,たくましさに　磨きを　かけるための\nポロックを　作るとき　使われる。\n黄色の実は　食べると　酸っぱい。
23,1,169,ザロクのみ,ポケモンに　あげると\nとても　なかよく　なりやすくなるが\nＨＰの　基礎ポイントは　さがる。
23,1,170,ネコブのみ,ポケモンに　あげると\nとても　なかよく　なりやすくなるが\n攻撃の　基礎ポイントは　さがる。
23,1,171,タポルのみ,ポケモンに　あげると\nとても　なかよく　なりやすくなるが\n防御の　基礎ポイントは　さがる。
23,1,172,ロメのみ,ポケモンに　あげると\nとても　なかよく　なりやすくなるが\n特攻の　基礎ポイントは　さがる。
23,1,173,ウブのみ,ポケモンに　あげると\nとても　なかよく　なりやすくなるが\n特防の　基礎ポイントは　さがる。
23,1,174,マトマのみ,ポケモンに　あげると\nとても　なかよく　なりやすくなるが\n素早さの　基礎ポイントは　さがる。
23,1,175,モコシのみ,うつくしさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,176,ゴスのみ,かわいさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,177,ラブタのみ,かしこさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,178,ノメルのみ,たくましさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,179,ノワキのみ,かわいさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,180,シーヤのみ,うつくしさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,181,カイスのみ,かしこさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,182,ドリのみ,かしこさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,183,ベリブのみ,うつくしさに　磨きを　かけるための\nポロックを　作るとき　使われる。\nほかの地方では　めずらしい　きのみ。
23,1,184,オッカのみ,ポケモンに　持たせると\n効果バツグンの　ほのお技を\n受けたとき　威力が　弱まる。
23,1,185,イトケのみ,ポケモンに　持たせると\n効果バツグンの　みず技を\n受けたとき　威力が　弱まる。
23,1,186,ソクノのみ,ポケモンに　持たせると\n効果バツグンの　でんき技を\n受けたとき　威力が　弱まる。
23,1,187,リンドのみ,ポケモンに　持たせると\n効果バツグンの　くさ技を\n受けたとき　威力が　弱まる。
23,1,188,ヤチェのみ,ポケモンに　持たせると\n効果バツグンの　こおり技を\n受けたとき　威力が　弱まる。
23,1,189,ヨプのみ,ポケモンに　持たせると\n効果バツグンの　かくとう技を\n受けたとき　威力が　弱まる。
23,1,190,ビアーのみ,ポケモンに　持たせると\n効果バツグンの　どく技を\n受けたとき　威力が　弱まる。
23,1,191,シュカのみ,ポケモンに　持たせると\n効果バツグンの　じめん技を\n受けたとき　威力が　弱まる。
23,1,192,バコウのみ,ポケモンに　持たせると\n効果バツグンの　ひこう技を\n受けたとき　威力が　弱まる。
23,1,193,ウタンのみ,ポケモンに　持たせると\n効果バツグンの　エスパー技を\n受けたとき　威力が　弱まる。
23,1,194,タンガのみ,ポケモンに　持たせると\n効果バツグンの　むし技を\n受けたとき　威力が　弱まる。
23,1,195,ヨロギのみ,ポケモンに　持たせると\n効果バツグンの　いわ技を\n受けたとき　威力が　弱まる。
23,1,196,カシブのみ,ポケモンに　持たせると\n効果バツグンの　ゴースト技を\n受けたとき　威力が　弱まる。
23,1,197,ハバンのみ,ポケモンに　持たせると\n効果バツグンの　ドラゴン技を\n受けたとき　威力が　弱まる。
23,1,198,ナモのみ,ポケモンに　持たせると\n効果バツグンの　あく技を\n受けたとき　威力が　弱まる。
23,1,199,リリバのみ,ポケモンに　持たせると\n効果バツグンの　はがね技を\n受けたとき　威力が　弱まる。
23,1,200,ホズのみ,ポケモンに　持たせると\nノーマル技を　受けたとき\n威力が　弱まる。
